Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;;
GDB-0848-02;BR272-1960;Oranjestraat;4941JR; Oranjestraat 2 Raamsdonksveer; Oranjestraat;2;;Oranjestraat 2;4941JR;272;1960;NL-0834-600272;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonhuis  Oranjestraat 2 4941JR Raamsdonksveer 29-7-1960;1960.07.29;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis  Oranjestraat 2 4941JR Raamsdonksveer 29-7-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonhuis;NL 0834;2010;K50771752;9,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0849-01;BR273-1960;Hendrikstraat;4941JT;Prins Hendrikstraat 7 Raamsdonksveer;Prins Hendrikstraat;7;Prins;Prins Hendrikstraat 7;4941JT;273;1960;NL-0834-600273;Beschikking;Bouwvergunning Beschikking Plaatsen erkerkozijn Prins Hendrikstraat 7 4941JT Raamsdonksveer 29-7-1960;1960.07.29;Plaatsen erkerkozijn;Bouwvergunning Plaatsen erkerkozijn Prins Hendrikstraat 7 4941JT Raamsdonksveer 29-7-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen erkerkozijn;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0849-02;BR273-1960;Hendrikstraat;4941JT;Prins Hendrikstraat 7 Raamsdonksveer;Prins Hendrikstraat;7;Prins;Prins Hendrikstraat 7;4941JT;273;1960;NL-0834-600273;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen erkerkozijn Prins Hendrikstraat 7 4941JT Raamsdonksveer 29-7-1960;1960.07.29;Plaatsen erkerkozijn;Bouwvergunning Plaatsen erkerkozijn Prins Hendrikstraat 7 4941JT Raamsdonksveer 29-7-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen erkerkozijn;NL 0834;2010;K50771752;6,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0850-01;BR274-1960;Groenstraat;;Oude Groenstraat 36 Raamsdonksveer;Oude Groenstraat;36;Oude;Oude Groenstraat 36;;274;1960;NL-0834-600274;Beschikking;Bouwvergunning Beschikking Verbeteren schuur, keuken en w.c. Oude Groenstraat 36  Raamsdonksveer 29-7-1960;1960.07.29;Verbeteren schuur, keuken en w.c.;Bouwvergunning Verbeteren schuur, keuken en w.c. Oude Groenstraat 36  Raamsdonksveer 29-7-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren schuur, keuken en w.c.;NL 0834;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0850-02;BR274-1960;Groenstraat;;Oude Groenstraat 36 Raamsdonksveer;Oude Groenstraat;36;Oude;Oude Groenstraat 36;;274;1960;NL-0834-600274;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbeteren schuur, keuken en w.c. Oude Groenstraat 36  Raamsdonksveer 29-7-1960;1960.07.29;Verbeteren schuur, keuken en w.c.;Bouwvergunning Verbeteren schuur, keuken en w.c. Oude Groenstraat 36  Raamsdonksveer 29-7-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbeteren schuur, keuken en w.c.;NL 0834;2010;K50771752;10,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0851-01;BR275-1960;Oranjestraat;4941JP; Oranjestraat 13 Raamsdonksveer; Oranjestraat;13;;Oranjestraat 13;4941JP;275;1960;NL-0834-600275;Beschikking;Bouwvergunning Beschikking Verbouwen woonhuis  Oranjestraat 13 4941JP Raamsdonksveer 4-8-1960;1960.08.04;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis  Oranjestraat 13 4941JP Raamsdonksveer 4-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woonhuis;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0851-02;BR275-1960;Oranjestraat;4941JP; Oranjestraat 13 Raamsdonksveer; Oranjestraat;13;;Oranjestraat 13;4941JP;275;1960;NL-0834-600275;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonhuis  Oranjestraat 13 4941JP Raamsdonksveer 4-8-1960;1960.08.04;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis  Oranjestraat 13 4941JP Raamsdonksveer 4-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonhuis;NL 0834;2010;K50771752;6,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0852-01;BR276-1960;Julianalaan;4941JG; Julianalaan 154 Raamsdonksveer; Julianalaan;154;;Julianalaan 154;4941JG;276;1960;NL-0834-600276;Beschikking;Bouwvergunning Beschikking Verbouwen woonhuis  Julianalaan 154 4941JG Raamsdonksveer 4-8-1960;1960.08.04;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis  Julianalaan 154 4941JG Raamsdonksveer 4-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woonhuis;NL 0834;2010;K50771752;1,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0852-02;BR276-1960;Julianalaan;4941JG; Julianalaan 154 Raamsdonksveer; Julianalaan;154;;Julianalaan 154;4941JG;276;1960;NL-0834-600276;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonhuis  Julianalaan 154 4941JG Raamsdonksveer 4-8-1960;1960.08.04;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis  Julianalaan 154 4941JG Raamsdonksveer 4-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonhuis;NL 0834;2010;K50771752;10,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0853-01;BR277-1960;Oranjestraat;; Oranjestraat 44 Raamsdonksveer; Oranjestraat;44;;Oranjestraat 44;;277;1960;NL-0834-600277;Beschikking;Bouwvergunning Beschikking Bouw schuur  Oranjestraat 44  Raamsdonksveer 4-8-1960;1960.08.04;Bouw schuur;Bouwvergunning Bouw schuur  Oranjestraat 44  Raamsdonksveer 4-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw schuur;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0853-02;BR277-1960;Oranjestraat;; Oranjestraat 44 Raamsdonksveer; Oranjestraat;44;;Oranjestraat 44;;277;1960;NL-0834-600277;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw schuur  Oranjestraat 44  Raamsdonksveer 4-8-1960;1960.08.04;Bouw schuur;Bouwvergunning Bouw schuur  Oranjestraat 44  Raamsdonksveer 4-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw schuur;NL 0834;2010;K50771752;1,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0854-01;BR278-1960;Ambachtstraat;4944AS;Luiten Ambachtstraat 27 Raamsdonk;Luiten Ambachtstraat;27;Luiten;Luiten Ambachtstraat 27;4944AS;278;1960;NL-0834-600278;Beschikking;Bouwvergunning Beschikking Bouw wagenloods Luiten Ambachtstraat 27 4944AS Raamsdonk 4-8-1960;1960.08.04;Bouw wagenloods;Bouwvergunning Bouw wagenloods Luiten Ambachtstraat 27 4944AS Raamsdonk 4-8-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw wagenloods;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0854-02;BR278-1960;Ambachtstraat;4944AS;Luiten Ambachtstraat 27 Raamsdonk;Luiten Ambachtstraat;27;Luiten;Luiten Ambachtstraat 27;4944AS;278;1960;NL-0834-600278;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw wagenloods Luiten Ambachtstraat 27 4944AS Raamsdonk 4-8-1960;1960.08.04;Bouw wagenloods;Bouwvergunning Bouw wagenloods Luiten Ambachtstraat 27 4944AS Raamsdonk 4-8-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw wagenloods;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0855-01;BR285-1960;Kerkstraat;4941DP;Grote Kerkstraat 50 Raamsdonksveer;Grote Kerkstraat;50;Grote;Grote Kerkstraat 50;4941DP;285;1960;NL-0834-600285;Beschikking;Bouwvergunning Beschikking Bouw spoellokaal Grote Kerkstraat 50 4941DP Raamsdonksveer 24-8-1960;1960.08.24;Bouw spoellokaal;Bouwvergunning Bouw spoellokaal Grote Kerkstraat 50 4941DP Raamsdonksveer 24-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw spoellokaal;NL 0834;2010;K50771752;8,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0855-02;BR285-1960;Kerkstraat;4941DP;Grote Kerkstraat 50 Raamsdonksveer;Grote Kerkstraat;50;Grote;Grote Kerkstraat 50;4941DP;285;1960;NL-0834-600285;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw spoellokaal Grote Kerkstraat 50 4941DP Raamsdonksveer 24-8-1960;1960.08.24;Bouw spoellokaal;Bouwvergunning Bouw spoellokaal Grote Kerkstraat 50 4941DP Raamsdonksveer 24-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw spoellokaal;NL 0834;2010;K50771752;2,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0856-01;BR286-1960;Oosterhoutseweg;; Oosterhoutseweg 51 Raamsdonksveer; Oosterhoutseweg;51;;Oosterhoutseweg 51;;286;1960;NL-0834-600286;Beschikking;Bouwvergunning Beschikking Bouw schuurtje  Oosterhoutseweg 51  Raamsdonksveer 24-8-1960;1960.08.24;Bouw schuurtje;Bouwvergunning Bouw schuurtje  Oosterhoutseweg 51  Raamsdonksveer 24-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw schuurtje;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0857-01;BR287-1960;Haven;4931AD; Haven 17 Raamsdonksveer; Haven;17;;Haven 17;4931AD;287;1960;NL-0834-600287;Beschikking;Bouwvergunning Beschikking Verbouwen bovenwoning  Haven 17 4931AD Raamsdonksveer 24-8-1960;1960.08.24;Verbouwen bovenwoning;Bouwvergunning Verbouwen bovenwoning  Haven 17 4931AD Raamsdonksveer 24-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen bovenwoning;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0857-02;BR287-1960;Haven;4931AD; Haven 17 Raamsdonksveer; Haven;17;;Haven 17;4931AD;287;1960;NL-0834-600287;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen bovenwoning  Haven 17 4931AD Raamsdonksveer 24-8-1960;1960.08.24;Verbouwen bovenwoning;Bouwvergunning Verbouwen bovenwoning  Haven 17 4931AD Raamsdonksveer 24-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen bovenwoning;NL 0834;2010;K50771752;6,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0858-01;BR288-1960;Julianalaan;; Julianalaan  Raamsdonksveer; Julianalaan;;;Julianalaan;;288;1960;NL-0834-600288;Beschikking;Bouwvergunning Beschikking Uitbreidingsplan agrarische bebouwing en oprichten dubbelwandig schoolgebouw  Julianalaan   Raamsdonksveer 24-8-1960;1960.08.24;Uitbreidingsplan agrarische bebouwing en oprichten dubbelwandig schoolgebouw;Bouwvergunning Uitbreidingsplan agrarische bebouwing en oprichten dubbelwandig schoolgebouw  Julianalaan   Raamsdonksveer 24-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreidingsplan agrarische bebouwing en oprichten dubbelwandig schoolgebouw;NL 0834;2010;K50771752;1,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0858-02;BR288-1960;Julianalaan;; Julianalaan  Raamsdonksveer; Julianalaan;;;Julianalaan;;288;1960;NL-0834-600288;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreidingsplan agrarische bebouwing en oprichten dubbelwandig schoolgebouw  Julianalaan   Raamsdonksveer 24-8-1960;1960.08.24;Uitbreidingsplan agrarische bebouwing en oprichten dubbelwandig schoolgebouw;Bouwvergunning Uitbreidingsplan agrarische bebouwing en oprichten dubbelwandig schoolgebouw  Julianalaan   Raamsdonksveer 24-8-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreidingsplan agrarische bebouwing en oprichten dubbelwandig schoolgebouw;NL 0834;2010;K50771752;14,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0859-01;BR289-1960;wal;4944XK;Engelse wal 13 Raamsdonk;Engelse wal;13;Engelse;Engelse wal 13;4944XK;289;1960;NL-0834-600289;Beschikking;Bouwvergunning Beschikking Verbouwen woonhuis Engelse wal 13 4944XK Raamsdonk 3-9-1960;1960.09.03;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis Engelse wal 13 4944XK Raamsdonk 3-9-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woonhuis;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0859-02;BR289-1960;wal;4944XK;Engelse wal 13 Raamsdonk;Engelse wal;13;Engelse;Engelse wal 13;4944XK;289;1960;NL-0834-600289;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonhuis Engelse wal 13 4944XK Raamsdonk 3-9-1960;1960.09.03;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis Engelse wal 13 4944XK Raamsdonk 3-9-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonhuis;NL 0834;2010;K50771752;15,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0860-01;BR320-1960;Oosterhoutseweg;; Oosterhoutseweg  Raamsdonksveer; Oosterhoutseweg;;;Oosterhoutseweg;;320;1960;NL-0834-600320;Beschikking;Bouwvergunning Beschikking Bouw bungalow  Oosterhoutseweg   Raamsdonksveer 9-9-1960;1960.09.09;Bouw bungalow;Bouwvergunning Bouw bungalow  Oosterhoutseweg   Raamsdonksveer 9-9-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bungalow;NL 0834;2010;K50771752;10,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0860-02;BR320-1960;Oosterhoutseweg;; Oosterhoutseweg  Raamsdonksveer; Oosterhoutseweg;;;Oosterhoutseweg;;320;1960;NL-0834-600320;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bungalow  Oosterhoutseweg   Raamsdonksveer 9-9-1960;1960.09.09;Bouw bungalow;Bouwvergunning Bouw bungalow  Oosterhoutseweg   Raamsdonksveer 9-9-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bungalow;NL 0834;2010;K50771752;54,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0860-03;BR320-1960;Oosterhoutseweg;; Oosterhoutseweg  Raamsdonksveer; Oosterhoutseweg;;;Oosterhoutseweg;;320;1960;NL-0834-600320;Overige documenten;Bouwvergunning Overige documenten Bouw bungalow  Oosterhoutseweg   Raamsdonksveer 9-9-1960;1960.09.09;Bouw bungalow;Bouwvergunning Bouw bungalow  Oosterhoutseweg   Raamsdonksveer 9-9-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw bungalow;NL 0834;2010;K50771752;8,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0861-01;BR321-1960;Molenstraat;4931BG; Molenstraat 8 Raamsdonk; Molenstraat;8;;Molenstraat 8;4931BG;321;1960;NL-0834-600321;Beschikking;Bouwvergunning Beschikking Verbouwen en uitbreiden woning met postbureau voor rijkspolitie  Molenstraat 8 4931BG Raamsdonk 16-9-1960;1960.09.16;Verbouwen en uitbreiden woning met postbureau voor rijkspolitie;Bouwvergunning Verbouwen en uitbreiden woning met postbureau voor rijkspolitie  Molenstraat 8 4931BG Raamsdonk 16-9-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen en uitbreiden woning met postbureau voor rijkspolitie;NL 0834;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0861-02;BR321-1960;Molenstraat;4931BG; Molenstraat 8 Raamsdonk; Molenstraat;8;;Molenstraat 8;4931BG;321;1960;NL-0834-600321;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen en uitbreiden woning met postbureau voor rijkspolitie  Molenstraat 8 4931BG Raamsdonk 16-9-1960;1960.09.16;Verbouwen en uitbreiden woning met postbureau voor rijkspolitie;Bouwvergunning Verbouwen en uitbreiden woning met postbureau voor rijkspolitie  Molenstraat 8 4931BG Raamsdonk 16-9-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen en uitbreiden woning met postbureau voor rijkspolitie;NL 0834;2010;K50771752;26,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0862-01;BR324-1960;Schansstraat;4944AH; Schansstraat 36 Raamsdonk; Schansstraat;36;;Schansstraat 36;4944AH;324;1960;NL-0834-600324;Beschikking;Bouwvergunning Beschikking Bouw woonhuis  Schansstraat 36 4944AH Raamsdonk 16-9-1960;1960.09.16;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Schansstraat 36 4944AH Raamsdonk 16-9-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0834;2010;K50771752;8,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0862-02;BR324-1960;Schansstraat;4944AH; Schansstraat 36 Raamsdonk; Schansstraat;36;;Schansstraat 36;4944AH;324;1960;NL-0834-600324;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis  Schansstraat 36 4944AH Raamsdonk 16-9-1960;1960.09.16;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Schansstraat 36 4944AH Raamsdonk 16-9-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0834;2010;K50771752;65,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0862-03;BR324-1960;Schansstraat;4944AH; Schansstraat 36 Raamsdonk; Schansstraat;36;;Schansstraat 36;4944AH;324;1960;NL-0834-600324;Overige documenten;Bouwvergunning Overige documenten Bouw woonhuis  Schansstraat 36 4944AH Raamsdonk 16-9-1960;1960.09.16;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Schansstraat 36 4944AH Raamsdonk 16-9-1960;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw woonhuis;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
