Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-8386-01;G021-1983;Noordenbos;4931VB; Noordenbos 8 Geertruidenberg; Noordenbos;8;;Noordenbos 8;4931VB;21;1983;NL-0779-830021;Beschikking;Bouwvergunning Beschikking Oprichten bijkeuken  Noordenbos 8 4931VB Geertruidenberg 30-3-1983;1983.03.30;Oprichten bijkeuken;Bouwvergunning Oprichten bijkeuken  Noordenbos 8 4931VB Geertruidenberg 30-3-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten bijkeuken;NL 0779;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8386-02;G021-1983;Noordenbos;4931VB; Noordenbos 8 Geertruidenberg; Noordenbos;8;;Noordenbos 8;4931VB;21;1983;NL-0779-830021;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten bijkeuken  Noordenbos 8 4931VB Geertruidenberg 30-3-1983;1983.03.30;Oprichten bijkeuken;Bouwvergunning Oprichten bijkeuken  Noordenbos 8 4931VB Geertruidenberg 30-3-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten bijkeuken;NL 0779;2010;K50771752;9,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8387-01;G022-1983;Buitenvest;4931CG; Buitenvest 9 Geertruidenberg; Buitenvest;9;;Buitenvest 9;4931CG;22;1983;NL-0779-830022;Beschikking;Bouwvergunning Beschikking Oprichten garage  Buitenvest 9 4931CG Geertruidenberg 30-3-1983;1983.03.30;Oprichten garage;Bouwvergunning Oprichten garage  Buitenvest 9 4931CG Geertruidenberg 30-3-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten garage;NL 0779;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8387-02;G022-1983;Buitenvest;4931CG; Buitenvest 9 Geertruidenberg; Buitenvest;9;;Buitenvest 9;4931CG;22;1983;NL-0779-830022;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten garage  Buitenvest 9 4931CG Geertruidenberg 30-3-1983;1983.03.30;Oprichten garage;Bouwvergunning Oprichten garage  Buitenvest 9 4931CG Geertruidenberg 30-3-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten garage;NL 0779;2010;K50771752;12,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8388-01;G023-1983;Centraleweg;4931NA; Centraleweg 3 Geertruidenberg; Centraleweg;3;;Centraleweg 3;4931NA;23;1983;NL-0779-830023;Beschikking;Bouwvergunning Beschikking Uitbreiden fabriekshal  Centraleweg 3 4931NA Geertruidenberg 30-3-1983;1983.03.30;Uitbreiden fabriekshal;Bouwvergunning Uitbreiden fabriekshal  Centraleweg 3 4931NA Geertruidenberg 30-3-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden fabriekshal;NL 0779;2010;K50771752;4,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8388-02;G023-1983;Centraleweg;4931NA; Centraleweg 3 Geertruidenberg; Centraleweg;3;;Centraleweg 3;4931NA;23;1983;NL-0779-830023;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden fabriekshal  Centraleweg 3 4931NA Geertruidenberg 30-3-1983;1983.03.30;Uitbreiden fabriekshal;Bouwvergunning Uitbreiden fabriekshal  Centraleweg 3 4931NA Geertruidenberg 30-3-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden fabriekshal;NL 0779;2010;K50771752;143,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8388-03;G023-1983;Centraleweg;4931NA; Centraleweg 3 Geertruidenberg; Centraleweg;3;;Centraleweg 3;4931NA;23;1983;NL-0779-830023;Overige documenten;Bouwvergunning Overige documenten Uitbreiden fabriekshal  Centraleweg 3 4931NA Geertruidenberg 30-3-1983;1983.03.30;Uitbreiden fabriekshal;Bouwvergunning Uitbreiden fabriekshal  Centraleweg 3 4931NA Geertruidenberg 30-3-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Uitbreiden fabriekshal;NL 0779;2010;K50771752;25,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8389-01;G024-1983;Dulderpark;4931HH; Dulderpark 2a Geertruidenberg; Dulderpark;2a;;Dulderpark 2a;4931HH;24;1983;NL-0779-830024;Beschikking;Bouwvergunning Beschikking Bouw apotheek met woonhuis  Dulderpark 2a 4931HH Geertruidenberg 13-4-1983;1983.04.13;Bouw apotheek met woonhuis;Bouwvergunning Bouw apotheek met woonhuis  Dulderpark 2a 4931HH Geertruidenberg 13-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw apotheek met woonhuis;NL 0779;2010;K50771752;5,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8389-02;G024-1983;Dulderpark;4931HH; Dulderpark 2a Geertruidenberg; Dulderpark;2a;;Dulderpark 2a;4931HH;24;1983;NL-0779-830024;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw apotheek met woonhuis  Dulderpark 2a 4931HH Geertruidenberg 13-4-1983;1983.04.13;Bouw apotheek met woonhuis;Bouwvergunning Bouw apotheek met woonhuis  Dulderpark 2a 4931HH Geertruidenberg 13-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw apotheek met woonhuis;NL 0779;2010;K50771752;88,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8389-03;G024-1983;Dulderpark;4931HH; Dulderpark 2a Geertruidenberg; Dulderpark;2a;;Dulderpark 2a;4931HH;24;1983;NL-0779-830024;Overige documenten;Bouwvergunning Overige documenten Bouw apotheek met woonhuis  Dulderpark 2a 4931HH Geertruidenberg 13-4-1983;1983.04.13;Bouw apotheek met woonhuis;Bouwvergunning Bouw apotheek met woonhuis  Dulderpark 2a 4931HH Geertruidenberg 13-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw apotheek met woonhuis;NL 0779;2010;K50771752;25,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8390-01;G025-1983;Gasthuiswaard;4931PD; Gasthuiswaard 1 Geertruidenberg; Gasthuiswaard;1;;Gasthuiswaard 1;4931PD;25;1983;NL-0779-830025;Beschikking;Bouwvergunning Beschikking Oprichten werktuigenberging  Gasthuiswaard 1 4931PD Geertruidenberg 20-4-1983;1983.04.20;Oprichten werktuigenberging;Bouwvergunning Oprichten werktuigenberging  Gasthuiswaard 1 4931PD Geertruidenberg 20-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten werktuigenberging;NL 0779;2010;K50771752;7,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8390-02;G025-1983;Gasthuiswaard;4931PD; Gasthuiswaard 1 Geertruidenberg; Gasthuiswaard;1;;Gasthuiswaard 1;4931PD;25;1983;NL-0779-830025;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten werktuigenberging  Gasthuiswaard 1 4931PD Geertruidenberg 20-4-1983;1983.04.20;Oprichten werktuigenberging;Bouwvergunning Oprichten werktuigenberging  Gasthuiswaard 1 4931PD Geertruidenberg 20-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten werktuigenberging;NL 0779;2010;K50771752;18,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8391-01;G026-1983;Rozendaelstraat;4931RE;Ambrosius Rozendaelstraat 36 Geertruidenberg;Ambrosius Rozendaelstraat;36;Ambrosius;Ambrosius Rozendaelstraat 36;4931RE;26;1983;NL-0779-830026;Beschikking;Bouwvergunning Beschikking Oprichten volière Ambrosius Rozendaelstraat 36 4931RE Geertruidenberg 20-4-1983;1983.04.20;Oprichten volière;Bouwvergunning Oprichten volière Ambrosius Rozendaelstraat 36 4931RE Geertruidenberg 20-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten volière;NL 0779;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8391-02;G026-1983;Rozendaelstraat;4931RE;Ambrosius Rozendaelstraat 36 Geertruidenberg;Ambrosius Rozendaelstraat;36;Ambrosius;Ambrosius Rozendaelstraat 36;4931RE;26;1983;NL-0779-830026;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten volière Ambrosius Rozendaelstraat 36 4931RE Geertruidenberg 20-4-1983;1983.04.20;Oprichten volière;Bouwvergunning Oprichten volière Ambrosius Rozendaelstraat 36 4931RE Geertruidenberg 20-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten volière;NL 0779;2010;K50771752;0,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8392-01;G027-1983;Venestraat;4931BN; Venestraat 61 Geertruidenberg; Venestraat;61;;Venestraat 61;4931BN;27;1983;NL-0779-830027;Beschikking;Bouwvergunning Beschikking Oprichten garage  Venestraat 61 4931BN Geertruidenberg 20-4-1983;1983.04.20;Oprichten garage;Bouwvergunning Oprichten garage  Venestraat 61 4931BN Geertruidenberg 20-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten garage;NL 0779;2010;K50771752;4,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8392-02;G027-1983;Venestraat;4931BN; Venestraat 61 Geertruidenberg; Venestraat;61;;Venestraat 61;4931BN;27;1983;NL-0779-830027;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten garage  Venestraat 61 4931BN Geertruidenberg 20-4-1983;1983.04.20;Oprichten garage;Bouwvergunning Oprichten garage  Venestraat 61 4931BN Geertruidenberg 20-4-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten garage;NL 0779;2010;K50771752;12,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8393-01;G028-1983;IJpelaarstraat;4931RX;Pieter van IJpelaarstraat 86 Geertruidenberg;Pieter van IJpelaarstraat;86;Pieter van;Pieter van IJpelaarstraat 86;4931RX;28;1983;NL-0779-830028;Beschikking;Bouwvergunning Beschikking Oprichten erfafscheiding Pieter van IJpelaarstraat 86 4931RX Geertruidenberg 25-5-1983;1983.05.25;Oprichten erfafscheiding;Bouwvergunning Oprichten erfafscheiding Pieter van IJpelaarstraat 86 4931RX Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten erfafscheiding;NL 0779;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8393-02;G028-1983;IJpelaarstraat;4931RX;Pieter van IJpelaarstraat 86 Geertruidenberg;Pieter van IJpelaarstraat;86;Pieter van;Pieter van IJpelaarstraat 86;4931RX;28;1983;NL-0779-830028;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten erfafscheiding Pieter van IJpelaarstraat 86 4931RX Geertruidenberg 25-5-1983;1983.05.25;Oprichten erfafscheiding;Bouwvergunning Oprichten erfafscheiding Pieter van IJpelaarstraat 86 4931RX Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten erfafscheiding;NL 0779;2010;K50771752;2,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8394-01;G029-1983;IJpelaarstraat;4931RX;Pieter van IJpelaarstraat 56 Geertruidenberg;Pieter van IJpelaarstraat;56;Pieter van;Pieter van IJpelaarstraat 56;4931RX;29;1983;NL-0779-830029;Beschikking;Bouwvergunning Beschikking Plaatsen tochtsluis achtergevel woning Pieter van IJpelaarstraat 56 4931RX Geertruidenberg 25-5-1983;1983.05.25;Plaatsen tochtsluis achtergevel woning;Bouwvergunning Plaatsen tochtsluis achtergevel woning Pieter van IJpelaarstraat 56 4931RX Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen tochtsluis achtergevel woning;NL 0779;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8394-02;G029-1983;IJpelaarstraat;4931RX;Pieter van IJpelaarstraat 56 Geertruidenberg;Pieter van IJpelaarstraat;56;Pieter van;Pieter van IJpelaarstraat 56;4931RX;29;1983;NL-0779-830029;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen tochtsluis achtergevel woning Pieter van IJpelaarstraat 56 4931RX Geertruidenberg 25-5-1983;1983.05.25;Plaatsen tochtsluis achtergevel woning;Bouwvergunning Plaatsen tochtsluis achtergevel woning Pieter van IJpelaarstraat 56 4931RX Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen tochtsluis achtergevel woning;NL 0779;2010;K50771752;9,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8395-01;G030-1983;Zuidwal;; Zuidwal  Geertruidenberg; Zuidwal;;;Zuidwal;;30;1983;NL-0779-830030;Beschikking;Bouwvergunning Beschikking Oprichten garage - berging  Zuidwal   Geertruidenberg 25-5-1983;1983.05.25;Oprichten garage - berging;Bouwvergunning Oprichten garage - berging  Zuidwal   Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten garage - berging;NL 0779;2010;K50771752;4,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8395-02;G030-1983;Zuidwal;; Zuidwal  Geertruidenberg; Zuidwal;;;Zuidwal;;30;1983;NL-0779-830030;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten garage - berging  Zuidwal   Geertruidenberg 25-5-1983;1983.05.25;Oprichten garage - berging;Bouwvergunning Oprichten garage - berging  Zuidwal   Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten garage - berging;NL 0779;2010;K50771752;6,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8396-01;G031-1983;Markt;4931BS; Markt 18 Geertruidenberg; Markt;18;;Markt 18;4931BS;31;1983;NL-0779-830031;Beschikking;Bouwvergunning Beschikking Restaureren pand  Markt 18 4931BS Geertruidenberg 25-5-1983;1983.05.25;Restaureren pand;Bouwvergunning Restaureren pand  Markt 18 4931BS Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Restaureren pand;NL 0779;2010;K50771752;8,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8396-02;G031-1983;Markt;4931BS; Markt 18 Geertruidenberg; Markt;18;;Markt 18;4931BS;31;1983;NL-0779-830031;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Restaureren pand  Markt 18 4931BS Geertruidenberg 25-5-1983;1983.05.25;Restaureren pand;Bouwvergunning Restaureren pand  Markt 18 4931BS Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Restaureren pand;NL 0779;2010;K50771752;57,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8396-03;G031-1983;Markt;4931BS; Markt 18 Geertruidenberg; Markt;18;;Markt 18;4931BS;31;1983;NL-0779-830031;Overige documenten;Bouwvergunning Overige documenten Restaureren pand  Markt 18 4931BS Geertruidenberg 25-5-1983;1983.05.25;Restaureren pand;Bouwvergunning Restaureren pand  Markt 18 4931BS Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Restaureren pand;NL 0779;2010;K50771752;0,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8397-01;G032-1983;Venestraat;4931BM; Venestraat 11 Geertruidenberg; Venestraat;11;;Venestraat 11;4931BM;32;1983;NL-0779-830032;Beschikking;Bouwvergunning Beschikking Restaureren woning  Venestraat 11 4931BM Geertruidenberg 25-5-1983;1983.05.25;Restaureren woning;Bouwvergunning Restaureren woning  Venestraat 11 4931BM Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Restaureren woning;NL 0779;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8397-02;G032-1983;Venestraat;4931BM; Venestraat 11 Geertruidenberg; Venestraat;11;;Venestraat 11;4931BM;32;1983;NL-0779-830032;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Restaureren woning  Venestraat 11 4931BM Geertruidenberg 25-5-1983;1983.05.25;Restaureren woning;Bouwvergunning Restaureren woning  Venestraat 11 4931BM Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Restaureren woning;NL 0779;2010;K50771752;45,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8397-03;G032-1983;Venestraat;4931BM; Venestraat 11 Geertruidenberg; Venestraat;11;;Venestraat 11;4931BM;32;1983;NL-0779-830032;Overige documenten;Bouwvergunning Overige documenten Restaureren woning  Venestraat 11 4931BM Geertruidenberg 25-5-1983;1983.05.25;Restaureren woning;Bouwvergunning Restaureren woning  Venestraat 11 4931BM Geertruidenberg 25-5-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Restaureren woning;NL 0779;2010;K50771752;30,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8398-01;G033-1983;Vollevensstraat;4931VC; Vollevensstraat 17 Geertruidenberg; Vollevensstraat;17;;Vollevensstraat 17;4931VC;33;1983;NL-0779-830033;Beschikking;Bouwvergunning Beschikking Uitbreiden en wijzigen woning  Vollevensstraat 17 4931VC Geertruidenberg 1-6-1983;1983.06.01;Uitbreiden en wijzigen woning;Bouwvergunning Uitbreiden en wijzigen woning  Vollevensstraat 17 4931VC Geertruidenberg 1-6-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden en wijzigen woning;NL 0779;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8398-02;G033-1983;Vollevensstraat;4931VC; Vollevensstraat 17 Geertruidenberg; Vollevensstraat;17;;Vollevensstraat 17;4931VC;33;1983;NL-0779-830033;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden en wijzigen woning  Vollevensstraat 17 4931VC Geertruidenberg 1-6-1983;1983.06.01;Uitbreiden en wijzigen woning;Bouwvergunning Uitbreiden en wijzigen woning  Vollevensstraat 17 4931VC Geertruidenberg 1-6-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden en wijzigen woning;NL 0779;2010;K50771752;5,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8398-03;G033-1983;Vollevensstraat;4931VC; Vollevensstraat 17 Geertruidenberg; Vollevensstraat;17;;Vollevensstraat 17;4931VC;33;1983;NL-0779-830033;Overige documenten;Bouwvergunning Overige documenten Uitbreiden en wijzigen woning  Vollevensstraat 17 4931VC Geertruidenberg 1-6-1983;1983.06.01;Uitbreiden en wijzigen woning;Bouwvergunning Uitbreiden en wijzigen woning  Vollevensstraat 17 4931VC Geertruidenberg 1-6-1983;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Uitbreiden en wijzigen woning;NL 0779;2010;K50771752;0,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
