Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-8067-01;G002-1979;Buitenvest;4931CH; Buitenvest 30 Geertruidenberg; Buitenvest;30;;Buitenvest 30;4931CH;2;1979;NL-0779-790002;Beschikking;Bouwvergunning Beschikking Oprichten hobbyruimte  Buitenvest 30 4931CH Geertruidenberg 16-1-1979;1979.01.16;Oprichten hobbyruimte;Bouwvergunning Oprichten hobbyruimte  Buitenvest 30 4931CH Geertruidenberg 16-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten hobbyruimte;NL 0779;2010;K50771752;5,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8067-02;G002-1979;Buitenvest;4931CH; Buitenvest 30 Geertruidenberg; Buitenvest;30;;Buitenvest 30;4931CH;2;1979;NL-0779-790002;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten hobbyruimte  Buitenvest 30 4931CH Geertruidenberg 16-1-1979;1979.01.16;Oprichten hobbyruimte;Bouwvergunning Oprichten hobbyruimte  Buitenvest 30 4931CH Geertruidenberg 16-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten hobbyruimte;NL 0779;2010;K50771752;7,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8067-03;G002-1979;Buitenvest;4931CH; Buitenvest 30 Geertruidenberg; Buitenvest;30;;Buitenvest 30;4931CH;2;1979;NL-0779-790002;Overige documenten;Bouwvergunning Overige documenten Oprichten hobbyruimte  Buitenvest 30 4931CH Geertruidenberg 16-1-1979;1979.01.16;Oprichten hobbyruimte;Bouwvergunning Oprichten hobbyruimte  Buitenvest 30 4931CH Geertruidenberg 16-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Oprichten hobbyruimte;NL 0779;2010;K50771752;3,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8068-01;G003-1979;V Laan;4931HD;Karel V Laan 26 Geertruidenberg;Karel V Laan;26;Karel;Karel V Laan 26;4931HD;3;1979;NL-0779-790003;Beschikking;Bouwvergunning Beschikking Vergroten bestaande berging achtererf woning Karel V Laan 26 4931HD Geertruidenberg 24-1-1979;1979.01.24;Vergroten bestaande berging achtererf woning;Bouwvergunning Vergroten bestaande berging achtererf woning Karel V Laan 26 4931HD Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten bestaande berging achtererf woning;NL 0779;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8068-02;G003-1979;V Laan;4931HD;Karel V Laan 26 Geertruidenberg;Karel V Laan;26;Karel;Karel V Laan 26;4931HD;3;1979;NL-0779-790003;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten bestaande berging achtererf woning Karel V Laan 26 4931HD Geertruidenberg 24-1-1979;1979.01.24;Vergroten bestaande berging achtererf woning;Bouwvergunning Vergroten bestaande berging achtererf woning Karel V Laan 26 4931HD Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten bestaande berging achtererf woning;NL 0779;2010;K50771752;10,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8069-01;G004-1979;Venestraat;4931BP; Venestraat 10 Geertruidenberg; Venestraat;10;;Venestraat 10;4931BP;4;1979;NL-0779-790004;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Venestraat 10 4931BP Geertruidenberg 24-1-1979;1979.01.24;Verbouwen woning;Bouwvergunning Verbouwen woning  Venestraat 10 4931BP Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0779;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8069-02;G004-1979;Venestraat;4931BP; Venestraat 10 Geertruidenberg; Venestraat;10;;Venestraat 10;4931BP;4;1979;NL-0779-790004;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Venestraat 10 4931BP Geertruidenberg 24-1-1979;1979.01.24;Verbouwen woning;Bouwvergunning Verbouwen woning  Venestraat 10 4931BP Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0779;2010;K50771752;24,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8070-01;G005-1979;Dulderpark ;4931HH; Dulderpark  12 Geertruidenberg; Dulderpark ;12;;Dulderpark 12;4931HH;5;1979;NL-0779-790005;Beschikking;Bouwvergunning Beschikking Vergroten woning  Dulderpark  12 4931HH Geertruidenberg 24-1-1979;1979.01.24;Vergroten woning;Bouwvergunning Vergroten woning  Dulderpark  12 4931HH Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten woning;NL 0779;2010;K50771752;4,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8070-02;G005-1979;Dulderpark ;4931HH; Dulderpark  12 Geertruidenberg; Dulderpark ;12;;Dulderpark 12;4931HH;5;1979;NL-0779-790005;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten woning  Dulderpark  12 4931HH Geertruidenberg 24-1-1979;1979.01.24;Vergroten woning;Bouwvergunning Vergroten woning  Dulderpark  12 4931HH Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten woning;NL 0779;2010;K50771752;7,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8071-01;G006-1979;Brandestraat;4931AV; Brandestraat 29 Geertruidenberg; Brandestraat;29;;Brandestraat 29;4931AV;6;1979;NL-0779-790006;Beschikking;Bouwvergunning Beschikking Gedeeltelijk vernieuwen en veranderen woonhuis  Brandestraat 29 4931AV Geertruidenberg 24-1-1979;1979.01.24;Gedeeltelijk vernieuwen en veranderen woonhuis;Bouwvergunning Gedeeltelijk vernieuwen en veranderen woonhuis  Brandestraat 29 4931AV Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Gedeeltelijk vernieuwen en veranderen woonhuis;NL 0779;2010;K50771752;6,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8071-02;G006-1979;Brandestraat;4931AV; Brandestraat 29 Geertruidenberg; Brandestraat;29;;Brandestraat 29;4931AV;6;1979;NL-0779-790006;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Gedeeltelijk vernieuwen en veranderen woonhuis  Brandestraat 29 4931AV Geertruidenberg 24-1-1979;1979.01.24;Gedeeltelijk vernieuwen en veranderen woonhuis;Bouwvergunning Gedeeltelijk vernieuwen en veranderen woonhuis  Brandestraat 29 4931AV Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Gedeeltelijk vernieuwen en veranderen woonhuis;NL 0779;2010;K50771752;51,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8071-03;G006-1979;Brandestraat;4931AV; Brandestraat 29 Geertruidenberg; Brandestraat;29;;Brandestraat 29;4931AV;6;1979;NL-0779-790006;Overige documenten;Bouwvergunning Overige documenten Gedeeltelijk vernieuwen en veranderen woonhuis  Brandestraat 29 4931AV Geertruidenberg 24-1-1979;1979.01.24;Gedeeltelijk vernieuwen en veranderen woonhuis;Bouwvergunning Gedeeltelijk vernieuwen en veranderen woonhuis  Brandestraat 29 4931AV Geertruidenberg 24-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Gedeeltelijk vernieuwen en veranderen woonhuis;NL 0779;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8072-01;G007-1979;Ravelijn;4931VR; Ravelijn 139 Geertruidenberg; Ravelijn;139;;Ravelijn 139;4931VR;7;1979;NL-0779-790007;Beschikking;Bouwvergunning Beschikking Plaatsen dakkapel achterdakvlak woning  Ravelijn 139 4931VR Geertruidenberg 30-1-1979;1979.01.30;Plaatsen dakkapel achterdakvlak woning;Bouwvergunning Plaatsen dakkapel achterdakvlak woning  Ravelijn 139 4931VR Geertruidenberg 30-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen dakkapel achterdakvlak woning;NL 0779;2010;K50771752;5,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8072-02;G007-1979;Ravelijn;4931VR; Ravelijn 139 Geertruidenberg; Ravelijn;139;;Ravelijn 139;4931VR;7;1979;NL-0779-790007;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen dakkapel achterdakvlak woning  Ravelijn 139 4931VR Geertruidenberg 30-1-1979;1979.01.30;Plaatsen dakkapel achterdakvlak woning;Bouwvergunning Plaatsen dakkapel achterdakvlak woning  Ravelijn 139 4931VR Geertruidenberg 30-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen dakkapel achterdakvlak woning;NL 0779;2010;K50771752;12,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8073-01;G008-1979;Venestraat;4931BM; Venestraat 9 Geertruidenberg; Venestraat;9;;Venestraat 9;4931BM;8;1979;NL-0779-790008;Beschikking;Bouwvergunning Beschikking Verbouwen pand  Venestraat 9 4931BM Geertruidenberg 30-1-1979;1979.01.30;Verbouwen pand;Bouwvergunning Verbouwen pand  Venestraat 9 4931BM Geertruidenberg 30-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen pand;NL 0779;2010;K50771752;5,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8073-02;G008-1979;Venestraat;4931BM; Venestraat 9 Geertruidenberg; Venestraat;9;;Venestraat 9;4931BM;8;1979;NL-0779-790008;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen pand  Venestraat 9 4931BM Geertruidenberg 30-1-1979;1979.01.30;Verbouwen pand;Bouwvergunning Verbouwen pand  Venestraat 9 4931BM Geertruidenberg 30-1-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen pand;NL 0779;2010;K50771752;64,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8074-01;G009-1979;Duivenvoordelaan;4931HP;van Duivenvoordelaan 39 Geertruidenberg;van Duivenvoordelaan;39;van;van Duivenvoordelaan 39;4931HP;9;1979;NL-0779-790009;Beschikking;Bouwvergunning Beschikking Plaatsen dakkapel achterdakvlak woning van Duivenvoordelaan 39 4931HP Geertruidenberg 13-2-1979;1979.02.13;Plaatsen dakkapel achterdakvlak woning;Bouwvergunning Plaatsen dakkapel achterdakvlak woning van Duivenvoordelaan 39 4931HP Geertruidenberg 13-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen dakkapel achterdakvlak woning;NL 0779;2010;K50771752;4,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8074-02;G009-1979;Duivenvoordelaan;4931HP;van Duivenvoordelaan 39 Geertruidenberg;van Duivenvoordelaan;39;van;van Duivenvoordelaan 39;4931HP;9;1979;NL-0779-790009;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen dakkapel achterdakvlak woning van Duivenvoordelaan 39 4931HP Geertruidenberg 13-2-1979;1979.02.13;Plaatsen dakkapel achterdakvlak woning;Bouwvergunning Plaatsen dakkapel achterdakvlak woning van Duivenvoordelaan 39 4931HP Geertruidenberg 13-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen dakkapel achterdakvlak woning;NL 0779;2010;K50771752;12,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8075-01;G010-1979;Julianastraat;4931CW; Julianastraat 1 Geertruidenberg; Julianastraat;1;;Julianastraat 1;4931CW;10;1979;NL-0779-790010;Beschikking;Bouwvergunning Beschikking Vergroten garage / berging  Julianastraat 1 4931CW Geertruidenberg 13-2-1979;1979.02.13;Vergroten garage / berging;Bouwvergunning Vergroten garage / berging  Julianastraat 1 4931CW Geertruidenberg 13-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten garage / berging;NL 0779;2010;K50771752;6,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8075-02;G010-1979;Julianastraat;4931CW; Julianastraat 1 Geertruidenberg; Julianastraat;1;;Julianastraat 1;4931CW;10;1979;NL-0779-790010;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten garage / berging  Julianastraat 1 4931CW Geertruidenberg 13-2-1979;1979.02.13;Vergroten garage / berging;Bouwvergunning Vergroten garage / berging  Julianastraat 1 4931CW Geertruidenberg 13-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten garage / berging;NL 0779;2010;K50771752;10,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8076-01;G011-1979;Emiliastraat;4931GC; Emiliastraat 1 Geertruidenberg; Emiliastraat;1;;Emiliastraat 1;4931GC;11;1979;NL-0779-790011;Beschikking;Bouwvergunning Beschikking Vergroten schuur achtererf woning  Emiliastraat 1 4931GC Geertruidenberg 20-2-1979;1979.02.20;Vergroten schuur achtererf woning;Bouwvergunning Vergroten schuur achtererf woning  Emiliastraat 1 4931GC Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten schuur achtererf woning;NL 0779;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8076-02;G011-1979;Emiliastraat;4931GC; Emiliastraat 1 Geertruidenberg; Emiliastraat;1;;Emiliastraat 1;4931GC;11;1979;NL-0779-790011;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten schuur achtererf woning  Emiliastraat 1 4931GC Geertruidenberg 20-2-1979;1979.02.20;Vergroten schuur achtererf woning;Bouwvergunning Vergroten schuur achtererf woning  Emiliastraat 1 4931GC Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten schuur achtererf woning;NL 0779;2010;K50771752;29,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8077-01;G012-1979;Haven;4931AG; Haven 113 Geertruidenberg; Haven;113;;Haven 113;4931AG;12;1979;NL-0779-790012;Beschikking;Bouwvergunning Beschikking Herbouwen pand  Haven 113 4931AG Geertruidenberg 20-2-1979;1979.02.20;Herbouwen pand;Bouwvergunning Herbouwen pand  Haven 113 4931AG Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen pand;NL 0779;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8077-02;G012-1979;Haven;4931AG; Haven 113 Geertruidenberg; Haven;113;;Haven 113;4931AG;12;1979;NL-0779-790012;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen pand  Haven 113 4931AG Geertruidenberg 20-2-1979;1979.02.20;Herbouwen pand;Bouwvergunning Herbouwen pand  Haven 113 4931AG Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen pand;NL 0779;2010;K50771752;11,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8077-03;G012-1979;Haven;4931AG; Haven 113 Geertruidenberg; Haven;113;;Haven 113;4931AG;12;1979;NL-0779-790012;Overige documenten;Bouwvergunning Overige documenten Herbouwen pand  Haven 113 4931AG Geertruidenberg 20-2-1979;1979.02.20;Herbouwen pand;Bouwvergunning Herbouwen pand  Haven 113 4931AG Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Herbouwen pand;NL 0779;2010;K50771752;0,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8078-01;G013-1979;V Laan;4931HD;Karel V Laan 24 Geertruidenberg;Karel V Laan;24;Karel;Karel V Laan 24;4931HD;13;1979;NL-0779-790013;Beschikking;Bouwvergunning Beschikking Veranderen voorgevelkozijn Karel V Laan 24 4931HD Geertruidenberg 20-2-1979;1979.02.20;Veranderen voorgevelkozijn;Bouwvergunning Veranderen voorgevelkozijn Karel V Laan 24 4931HD Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Veranderen voorgevelkozijn;NL 0779;2010;K50771752;2,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8078-02;G013-1979;V Laan;4931HD;Karel V Laan 24 Geertruidenberg;Karel V Laan;24;Karel;Karel V Laan 24;4931HD;13;1979;NL-0779-790013;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Veranderen voorgevelkozijn Karel V Laan 24 4931HD Geertruidenberg 20-2-1979;1979.02.20;Veranderen voorgevelkozijn;Bouwvergunning Veranderen voorgevelkozijn Karel V Laan 24 4931HD Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Veranderen voorgevelkozijn;NL 0779;2010;K50771752;2,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8079-01;G014-1979;Stadsweg;4931EE; Stadsweg 30 Geertruidenberg; Stadsweg;30;;Stadsweg 30;4931EE;14;1979;NL-0779-790014;Beschikking;Bouwvergunning Beschikking Veranderen voorgevelkozijn  Stadsweg 30 4931EE Geertruidenberg 20-2-1979;1979.02.20;Veranderen voorgevelkozijn;Bouwvergunning Veranderen voorgevelkozijn  Stadsweg 30 4931EE Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Veranderen voorgevelkozijn;NL 0779;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8079-02;G014-1979;Stadsweg;4931EE; Stadsweg 30 Geertruidenberg; Stadsweg;30;;Stadsweg 30;4931EE;14;1979;NL-0779-790014;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Veranderen voorgevelkozijn  Stadsweg 30 4931EE Geertruidenberg 20-2-1979;1979.02.20;Veranderen voorgevelkozijn;Bouwvergunning Veranderen voorgevelkozijn  Stadsweg 30 4931EE Geertruidenberg 20-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Veranderen voorgevelkozijn;NL 0779;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8080-01;G015-1979;Zuidwal;4931BW; Zuidwal 9 Geertruidenberg; Zuidwal;9;;Zuidwal 9;4931BW;15;1979;NL-0779-790015;Beschikking;Bouwvergunning Beschikking Oprichten woning  Zuidwal 9  Geertruidenberg 28-2-1979;1979.02.28;Oprichten woning;Bouwvergunning Oprichten woning  Zuidwal 9  Geertruidenberg 28-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten woning;NL 0779;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
GDB-8080-02;G015-1979;Zuidwal;4931BW; Zuidwal 9 Geertruidenberg; Zuidwal;9;;Zuidwal 9;4931BW;15;1979;NL-0779-790015;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten woning  Zuidwal 9  Geertruidenberg 28-2-1979;1979.02.28;Oprichten woning;Bouwvergunning Oprichten woning  Zuidwal 9  Geertruidenberg 28-2-1979;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten woning;NL 0779;2010;K50771752;73,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;
