Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-4137-01;BR011-1985;Block;4941HZ;het Block 51 Raamsdonksveer;het Block;51;Het;het Block 51;4941HZ;11;1985;NL-0834-850011;Beschikking;Bouwvergunning Beschikking Bouw 8 eengezinswoningen het Block 51 4941HZ Raamsdonksveer 28-1-1985;1985.01.28;Bouw 8 eengezinswoningen;Bouwvergunning Bouw 8 eengezinswoningen het Block 51 4941HZ Raamsdonksveer 28-1-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 8 eengezinswoningen;NL 0834;2010;K50771752;0,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4137-02;BR011-1985;Block;4941HZ;het Block 51 Raamsdonksveer;het Block;51;Het;het Block 51;4941HZ;11;1985;NL-0834-850011;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 8 eengezinswoningen het Block 51 4941HZ Raamsdonksveer 28-1-1985;1985.01.28;Bouw 8 eengezinswoningen;Bouwvergunning Bouw 8 eengezinswoningen het Block 51 4941HZ Raamsdonksveer 28-1-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 8 eengezinswoningen;NL 0834;2010;K50771752;54,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4138-01;BR012-1985;Sandoel;4941DT; Sandoel 5 -7  Raamsdonksveer; Sandoel;5 t/m 7 ;;Sandoel 42556;4941DT;12;1985;NL-0834-850012;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Sandoel 5 t/m 7  Raamsdonksveer 5-2-1985;1985.02.05;Verbouwen woning;Bouwvergunning Verbouwen woning  Sandoel 5 t/m 7  Raamsdonksveer 5-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4138-02;BR012-1985;Sandoel;4941DT; Sandoel 5 -7  Raamsdonksveer; Sandoel;5 t/m 7 ;;Sandoel 42556;4941DT;12;1985;NL-0834-850012;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Sandoel 5 t/m 7  Raamsdonksveer 5-2-1985;1985.02.05;Verbouwen woning;Bouwvergunning Verbouwen woning  Sandoel 5 t/7   Raamsdonksveer 5-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;25,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4139-01;BR013-1985;Benraatshoef;4941TM; Benraatshoef 38 Raamsdonksveer; Benraatshoef;38;;Benraatshoef 38;4941TM;13;1985;NL-0834-850013;Beschikking;Bouwvergunning Beschikking Veranderen garage tot hobbyruimte  Benraatshoef 38 4941TM Raamsdonksveer 5-2-1985;1985.02.05;Veranderen garage tot hobbyruimte;Bouwvergunning Veranderen garage tot hobbyruimte  Benraatshoef 38 4941TM Raamsdonksveer 5-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Veranderen garage tot hobbyruimte;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4139-02;BR013-1985;Benraatshoef;4941TM; Benraatshoef 38 Raamsdonksveer; Benraatshoef;38;;Benraatshoef 38;4941TM;13;1985;NL-0834-850013;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Veranderen garage tot hobbyruimte  Benraatshoef 38 4941TM Raamsdonksveer 5-2-1985;1985.02.05;Veranderen garage tot hobbyruimte;Bouwvergunning Veranderen garage tot hobbyruimte  Benraatshoef 38 4941TM Raamsdonksveer 5-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Veranderen garage tot hobbyruimte;NL 0834;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4140-01;BR014-1985;Schansstraat;4944AE; Schansstraat 17 Raamsdonk; Schansstraat;17;;Schansstraat 17;4944AE;14;1985;NL-0834-850014;Beschikking;Bouwvergunning Beschikking Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand  Schansstraat 17 4944AE Raamsdonk 11-2-1985;1985.02.11;Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand;Bouwvergunning Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand  Schansstraat 17 4944AE Raamsdonk 11-2-1985;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand;NL 0834;2010;K50771752;3,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4140-02;BR014-1985;Schansstraat;4944AE; Schansstraat 17 Raamsdonk; Schansstraat;17;;Schansstraat 17;4944AE;14;1985;NL-0834-850014;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand  Schansstraat 17 4944AE Raamsdonk 11-2-1985;1985.02.11;Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand;Bouwvergunning Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand  Schansstraat 17 4944AE Raamsdonk 11-2-1985;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand;NL 0834;2010;K50771752;71,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4140-03;BR014-1985;Schansstraat;4944AE; Schansstraat 17 Raamsdonk; Schansstraat;17;;Schansstraat 17;4944AE;14;1985;NL-0834-850014;Overige documenten;Bouwvergunning Overige documenten Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand  Schansstraat 17 4944AE Raamsdonk 11-2-1985;1985.02.11;Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand;Bouwvergunning Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand  Schansstraat 17 4944AE Raamsdonk 11-2-1985;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Gedeeltelijk veranderen van en aanbrengen luifel aan kantoorpand;NL 0834;2010;K50771752;1,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4141-01;BR015-1985;Loddersweer;4942AG; Loddersweer 48 Raamsdonksveer; Loddersweer;48;;Loddersweer 48;4942AG;15;1985;NL-0834-850015;Beschikking;Bouwvergunning Beschikking Plaatsen erfafscheiding  Loddersweer 48 4942AG Raamsdonksveer 11-2-1985;1985.02.11;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Loddersweer 48 4942AG Raamsdonksveer 11-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen erfafscheiding;NL 0834;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4141-02;BR015-1985;Loddersweer;4942AG; Loddersweer 48 Raamsdonksveer; Loddersweer;48;;Loddersweer 48;4942AG;15;1985;NL-0834-850015;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen erfafscheiding  Loddersweer 48 4942AG Raamsdonksveer 11-2-1985;1985.02.11;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Loddersweer 48 4942AG Raamsdonksveer 11-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen erfafscheiding;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4142-01;BR016-1985;Notarisstraat;4944VL; Notarisstraat 4 Raamsdonk; Notarisstraat;4;;Notarisstraat 4;4944VL;16;1985;NL-0834-850016;Beschikking;Bouwvergunning Beschikking Vergroten schuur  Notarisstraat 4 4944VL Raamsdonk 11-2-1985;1985.02.11;Vergroten schuur;Bouwvergunning Vergroten schuur  Notarisstraat 4 4944VL Raamsdonk 11-2-1985;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten schuur;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4142-02;BR016-1985;Notarisstraat;4944VL; Notarisstraat 4 Raamsdonk; Notarisstraat;4;;Notarisstraat 4;4944VL;16;1985;NL-0834-850016;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten schuur  Notarisstraat 4 4944VL Raamsdonk 11-2-1985;1985.02.11;Vergroten schuur;Bouwvergunning Vergroten schuur  Notarisstraat 4 4944VL Raamsdonk 11-2-1985;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten schuur;NL 0834;2010;K50771752;8,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4143-01;BR017-1985;Blokvang;4942BP; Blokvang 2 t/m 14 Raamsdonksveer; Blokvang;2 t/m 14;;Blokvang 2 t/m 14;4942BP;17;1985;NL-0834-850017;Beschikking;Bouwvergunning Beschikking Bouw 7 eengezinswoningen  Blokvang 2 t/m 14  Raamsdonksveer 11-2-1985;1985.02.11;Bouw 7 eengezinswoningen;Bouwvergunning Bouw 7 eengezinswoningen  Blokvang 2 t/m 14  Raamsdonksveer 11-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 7 eengezinswoningen;NL 0834;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4143-02;BR017-1985;Blokvang;4942BP; Blokvang 2 t/m 14 Raamsdonksveer; Blokvang;2 t/m 14;;Blokvang 2 t/m 14;4942BP;17;1985;NL-0834-850017;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 7 eengezinswoningen  Blokvang 2 t/m 14  Raamsdonksveer 11-2-1985;1985.02.11;Bouw 7 eengezinswoningen;Bouwvergunning Bouw 7 eengezinswoningen  Blokvang 2 t/m 14  Raamsdonksveer 11-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 7 eengezinswoningen;NL 0834;2010;K50771752;122,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4143-03;BR017-1985;Blokvang;4942BP; Blokvang 2 t/m 14 Raamsdonksveer; Blokvang;2 t/m 14;;Blokvang 2 t/m 14;4942BP;17;1985;NL-0834-850017;Overige documenten;Bouwvergunning Overige documenten Bouw 7 eengezinswoningen  Blokvang 2 t/m 14  Raamsdonksveer 11-2-1985;1985.02.11;Bouw 7 eengezinswoningen;Bouwvergunning Bouw 7 eengezinswoningen  Blokvang 2 t/m 14  Raamsdonksveer 11-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 7 eengezinswoningen;NL 0834;2010;K50771752;13,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4144-01;BR018-1985;Krabbescheer;4941VW; Krabbescheer 4 Raamsdonksveer; Krabbescheer;4;;Krabbescheer 4;4941VW;18;1985;NL-0834-850018;Beschikking;Bouwvergunning Beschikking Vergroten kantoorruimte  Krabbescheer 4 4941VW Raamsdonksveer 20-2-1985;1985.02.20;Vergroten kantoorruimte;Bouwvergunning Vergroten kantoorruimte  Krabbescheer 4 4941VW Raamsdonksveer 20-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten kantoorruimte;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4144-02;BR018-1985;Krabbescheer;4941VW; Krabbescheer 4 Raamsdonksveer; Krabbescheer;4;;Krabbescheer 4;4941VW;18;1985;NL-0834-850018;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten kantoorruimte  Krabbescheer 4 4941VW Raamsdonksveer 20-2-1985;1985.02.20;Vergroten kantoorruimte;Bouwvergunning Vergroten kantoorruimte  Krabbescheer 4 4941VW Raamsdonksveer 20-2-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten kantoorruimte;NL 0834;2010;K50771752;14,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4146-01;BR020-1985;Varenstraat;4941XG; Varenstraat 18 Raamsdonksveer; Varenstraat;18;;Varenstraat 18;4941XG;20;1985;NL-0834-850020;Beschikking;Bouwvergunning Beschikking Vergroten woning  Varenstraat 18 4941XG Raamsdonksveer 4-3-1985;1985.03.04;Vergroten woning;Bouwvergunning Vergroten woning  Varenstraat 18 4941XG Raamsdonksveer 4-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten woning;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4146-02;BR020-1985;Varenstraat;4941XG; Varenstraat 18 Raamsdonksveer; Varenstraat;18;;Varenstraat 18;4941XG;20;1985;NL-0834-850020;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten woning  Varenstraat 18 4941XG Raamsdonksveer 4-3-1985;1985.03.04;Vergroten woning;Bouwvergunning Vergroten woning  Varenstraat 18 4941XG Raamsdonksveer 4-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten woning;NL 0834;2010;K50771752;13,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4146-03;BR020-1985;Varenstraat;4941XG; Varenstraat 18 Raamsdonksveer; Varenstraat;18;;Varenstraat 18;4941XG;20;1985;NL-0834-850020;Overige documenten;Bouwvergunning Overige documenten Vergroten woning  Varenstraat 18 4941XG Raamsdonksveer 4-3-1985;1985.03.04;Vergroten woning;Bouwvergunning Vergroten woning  Varenstraat 18 4941XG Raamsdonksveer 4-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Vergroten woning;NL 0834;2010;K50771752;2,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4147-01;BR021-1985;Loddersweer;4942AG; Loddersweer 50 Raamsdonksveer; Loddersweer;50;;Loddersweer 50;4942AG;21;1985;NL-0834-850021;Beschikking;Bouwvergunning Beschikking Vergroten garage  Loddersweer 50 4942AG Raamsdonksveer 11-3-1985;1985.03.11;Vergroten garage;Bouwvergunning Vergroten garage  Loddersweer 50 4942AG Raamsdonksveer 11-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten garage;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4147-02;BR021-1985;Loddersweer;4942AG; Loddersweer 50 Raamsdonksveer; Loddersweer;50;;Loddersweer 50;4942AG;21;1985;NL-0834-850021;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten garage  Loddersweer 50 4942AG Raamsdonksveer 11-3-1985;1985.03.11;Vergroten garage;Bouwvergunning Vergroten garage  Loddersweer 50 4942AG Raamsdonksveer 11-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten garage;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4148-01;BR022-1985;Hameldonk;4942CK; Hameldonk 19 Raamsdonksveer; Hameldonk;19;;Hameldonk 19;4942CK;22;1985;NL-0834-850022;Beschikking;Bouwvergunning Beschikking Vergroten bestaande berging  Hameldonk 19 4942CK Raamsdonksveer 11-3-1985;1985.03.11;Vergroten bestaande berging;Bouwvergunning Vergroten bestaande berging  Hameldonk 19 4942CK Raamsdonksveer 11-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten bestaande berging;NL 0834;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4148-02;BR022-1985;Hameldonk;4942CK; Hameldonk 19 Raamsdonksveer; Hameldonk;19;;Hameldonk 19;4942CK;22;1985;NL-0834-850022;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten bestaande berging  Hameldonk 19 4942CK Raamsdonksveer 11-3-1985;1985.03.11;Vergroten bestaande berging;Bouwvergunning Vergroten bestaande berging  Hameldonk 19 4942CK Raamsdonksveer 11-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten bestaande berging;NL 0834;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4149-01;BR023-1985;Lindonklaan;4942BK; Lindonklaan 69-73 Raamsdonksveer; Lindonklaan;69-73;;Lindonklaan 69-73;4942BK;23;1985;NL-0834-850023;Beschikking;Bouwvergunning Beschikking Bouw 3 woningen  Lindonklaan 69-73  Raamsdonksveer 18-3-1985;1985.03.18;Bouw 3 woningen;Bouwvergunning Bouw 3 woningen  Lindonklaan 69-73  Raamsdonksveer 18-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 3 woningen;NL 0834;2010;K50771752;6,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4149-02;BR023-1985;Lindonklaan;4942BK; Lindonklaan 69-73 Raamsdonksveer; Lindonklaan;69-73;;Lindonklaan 69-73;4942BK;23;1985;NL-0834-850023;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 3 woningen  Lindonklaan 69-73  Raamsdonksveer 18-3-1985;1985.03.18;Bouw 3 woningen;Bouwvergunning Bouw 3 woningen  Lindonklaan 69-73  Raamsdonksveer 18-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 3 woningen;NL 0834;2010;K50771752;28,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4149-03;BR023-1985;Lindonklaan;4942BK; Lindonklaan 69-73 Raamsdonksveer; Lindonklaan;69-73;;Lindonklaan 69-73;4942BK;23;1985;NL-0834-850023;Overige documenten;Bouwvergunning Overige documenten Bouw 3 woningen  Lindonklaan 69-73  Raamsdonksveer 18-3-1985;1985.03.18;Bouw 3 woningen;Bouwvergunning Bouw 3 woningen  Lindonklaan 69-73  Raamsdonksveer 18-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 3 woningen;NL 0834;2010;K50771752;11,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4150-01;BR025-1985;Bachplein;4941AC; Bachplein 9 Raamsdonksveer; Bachplein;9;;Bachplein 9;4941AC;25;1985;NL-0834-850025;Beschikking;Bouwvergunning Beschikking Veranderen schoolgebouw  Bachplein 9 4941AC Raamsdonksveer 18-3-1985;1985.03.18;Veranderen schoolgebouw;Bouwvergunning Veranderen schoolgebouw  Bachplein 9 4941AC Raamsdonksveer 18-3-1985;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Veranderen schoolgebouw;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
