Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-5421-03;BR046-1993;Weegbree;4941VT; Weegbree 29 t/m 33 Raamsdonksveer; Weegbree;29 t/m 33;;Weegbree 29 t/m 33;4941VT;46;1993;NL-0834-930046;Overige documenten;Bouwvergunning Overige documenten Uitbreiden bedrijfspand  Weegbree 29-33  Raamsdonksveer 26-3-1993;1993.03.26;Uitbreiden bedrijfspand;Bouwvergunning Uitbreiden bedrijfspand  Weegbree 29-33  Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Uitbreiden bedrijfspand;NL 0834;2010;K50771752;52,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5422-01;BR047-1993;Brasem;4941SE; Brasem 28 Raamsdonksveer; Brasem;28;;Brasem 28;4941SE;47;1993;NL-0834-930047;Beschikking;Bouwvergunning Beschikking Oprichten bedrijfspand met woning  Brasem 28 4941SE Raamsdonksveer 26-3-1993;1993.03.26;Oprichten bedrijfspand met woning;Bouwvergunning Oprichten bedrijfspand met woning  Brasem 28 4941SE Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten bedrijfspand met woning;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5422-02;BR047-1993;Brasem;4941SE; Brasem 28 Raamsdonksveer; Brasem;28;;Brasem 28;4941SE;47;1993;NL-0834-930047;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten bedrijfspand met woning  Brasem 28 4941SE Raamsdonksveer 26-3-1993;1993.03.26;Oprichten bedrijfspand met woning;Bouwvergunning Oprichten bedrijfspand met woning  Brasem 28 4941SE Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten bedrijfspand met woning;NL 0834;2010;K50771752;176,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5422-03;BR047-1993;Brasem;4941SE; Brasem 28 Raamsdonksveer; Brasem;28;;Brasem 28;4941SE;47;1993;NL-0834-930047;Overige documenten;Bouwvergunning Overige documenten Oprichten bedrijfspand met woning  Brasem 28 4941SE Raamsdonksveer 26-3-1993;1993.03.26;Oprichten bedrijfspand met woning;Bouwvergunning Oprichten bedrijfspand met woning  Brasem 28 4941SE Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Oprichten bedrijfspand met woning;NL 0834;2010;K50771752;144,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5423-01;BR048-1993;Sandoel;4941DW; Sandoel 16 Raamsdonksveer; Sandoel;16;;Sandoel 16;4941DW;48;1993;NL-0834-930048;Beschikking;Bouwvergunning Beschikking Vergroten woning  Sandoel 16 4941DW Raamsdonksveer 26-3-1993;1993.03.26;Vergroten woning;Bouwvergunning Vergroten woning  Sandoel 16 4941DW Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten woning;NL 0834;2010;K50771752;3,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5423-02;BR048-1993;Sandoel;4941DW; Sandoel 16 Raamsdonksveer; Sandoel;16;;Sandoel 16;4941DW;48;1993;NL-0834-930048;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten woning  Sandoel 16 4941DW Raamsdonksveer 26-3-1993;1993.03.26;Vergroten woning;Bouwvergunning Vergroten woning  Sandoel 16 4941DW Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten woning;NL 0834;2010;K50771752;2,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5424-01;BR049-1993;Julianalaan;4941JA; Julianalaan 5b Raamsdonksveer; Julianalaan;5b;;Julianalaan 5b;4941JA;49;1993;NL-0834-930049;Beschikking;Bouwvergunning Beschikking Plaatsen 2 dakkapellen  Julianalaan 5b 4941JA Raamsdonksveer 26-3-1993;1993.03.26;Plaatsen 2 dakkapellen;Bouwvergunning Plaatsen 2 dakkapellen  Julianalaan 5b 4941JA Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen 2 dakkapellen;NL 0834;2010;K50771752;5,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5424-02;BR049-1993;Julianalaan;4941JA; Julianalaan 5b Raamsdonksveer; Julianalaan;5b;;Julianalaan 5b;4941JA;49;1993;NL-0834-930049;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen 2 dakkapellen  Julianalaan 5b 4941JA Raamsdonksveer 26-3-1993;1993.03.26;Plaatsen 2 dakkapellen;Bouwvergunning Plaatsen 2 dakkapellen  Julianalaan 5b 4941JA Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen 2 dakkapellen;NL 0834;2010;K50771752;9,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5425-01;BR050-1993;Broekstraat;4944XJ;Lange Broekstraat 2 Raamsdonk;Lange Broekstraat;2;Lange;Lange Broekstraat 2;4944XJ;50;1993;NL-0834-930050;Beschikking;Bouwvergunning Beschikking Wijzigen garage Lange Broekstraat 2 4944XJ Raamsdonk 26-3-1993;1993.03.26;Wijzigen garage;Bouwvergunning Wijzigen garage Lange Broekstraat 2 4944XJ Raamsdonk 26-3-1993;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Wijzigen garage;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5425-02;BR050-1993;Broekstraat;4944XJ;Lange Broekstraat 2 Raamsdonk;Lange Broekstraat;2;Lange;Lange Broekstraat 2;4944XJ;50;1993;NL-0834-930050;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Wijzigen garage Lange Broekstraat 2 4944XJ Raamsdonk 26-3-1993;1993.03.26;Wijzigen garage;Bouwvergunning Wijzigen garage Lange Broekstraat 2 4944XJ Raamsdonk 26-3-1993;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Wijzigen garage;NL 0834;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5426-01;BR051-1993;Block;4941HZ;Het Block 43 Raamsdonksveer;Het Block;43;Het;Het Block 43;4941HZ;51;1993;NL-0834-930051;Beschikking;Bouwvergunning Beschikking Oprichten garage / berging  Het Block 43 4941HZ Raamsdonksveer 26-3-1993;1993.03.26;Oprichten garage / berging ;Bouwvergunning Oprichten garage / berging  Het Block 43 4941HZ Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten garage / berging ;NL 0834;2010;K50771752;3,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5426-02;BR051-1993;Block;4941HZ;Het Block 43 Raamsdonksveer;Het Block;43;Het;Het Block 43;4941HZ;51;1993;NL-0834-930051;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten garage / berging  Het Block 43 4941HZ Raamsdonksveer 26-3-1993;1993.03.26;Oprichten garage / berging ;Bouwvergunning Oprichten garage / berging  Het Block 43 4941HZ Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten garage / berging ;NL 0834;2010;K50771752;7,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5427-01;BR052-1993;Maasdijk;4941GB; Maasdijk 18 Raamsdonksveer; Maasdijk;18;;Maasdijk 18;4941GB;52;1993;NL-0834-930052;Beschikking;Bouwvergunning Beschikking Vernieuwen garage  Maasdijk 18 4941GB Raamsdonksveer 26-3-1993;1993.03.26;Vernieuwen garage;Bouwvergunning Vernieuwen garage  Maasdijk 18 4941GB Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen garage;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5427-02;BR052-1993;Maasdijk;4941GB; Maasdijk 18 Raamsdonksveer; Maasdijk;18;;Maasdijk 18;4941GB;52;1993;NL-0834-930052;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vernieuwen garage  Maasdijk 18 4941GB Raamsdonksveer 26-3-1993;1993.03.26;Vernieuwen garage;Bouwvergunning Vernieuwen garage  Maasdijk 18 4941GB Raamsdonksveer 26-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vernieuwen garage;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5428-01;BR053-1993;Maasdijk;4941GB; Maasdijk 6 Raamsdonksveer; Maasdijk;6;;Maasdijk 6;4941GB;53;1993;NL-0834-930053;Beschikking;Bouwvergunning Beschikking Wijzigen voorgevel  Maasdijk 6 4941GB Raamsdonksveer 31-3-1993;1993.03.31;Wijzigen voorgevel;Bouwvergunning Wijzigen voorgevel  Maasdijk 6 4941GB Raamsdonksveer 31-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Wijzigen voorgevel;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5428-02;BR053-1993;Maasdijk;4941GB; Maasdijk 6 Raamsdonksveer; Maasdijk;6;;Maasdijk 6;4941GB;53;1993;NL-0834-930053;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Wijzigen voorgevel  Maasdijk 6 4941GB Raamsdonksveer 31-3-1993;1993.03.31;Wijzigen voorgevel;Bouwvergunning Wijzigen voorgevel  Maasdijk 6 4941GB Raamsdonksveer 31-3-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Wijzigen voorgevel;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5429-01;BR054-1993;Sluisakker;4944 BW; Sluisakker 28 Raamsdonk; Sluisakker;28;;Sluisakker 28;4944BW;54;1993;NL-0834-930054;Beschikking;Bouwvergunning Beschikking Oprichten woning  Sluisakker   Raamsdonk 2-4-1993;1993.04.02;Oprichten woning;Bouwvergunning Oprichten woning  Sluisakker   Raamsdonk 2-4-1993;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten woning;NL 0834;2010;K50771752;10,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5429-02;BR054-1993;Sluisakker;4945 BW; Sluisakker 28 Raamsdonk; Sluisakker;28;;Sluisakker 28;4944BW;54;1993;NL-0834-930054;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten woning  Sluisakker   Raamsdonk 2-4-1993;1993.04.02;Oprichten woning;Bouwvergunning Oprichten woning  Sluisakker   Raamsdonk 2-4-1993;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten woning;NL 0834;2010;K50771752;24,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5429-03;BR054-1993;Sluisakker;4946 BW; Sluisakker 28 Raamsdonk; Sluisakker;28;;Sluisakker 28;4944BW;54;1993;NL-0834-930054;Overige documenten;Bouwvergunning Overige documenten Oprichten woning  Sluisakker   Raamsdonk 2-4-1993;1993.04.02;Oprichten woning;Bouwvergunning Oprichten woning  Sluisakker   Raamsdonk 2-4-1993;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Oprichten woning;NL 0834;2010;K50771752;34,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5430-01;BR055-1993;Pijperhof;4941WR; Pijperhof 3 Raamsdonksveer; Pijperhof;3;;Pijperhof 3;4941WR;55;1993;NL-0834-930055;Beschikking;Bouwvergunning Beschikking Plaatsen serre  Pijperhof 3 4941WR Raamsdonksveer 5-4-1993;1993.04.05;Plaatsen serre;Bouwvergunning Plaatsen serre  Pijperhof 3 4941WR Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen serre;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5430-02;BR055-1993;Pijperhof;4941WR; Pijperhof 3 Raamsdonksveer; Pijperhof;3;;Pijperhof 3;4941WR;55;1993;NL-0834-930055;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen serre  Pijperhof 3 4941WR Raamsdonksveer 5-4-1993;1993.04.05;Plaatsen serre;Bouwvergunning Plaatsen serre  Pijperhof 3 4941WR Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen serre;NL 0834;2010;K50771752;6,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5431-01;BR056-1993;Gravenhof;4944VM; Gravenhof 12 Raamsdonk; Gravenhof;12;;Gravenhof 12;4944VM;56;1993;NL-0834-930056;Beschikking;Bouwvergunning Beschikking Plaatsen bijkeuken  Gravenhof 12 4944VM Raamsdonk 5-4-1993;1993.04.05;Plaatsen bijkeuken;Bouwvergunning Plaatsen bijkeuken  Gravenhof 12 4944VM Raamsdonk 5-4-1993;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen bijkeuken;NL 0834;2010;K50771752;4,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5431-02;BR056-1993;Gravenhof;4944VM; Gravenhof 12 Raamsdonk; Gravenhof;12;;Gravenhof 12;4944VM;56;1993;NL-0834-930056;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen bijkeuken  Gravenhof 12 4944VM Raamsdonk 5-4-1993;1993.04.05;Plaatsen bijkeuken;Bouwvergunning Plaatsen bijkeuken  Gravenhof 12 4944VM Raamsdonk 5-4-1993;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen bijkeuken;NL 0834;2010;K50771752;6,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5432-01;BR057-1993;Haven;4931AH; Haven 40 Raamsdonksveer; Haven;40;;Haven 40;4931AH;57;1993;NL-0834-930057;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Haven 40 4931AH Raamsdonksveer 5-4-1993;1993.04.05;Verbouwen woning;Bouwvergunning Verbouwen woning  Haven 40 4931AH Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;5,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5432-02;BR057-1993;Haven;4931AH; Haven 40 Raamsdonksveer; Haven;40;;Haven 40;4931AH;57;1993;NL-0834-930057;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Haven 40 4931AH Raamsdonksveer 5-4-1993;1993.04.05;Verbouwen woning;Bouwvergunning Verbouwen woning  Haven 40 4931AH Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;19,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5432-03;BR057-1993;Haven;4931AH; Haven 40 Raamsdonksveer; Haven;40;;Haven 40;4931AH;57;1993;NL-0834-930057;Overige documenten;Bouwvergunning Overige documenten Verbouwen woning  Haven 40 4931AH Raamsdonksveer 5-4-1993;1993.04.05;Verbouwen woning;Bouwvergunning Verbouwen woning  Haven 40 4931AH Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Verbouwen woning;NL 0834;2010;K50771752;24,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5433-01;BR058-1993;Gijselsweer;4942AJ; Gijselsweer 8 Raamsdonksveer; Gijselsweer;8;;Gijselsweer 8;4942AJ;58;1993;NL-0834-930058;Beschikking;Bouwvergunning Beschikking Plaatsen garage  Gijselsweer 8 4942AJ Raamsdonksveer 5-4-1993;1993.04.05;Plaatsen garage;Bouwvergunning Plaatsen garage  Gijselsweer 8 4942AJ Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen garage;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5433-02;BR058-1993;Gijselsweer;4942AJ; Gijselsweer 8 Raamsdonksveer; Gijselsweer;8;;Gijselsweer 8;4942AJ;58;1993;NL-0834-930058;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen garage  Gijselsweer 8 4942AJ Raamsdonksveer 5-4-1993;1993.04.05;Plaatsen garage;Bouwvergunning Plaatsen garage  Gijselsweer 8 4942AJ Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen garage;NL 0834;2010;K50771752;10,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5433-03;BR058-1993;Gijselsweer;4942AJ; Gijselsweer 8 Raamsdonksveer; Gijselsweer;8;;Gijselsweer 8;4942AJ;58;1993;NL-0834-930058;Overige documenten;Bouwvergunning Overige documenten Plaatsen garage  Gijselsweer 8 4942AJ Raamsdonksveer 5-4-1993;1993.04.05;Plaatsen garage;Bouwvergunning Plaatsen garage  Gijselsweer 8 4942AJ Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Plaatsen garage;NL 0834;2010;K50771752;0,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5434-01;BR059-1993;Groenstraat;4941HA; Groenstraat 29 Raamsdonksveer; Groenstraat;29;;Groenstraat 29;4941HA;59;1993;NL-0834-930059;Beschikking;Bouwvergunning Beschikking Plaatsen garage / berging  Groenstraat 29 4941HA Raamsdonksveer 5-4-1993;1993.04.05;Plaatsen garage / berging;Bouwvergunning Plaatsen garage / berging  Groenstraat 29 4941HA Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen garage / berging;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5434-02;BR059-1993;Groenstraat;4941HA; Groenstraat 29 Raamsdonksveer; Groenstraat;29;;Groenstraat 29;4941HA;59;1993;NL-0834-930059;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen garage / berging  Groenstraat 29 4941HA Raamsdonksveer 5-4-1993;1993.04.05;Plaatsen garage / berging;Bouwvergunning Plaatsen garage / berging  Groenstraat 29 4941HA Raamsdonksveer 5-4-1993;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen garage / berging;NL 0834;2010;K50771752;8,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.07;Record;Archief ;;;;Niet vertrouwelijk 
