Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-2689-02;BR111-1975;Broekstraat;4944XH;Lange Broekstraat 23 Raamsdonk;Lange Broekstraat;23;Lange;Lange Broekstraat 23;4944XH;111;1975;NL-0834-750111;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen pand Lange Broekstraat 23 4944XH Raamsdonk 2-7-1975;1975.07.02;Verbouwen pand;Bouwvergunning Verbouwen pand Lange Broekstraat 23 4944XH Raamsdonk 2-7-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen pand;NL 0834;2010;K50771752;138,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2690-01;BR111a-1975;Vijfhoevenlaan;4941BE; Vijfhoevenlaan 47 Raamsdonksveer; Vijfhoevenlaan;47;;Vijfhoevenlaan 47;4941BE;111a;1975;NL-0834-750111a;Beschikking;Bouwvergunning Beschikking Verbouwen berging tot garage en maken poortje in erfafscheiding  Vijfhoevenlaan 47 4941BE Raamsdonksveer 18-6-1975;1975.06.18;Verbouwen berging tot garage en maken poortje in erfafscheiding;Bouwvergunning Verbouwen berging tot garage en maken poortje in erfafscheiding  Vijfhoevenlaan 47 4941BE Raamsdonksveer 18-6-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen berging tot garage en maken poortje in erfafscheiding;NL 0834;2010;K50771752;4,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2690-02;BR111a-1975;Vijfhoevenlaan;4941BE; Vijfhoevenlaan 47 Raamsdonksveer; Vijfhoevenlaan;47;;Vijfhoevenlaan 47;4941BE;111a;1975;NL-0834-750111a;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen berging tot garage en maken poortje in erfafscheiding  Vijfhoevenlaan 47 4941BE Raamsdonksveer 18-6-1975;1975.06.18;Verbouwen berging tot garage en maken poortje in erfafscheiding;Bouwvergunning Verbouwen berging tot garage en maken poortje in erfafscheiding  Vijfhoevenlaan 47 4941BE Raamsdonksveer 18-6-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen berging tot garage en maken poortje in erfafscheiding;NL 0834;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2691-01;BR112-1975;Vorstersstraat;; Vorstersstraat  Raamsdonk; Vorstersstraat;;;Vorstersstraat;;112;1975;NL-0834-750112;Beschikking;Bouwvergunning Beschikking Bouw 2 woningen met garages  Vorstersstraat   Raamsdonk 2-7-1975;1975.07.02;Bouw 2 woningen met garages;Bouwvergunning Bouw 2 woningen met garages  Vorstersstraat   Raamsdonk 2-7-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 2 woningen met garages;NL 0834;2010;K50771752;5,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2691-02;BR112-1975;Vorstersstraat;; Vorstersstraat  Raamsdonk; Vorstersstraat;;;Vorstersstraat;;112;1975;NL-0834-750112;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 2 woningen met garages  Vorstersstraat   Raamsdonk 2-7-1975;1975.07.02;Bouw 2 woningen met garages;Bouwvergunning Bouw 2 woningen met garages  Vorstersstraat   Raamsdonk 2-7-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 2 woningen met garages;NL 0834;2010;K50771752;56,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2691-03;BR112-1975;Vorstersstraat;; Vorstersstraat  Raamsdonk; Vorstersstraat;;;Vorstersstraat;;112;1975;NL-0834-750112;Overige documenten;Bouwvergunning Overige documenten Bouw 2 woningen met garages  Vorstersstraat   Raamsdonk 2-7-1975;1975.07.02;Bouw 2 woningen met garages;Bouwvergunning Bouw 2 woningen met garages  Vorstersstraat   Raamsdonk 2-7-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 2 woningen met garages;NL 0834;2010;K50771752;12,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2692-01;BR113-1975;Smijershof;; Smijershof  Raamsdonksveer; Smijershof;;;Smijershof;;113;1975;NL-0834-750113;Beschikking;Bouwvergunning Beschikking Bouw bungalow met garage  Smijershof   Raamsdonksveer 16-7-1975;1975.07.16;Bouw bungalow met garage;Bouwvergunning Bouw bungalow met garage  Smijershof   Raamsdonksveer 16-7-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bungalow met garage;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2692-02;BR113-1975;Smijershof;; Smijershof  Raamsdonksveer; Smijershof;;;Smijershof;;113;1975;NL-0834-750113;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bungalow met garage  Smijershof   Raamsdonksveer 16-7-1975;1975.07.16;Bouw bungalow met garage;Bouwvergunning Bouw bungalow met garage  Smijershof   Raamsdonksveer 16-7-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bungalow met garage;NL 0834;2010;K50771752;93,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2692-03;BR113-1975;Smijershof;; Smijershof  Raamsdonksveer; Smijershof;;;Smijershof;;113;1975;NL-0834-750113;Overige documenten;Bouwvergunning Overige documenten Bouw bungalow met garage  Smijershof   Raamsdonksveer 16-7-1975;1975.07.16;Bouw bungalow met garage;Bouwvergunning Bouw bungalow met garage  Smijershof   Raamsdonksveer 16-7-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw bungalow met garage;NL 0834;2010;K50771752;21,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2693-01;BR113a-1975;Heemraadsingel;4944VC; Heemraadsingel 5 Raamsdonk; Heemraadsingel;5;;Heemraadsingel 5;4944VC;113a;1975;NL-0834-750113a;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Heemraadsingel 5 4944VC Raamsdonk 29-1-1975;1975.01.29;Verbouwen woning;Bouwvergunning Verbouwen woning  Heemraadsingel 5 4944VC Raamsdonk 29-1-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;4,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2693-02;BR113a-1975;Heemraadsingel;4944VC; Heemraadsingel 5 Raamsdonk; Heemraadsingel;5;;Heemraadsingel 5;4944VC;113a;1975;NL-0834-750113a;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Heemraadsingel 5 4944VC Raamsdonk 29-1-1975;1975.01.29;Verbouwen woning;Bouwvergunning Verbouwen woning  Heemraadsingel 5 4944VC Raamsdonk 29-1-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;26,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2694-01;BR114-1975;Julianalaan;4941JG; Julianalaan 122 Raamsdonksveer; Julianalaan;122;;Julianalaan 122;4941JG;114;1975;NL-0834-750114;Beschikking;Bouwvergunning Beschikking Bouw garage  Julianalaan 122 4941JG Raamsdonksveer 16-7-1975;1975.07.16;Bouw garage;Bouwvergunning Bouw garage  Julianalaan 122 4941JG Raamsdonksveer 16-7-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2694-02;BR114-1975;Julianalaan;4941JG; Julianalaan 122 Raamsdonksveer; Julianalaan;122;;Julianalaan 122;4941JG;114;1975;NL-0834-750114;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage  Julianalaan 122 4941JG Raamsdonksveer 16-7-1975;1975.07.16;Bouw garage;Bouwvergunning Bouw garage  Julianalaan 122 4941JG Raamsdonksveer 16-7-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;10,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2695-01;BR114a-1975;Bernhardstraat;4941GH;Prins Bernhardstraat 11 Raamsdonksveer;Prins Bernhardstraat;11;Prins;Prins Bernhardstraat 11;4941GH;114a;1975;NL-0834-750114a;Beschikking;Bouwvergunning Beschikking Verbouwen woning Prins Bernhardstraat 11 4941GH Raamsdonksveer 29-1-1975;1975.01.29;Verbouwen woning;Bouwvergunning Verbouwen woning Prins Bernhardstraat 11 4941GH Raamsdonksveer 29-1-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2695-02;BR114a-1975;Bernhardstraat;4941GH;Prins Bernhardstraat 11 Raamsdonksveer;Prins Bernhardstraat;11;Prins;Prins Bernhardstraat 11;4941GH;114a;1975;NL-0834-750114a;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning Prins Bernhardstraat 11 4941GH Raamsdonksveer 29-1-1975;1975.01.29;Verbouwen woning;Bouwvergunning Verbouwen woning Prins Bernhardstraat 11 4941GH Raamsdonksveer 29-1-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;72,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2696-01;BR935-1975;Mozartlaan;;Mozartlaan Raamsdonksveer;Mozartlaan;;;Mozartlaan;;935;1975;NL-0834-750935;Beschikking;Bouwvergunning beschikking  bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;1975.07.16;bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;Bouwvergunning bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2696-02;BR935-1975;Mozartlaan ;;Mozartlaan Raamsdonksveer;Mozartlaan;;;Mozartlaan;;935;1975;NL-0834-750935;tekening (technisch);Bouwvergunning tekening  bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;1975.07.16;bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;Bouwvergunning bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2696-03;BR935-1975;mozartlaan;;Mozartlaan Raamsdonksveer;mozartlaan;;;Mozartlaan;;935;1975;NL-0834-750935;overige documenten;Bouwvergunning overige documenten  bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;1975.07.16;bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;Bouwvergunning bouwen woning Mozartlaan Raamsdonksveer  16-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2697-01;BR115-1975;Sandoel;4941DW;Sandoel 10a Raamsdonksveer;Sandoel;10a;;Sandoel;4941DW;115;1975;NL-0834-750115;Beschikking;Bouwvergunning beschikking  bouwen kantine aan Sandoel 10a Raamsdonksveer  15-01-1975;1975.01.15;bouwen kantine aan Sandoel 10a Raamsdonksveer  15-01-1975;Bouwvergunning bouwen kantine aan Sandoel 10a Raamsdonksveer  15-Bouwvergunning 01-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2697-02;BR115-1975;Sandoel;4941DW;Sandoel 10a Raamsdonksveer;Sandoel;10a;;Sandoel;4941DW;115;1975;NL-0834-750115;tekening (technisch);Bouwvergunning tekening  bouwen kantine aan Sandoel 10a Raamsdonksveer  15-01-1975;1975.01.15;bouwen kantine aan Sandoel 10a Raamsdonksveer  15-01-1975;Bouwvergunning bouwen kantine aan Sandoel 10a Raamsdonksveer  15-01-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2697-03;BR115-1975;Sandoel;4941DW;Sandoel 10a Raamsdonksveer;Sandoel;10a;;sandoel;4941DW;115;1975;NL-0834-750115;overige documenten;Bouwvergunning overige documenten  bouwen kantine aan Sandoel 10a Raamsdonksveer  15-01-1975;1975.01.15;bouwen kantine aan Sandoel 10a Raamsdonksveer  15-01-1975;Bouwvergunning bouwen kantine aan Sandoel 10a Raamsdonksveer  15-01-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2698-01;BR116-1975;Keizersdijk;4941GD;Keizersdijk 51 Raamsdonksveer;Keizersdijk;51;;Keizersdijk;4941GD;116;1975;NL-0834-750116;Beschikking;Bouwvergunning beschikking  verbouwen winkel Keizersdijk 51  Raamsdonksveer 02-07-1975;1975.07.02;verbouwen winkel Keizersdijk 51  Raamsdonksveer 02-07-1975;Bouwvergunning verbouwen winkel Keizersdijk 51  Raamsdonksveer 02-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2698-02;BR116-1975;Keizersdijk;4941GD;Keizersdijk 51 Raamsdonksveer;Keizersdijk;51;;Keizersdijk;4941GD;116;1975;NL-0834-750116;tekening (technisch);Bouwvergunning tekening  verbouwen winkel Keizersdijk 51  Raamsdonksveer 02-07-1975;1975.07.02;verbouwen winkel Keizersdijk 51  Raamsdonksveer 02-07-1975;Bouwvergunning verbouwen winkel Keizersdijk 51  Raamsdonksveer 02-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2699-01;BR117-1975;Beethovenlaan;;Beethovenlaan  Raamsdonksveer;Beethovenlaan;;;Beethovenlaan;;117;1975;NL-0834-750117;Beschikking;Bouwvergunning beschikking  bouwen woonhuis Beethovenlaan   Raamsdonksveer 18-07-1975;1975.07.18;bouwen woonhuis Beethovenlaan   Raamsdonksveer 18-07-1975;Bouwvergunning bouwen woonhuis Beethovenlaan   Raamsdonksveer 18-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2699-02;BR117-1975;Beethovenlaan;;Beethovenlaan  Raamsdonksveer;Beethovenlaan;;;Beethovenlaan;;117;1975;NL-0834-750117;tekening (technisch);Bouwvergunning tekening  bouwen woonhuis Beethovenlaan   Raamsdonksveer 18-07-1975;1975.07.18;bouwen woonhuis Beethovenlaan   Raamsdonksveer 18-07-1975;Bouwvergunning bouwen woonhuis Beethovenlaan   Raamsdonksveer 18-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2700-01;BR118-1975;Boterpolderlaan;4941ZN;Boterpolderlaan 56 Raamsdonksveer;Boterpolderlaan;56;;Boterpolderlaan;4941ZN;118;1975;NL-0834-750118;Beschikking;Bouwvergunning beschikking  plaatsen berging Boterpolderlaan 56  Raamsdonksveer 18-07-1975;1975.07.18;plaatsen berging Boterpolderlaan 56  Raamsdonksveer 18-07-1975;Bouwvergunning plaatsen berging Boterpolderlaan 56  Raamsdonksveer 18-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2700-02;BR118-1975;Boterpolderlaan;4941ZN;Boterpolderlaan 56 Raamsdonksveer;Boterpolderlaan;56;;Boterpolderlaan;4941ZN;118;1975;NL-0834-750118;tekening (technisch);Bouwvergunning tekening  plaatsen berging Boterpolderlaan 56  Raamsdonksveer 18-07-1975;1975.07.18;plaatsen berging Boterpolderlaan 56  Raamsdonksveer 18-07-1975;Bouwvergunning plaatsen berging Boterpolderlaan 56  Raamsdonksveer 18-07-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2701-01;BR119-1975;Schansstraat;4944AH;Schansstraat 36 Raamsdonk ;Schansstraat;36;;Schansstraat;4944AH;119;1975;NL-0834-750119;Beschikking;Bouwvergunning beschikking  verbouwen woning met schuur Schansstraat 36 Raamsdonk 18-07-1975;1975.07.18;verbouwen woning met schuur Schansstraat 36 Raamsdonk 18-07-1975;Bouwvergunning verbouwen woning met schuur Schansstraat 36 Raamsdonk 18-07-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2701-02;BR119-1975;Schansstraat;4944AH;Schansstraat 36 Raamsdonk ;Schansstraat;36;;Schansstraat;4944AH;119;1975;NL-0834-750119;tekening (technisch);Bouwvergunning tekening  verbouwen woning met schuur Schansstraat 36 Raamsdonk 18-07-1975;1975.07.18;verbouwen woning met schuur Schansstraat 36 Raamsdonk 18-07-1975;Bouwvergunning verbouwen woning met schuur Schansstraat 36 Raamsdonk 18-07-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2702-01;BR120-1975;Schansstraat;4944AG; Schansstraat 51 Raamsdonk; Schansstraat;51;;Schansstraat 51;4944AG;120;1975;NL-0834-750120;Beschikking;Bouwvergunning Beschikking Bouw ligboxenstal   Schansstraat 51 4944AG Raamsdonk 16-7-1975;1975.07.16;Bouw ligboxenstal ;Bouwvergunning Bouw ligboxenstal   Schansstraat 51 4944AG Raamsdonk 16-7-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw ligboxenstal ;NL 0834;2010;K50771752;3,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
