Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-3227-01;BR011-1979;Kasteellaan;4941XM; Kasteellaan 41 Raamsdonksveer; Kasteellaan;41;;Kasteellaan 41;4941XM;11;1979;NL-0834-790011;Beschikking;Bouwvergunning Beschikking Aanbouw keuken, berging  Kasteellaan 41 4941XM Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw keuken, berging;Bouwvergunning Aanbouw keuken, berging  Kasteellaan 41 4941XM Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Aanbouw keuken, berging;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3227-02;BR011-1979;Kasteellaan;4941XM; Kasteellaan 41 Raamsdonksveer; Kasteellaan;41;;Kasteellaan 41;4941XM;11;1979;NL-0834-790011;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Aanbouw keuken, berging  Kasteellaan 41 4941XM Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw keuken, berging;Bouwvergunning Aanbouw keuken, berging  Kasteellaan 41 4941XM Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Aanbouw keuken, berging;NL 0834;2010;K50771752;8,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3227-03;BR011-1979;Kasteellaan;4941XM; Kasteellaan 41 Raamsdonksveer; Kasteellaan;41;;Kasteellaan 41;4941XM;11;1979;NL-0834-790011;Overige documenten;Bouwvergunning Overige documenten Aanbouw keuken, berging  Kasteellaan 41 4941XM Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw keuken, berging;Bouwvergunning Aanbouw keuken, berging  Kasteellaan 41 4941XM Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Aanbouw keuken, berging;NL 0834;2010;K50771752;1,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3228-01;BR012-1979;Lavendelstraat;4941BV; Lavendelstraat 18 Raamsdonksveer; Lavendelstraat;18;;Lavendelstraat 18;4941BV;12;1979;NL-0834-790012;Beschikking;Bouwvergunning Beschikking Aanbouw woonkamer  Lavendelstraat 18 4941BV Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw woonkamer;Bouwvergunning Aanbouw woonkamer  Lavendelstraat 18 4941BV Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Aanbouw woonkamer;NL 0834;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3228-02;BR012-1979;Lavendelstraat;4941BV; Lavendelstraat 18 Raamsdonksveer; Lavendelstraat;18;;Lavendelstraat 18;4941BV;12;1979;NL-0834-790012;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Aanbouw woonkamer  Lavendelstraat 18 4941BV Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw woonkamer;Bouwvergunning Aanbouw woonkamer  Lavendelstraat 18 4941BV Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Aanbouw woonkamer;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3229-01;BR013-1979;Rubensstraat;4941ZE; Rubensstraat 22 Raamsdonksveer; Rubensstraat;22;;Rubensstraat 22;4941ZE;13;1979;NL-0834-790013;Beschikking;Bouwvergunning Beschikking Aanbouw keuken, woonkamer  Rubensstraat 22 4941ZE Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw keuken, woonkamer;Bouwvergunning Aanbouw keuken, woonkamer  Rubensstraat 22 4941ZE Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Aanbouw keuken, woonkamer;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3229-02;BR013-1979;Rubensstraat;4941ZE; Rubensstraat 22 Raamsdonksveer; Rubensstraat;22;;Rubensstraat 22;4941ZE;13;1979;NL-0834-790013;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Aanbouw keuken, woonkamer  Rubensstraat 22 4941ZE Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw keuken, woonkamer;Bouwvergunning Aanbouw keuken, woonkamer  Rubensstraat 22 4941ZE Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Aanbouw keuken, woonkamer;NL 0834;2010;K50771752;7,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3229-03;BR013-1979;Rubensstraat;4941ZE; Rubensstraat 22 Raamsdonksveer; Rubensstraat;22;;Rubensstraat 22;4941ZE;13;1979;NL-0834-790013;Overige documenten;Bouwvergunning Overige documenten Aanbouw keuken, woonkamer  Rubensstraat 22 4941ZE Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw keuken, woonkamer;Bouwvergunning Aanbouw keuken, woonkamer  Rubensstraat 22 4941ZE Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Aanbouw keuken, woonkamer;NL 0834;2010;K50771752;2,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3230-01;BR014-1979;Stadhoudersplein;4944VN; Stadhoudersplein 3 Raamsdonk; Stadhoudersplein;3;;Stadhoudersplein 3;4944VN;14;1979;NL-0834-790014;Beschikking;Bouwvergunning Beschikking Aanbouw keuken  Stadhoudersplein 3 4944VN Raamsdonk 19-2-1979;1979.02.19;Aanbouw keuken;Bouwvergunning Aanbouw keuken  Stadhoudersplein 3 4944VN Raamsdonk 19-2-1979;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Aanbouw keuken;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3230-02;BR014-1979;Stadhoudersplein;4944VN; Stadhoudersplein 3 Raamsdonk; Stadhoudersplein;3;;Stadhoudersplein 3;4944VN;14;1979;NL-0834-790014;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Aanbouw keuken  Stadhoudersplein 3 4944VN Raamsdonk 19-2-1979;1979.02.19;Aanbouw keuken;Bouwvergunning Aanbouw keuken  Stadhoudersplein 3 4944VN Raamsdonk 19-2-1979;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Aanbouw keuken;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3231-01;BR015-1979;Oomestraat;4944AM;Cornelis Oomestraat 36 Raamsdonk;Cornelis Oomestraat;36;Cornelis;Cornelis Oomestraat 36;4944AM;15;1979;NL-0834-790015;Beschikking;Bouwvergunning Beschikking Bouw garage Cornelis Oomestraat 36 4944AM Raamsdonk 29-1-1979;1979.01.29;Bouw garage;Bouwvergunning Bouw garage Cornelis Oomestraat 36 4944AM Raamsdonk 29-1-1979;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3231-02;BR015-1979;Oomestraat;4944AM;Cornelis Oomestraat 36 Raamsdonk;Cornelis Oomestraat;36;Cornelis;Cornelis Oomestraat 36;4944AM;15;1979;NL-0834-790015;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage Cornelis Oomestraat 36 4944AM Raamsdonk 29-1-1979;1979.01.29;Bouw garage;Bouwvergunning Bouw garage Cornelis Oomestraat 36 4944AM Raamsdonk 29-1-1979;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;5,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3232-01;BR016-1979;Zandheuvel;4941KM; Zandheuvel 4 Raamsdonksveer; Zandheuvel;4;;Zandheuvel 4;4941KM;16;1979;NL-0834-790016;Beschikking;Bouwvergunning Beschikking Bouw serre  Zandheuvel 4 4941KM Raamsdonksveer 19-2-1979;1979.02.19;Bouw serre;Bouwvergunning Bouw serre  Zandheuvel 4 4941KM Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw serre;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3232-02;BR016-1979;Zandheuvel;4941KM; Zandheuvel 4 Raamsdonksveer; Zandheuvel;4;;Zandheuvel 4;4941KM;16;1979;NL-0834-790016;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw serre  Zandheuvel 4 4941KM Raamsdonksveer 19-2-1979;1979.02.19;Bouw serre;Bouwvergunning Bouw serre  Zandheuvel 4 4941KM Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw serre;NL 0834;2010;K50771752;7,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3233-01;BR017-1979;Berkenstraat;4941KV; Berkenstraat 20 Raamsdonksveer; Berkenstraat;20;;Berkenstraat 20;4941KV;17;1979;NL-0834-790017;Beschikking;Bouwvergunning Beschikking Aanbouw kelder en keuken  Berkenstraat 20 4941KV Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw kelder en keuken;Bouwvergunning Aanbouw kelder en keuken  Berkenstraat 20 4941KV Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Aanbouw kelder en keuken;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3233-02;BR017-1979;Berkenstraat;4941KV; Berkenstraat 20 Raamsdonksveer; Berkenstraat;20;;Berkenstraat 20;4941KV;17;1979;NL-0834-790017;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Aanbouw kelder en keuken  Berkenstraat 20 4941KV Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw kelder en keuken;Bouwvergunning Aanbouw kelder en keuken  Berkenstraat 20 4941KV Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Aanbouw kelder en keuken;NL 0834;2010;K50771752;9,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3233-03;BR017-1979;Berkenstraat;4941KV; Berkenstraat 20 Raamsdonksveer; Berkenstraat;20;;Berkenstraat 20;4941KV;17;1979;NL-0834-790017;Overige documenten;Bouwvergunning Overige documenten Aanbouw kelder en keuken  Berkenstraat 20 4941KV Raamsdonksveer 19-2-1979;1979.02.19;Aanbouw kelder en keuken;Bouwvergunning Aanbouw kelder en keuken  Berkenstraat 20 4941KV Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Aanbouw kelder en keuken;NL 0834;2010;K50771752;2,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3234-01;BR018-1979;Beatrixlaan;4941JH; Beatrixlaan 1 Raamsdonksveer; Beatrixlaan;1;;Beatrixlaan 1;4941JH;18;1979;NL-0834-790018;Beschikking;Bouwvergunning Beschikking Bouw bijkeuken  Beatrixlaan 1 4941JH Raamsdonksveer 5-3-1979;1979.03.05;Bouw bijkeuken;Bouwvergunning Bouw bijkeuken  Beatrixlaan 1 4941JH Raamsdonksveer 5-3-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bijkeuken;NL 0834;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3234-02;BR018-1979;Beatrixlaan;4941JH; Beatrixlaan 1 Raamsdonksveer; Beatrixlaan;1;;Beatrixlaan 1;4941JH;18;1979;NL-0834-790018;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bijkeuken  Beatrixlaan 1 4941JH Raamsdonksveer 5-3-1979;1979.03.05;Bouw bijkeuken;Bouwvergunning Bouw bijkeuken  Beatrixlaan 1 4941JH Raamsdonksveer 5-3-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bijkeuken;NL 0834;2010;K50771752;6,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3235-01;BR019-1979;Keizersdijk;4941GE; Keizersdijk 6 Raamsdonksveer; Keizersdijk;6;;Keizersdijk 6;4941GE;19;1979;NL-0834-790019;Beschikking;Bouwvergunning Beschikking Verbouwen horecabedrijf  Keizersdijk 6 4941GE Raamsdonksveer 29-1-1979;1979.01.29;Verbouwen horecabedrijf;Bouwvergunning Verbouwen horecabedrijf  Keizersdijk 6 4941GE Raamsdonksveer 29-1-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen horecabedrijf;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3235-02;BR019-1979;Keizersdijk;4941GE; Keizersdijk 6 Raamsdonksveer; Keizersdijk;6;;Keizersdijk 6;4941GE;19;1979;NL-0834-790019;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen horecabedrijf  Keizersdijk 6 4941GE Raamsdonksveer 29-1-1979;1979.01.29;Verbouwen horecabedrijf;Bouwvergunning Verbouwen horecabedrijf  Keizersdijk 6 4941GE Raamsdonksveer 29-1-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen horecabedrijf;NL 0834;2010;K50771752;10,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3235-03;BR019-1979;Keizersdijk;4941GE; Keizersdijk 6 Raamsdonksveer; Keizersdijk;6;;Keizersdijk 6;4941GE;19;1979;NL-0834-790019;Overige documenten;Bouwvergunning Overige documenten Verbouwen horecabedrijf  Keizersdijk 6 4941GE Raamsdonksveer 29-1-1979;1979.01.29;Verbouwen horecabedrijf;Bouwvergunning Verbouwen horecabedrijf  Keizersdijk 6 4941GE Raamsdonksveer 29-1-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Verbouwen horecabedrijf;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3236-01;BR020-1979;Landonk;4941BM; Landonk 8 Raamsdonksveer; Landonk;8;;Landonk 8;4941BM;20;1979;NL-0834-790020;Beschikking;Bouwvergunning Beschikking Bouw keuken, woonkamer en garage  Landonk 8 4941BM Raamsdonksveer 19-2-1979;1979.02.19;Bouw keuken, woonkamer en garage;Bouwvergunning Bouw keuken, woonkamer en garage  Landonk 8 4941BM Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw keuken, woonkamer en garage;NL 0834;2010;K50771752;4,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3236-02;BR020-1979;Landonk;4941BM; Landonk 8 Raamsdonksveer; Landonk;8;;Landonk 8;4941BM;20;1979;NL-0834-790020;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw keuken, woonkamer en garage  Landonk 8 4941BM Raamsdonksveer 19-2-1979;1979.02.19;Bouw keuken, woonkamer en garage;Bouwvergunning Bouw keuken, woonkamer en garage  Landonk 8 4941BM Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw keuken, woonkamer en garage;NL 0834;2010;K50771752;8,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3236-03;BR020-1979;Landonk;4941BM; Landonk 8 Raamsdonksveer; Landonk;8;;Landonk 8;4941BM;20;1979;NL-0834-790020;Overige documenten;Bouwvergunning Overige documenten Bouw keuken, woonkamer en garage  Landonk 8 4941BM Raamsdonksveer 19-2-1979;1979.02.19;Bouw keuken, woonkamer en garage;Bouwvergunning Bouw keuken, woonkamer en garage  Landonk 8 4941BM Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw keuken, woonkamer en garage;NL 0834;2010;K50771752;1,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3237-01;BR021-1979;Melkhaven;4944AN;Oude Melkhaven 2 Raamsdonk;Oude Melkhaven;2;Oude;Oude Melkhaven 2;4944AN;21;1979;NL-0834-790021;Beschikking;Bouwvergunning Beschikking Verbouwen woonwinkelpand ( aanbouw ) de Oude Melkhaven 2 4944AN Raamsdonk 15-1-1979;1979.01.15;Verbouwen woonwinkelpand ( aanbouw );Bouwvergunning Verbouwen woonwinkelpand ( aanbouw ) de Oude Melkhaven 2 4944AN Raamsdonk 15-1-1979;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woonwinkelpand ( aanbouw );NL 0834;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3237-02;BR021-1979;Melkhaven;4944AN;Oude Melkhaven 2 Raamsdonk; Oude Melkhaven;2;Oude;Oude Melkhaven 2;4944AN;21;1979;NL-0834-790021;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonwinkelpand ( aanbouw ) de Oude Melkhaven 2 4944AN Raamsdonk 15-1-1979;1979.01.15;Verbouwen woonwinkelpand ( aanbouw );Bouwvergunning Verbouwen woonwinkelpand ( aanbouw ) de Oude Melkhaven 2 4944AN Raamsdonk 15-1-1979;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonwinkelpand ( aanbouw );NL 0834;2010;K50771752;14,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3238-01;BR022-1979;Korenbloemstraat;4941BS; Korenbloemstraat 15 Raamsdonksveer; Korenbloemstraat;15;;Korenbloemstraat 15;4941BS;22;1979;NL-0834-790022;Beschikking;Bouwvergunning Beschikking Bouw keuken  Korenbloemstraat 15 4941BS Raamsdonksveer 19-2-1979;1979.02.19;Bouw keuken;Bouwvergunning Bouw keuken  Korenbloemstraat 15 4941BS Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw keuken;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-3238-02;BR022-1979;Korenbloemstraat;4941BS; Korenbloemstraat 15 Raamsdonksveer; Korenbloemstraat;15;;Korenbloemstraat 15;4941BS;22;1979;NL-0834-790022;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw keuken  Korenbloemstraat 15 4941BS Raamsdonksveer 19-2-1979;1979.02.19;Bouw keuken;Bouwvergunning Bouw keuken  Korenbloemstraat 15 4941BS Raamsdonksveer 19-2-1979;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw keuken;NL 0834;2010;K50771752;6,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
