Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;1993.01.07;NL-0834-931001;GDB-9248-01;GDB-9248-01
GDB-9263-01;;;4941 XR;Rijtselaan 38  Raamsdonksveer;;;;;;;;NL-0834-931016;Beschikking;Melding beschikking oprichten bijkeuken Rijtselaan 38  Raamsdonksveer 11-5-1993;1993.05.11;oprichten bijkeuken Rijtselaan 38  Raamsdonksveer 11-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;b209ef2118c5265660200056059e5a83991f8842;;SHA-1;Niet vertrouwelijk ;;1993.05.11;NL-0834-931016;GDB-9263-02;GDB-9263-02
GDB-9263-02;;;4941 XR;Rijtselaan 38 Raamsdonksveer;;;;;;;;NL-0834-931016;Tekening (technisch);Melding tekening oprichten bijkeuken Rijtselaan 38  Raamsdonksveer 11-5-1993;1993.05.11;oprichten bijkeuken Rijtselaan 38  Raamsdonksveer 11-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;83d91e94d53873cb147e4640b778ce067db79e05;;SHA-1;Niet vertrouwelijk ;;1993.05.11;NL-0834-931017;GDB-9264-01;GDB-9264-01
GDB-9264-01;;;4941 JP;Kloosterweg 1 Raamsdonksveer;;;;;;;;NL-0834-931017;Beschikking;Melding beschikking oprichten berging Kloosterweg 1 Raamsdonksveer 11-5-1993;1993.05.11;oprichten berging Kloosterweg 1 Raamsdonksveer 11-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;4884d4a3b6c708d99c86135b60787c5587723904;;SHA-1;Niet vertrouwelijk ;;1993.05.11;NL-0834-931017;GDB-9264-02;GDB-9264-02
GDB-9264-02;;;4941 JP;Kloosterweg 1  Raamsdonksveer;;;;;;;;NL-0834-931017;Tekening (technisch);Melding tekening oprichten berging Kloosterweg 1 Raamsdonksveer 11-5-1993;1993.05.11;oprichten berging Kloosterweg 1 Raamsdonksveer 11-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;1a040004565b2680dbb5526c642ab069caf36cac;;SHA-1;Niet vertrouwelijk ;;1993.05.17;NL-0834-931018;GDB-9265-01;GDB-9265-01
GDB-9265-01;;;4944 BZ ;Kuiperspolderke 43 Raamsdonk;;;;;;;;NL-0834-931018;Beschikking;Melding beschikking vergroten dakkapel Kuiperspolderke 43 Raamsdonk 17-5-1993;1993.05.17; vergroten dakkapel Kuiperspolderke 43 Raamsdonk 17-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;8fc8a3b9339bbd201c252fec2d5d92bd59dedb53;;SHA-1;Niet vertrouwelijk ;;1993.05.17;NL-0834-931018;GDB-9265-02;GDB-9265-02
GDB-9265-02;;;4944 BZ ;Kuiperspolderke 43 Raamsdonk;;;;;;;;NL-0834-931018;Tekening (technisch);Melding tekening vergroten dakkapel Kuiperspolderke 43 Raamsdonk 17-5-1993;1993.05.17; vergroten dakkapel Kuiperspolderke 43 Raamsdonk 17-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;e8abd91f66cbba72821b1498e14badd437ac9723;;SHA-1;Niet vertrouwelijk ;;1993.05.17;NL-0834-931019;GDB-9266-01;GDB-9266-01
GDB-9266-01;;;4941 ZL;Boterpolderlaan 11 Raamsdonksveer;;;;;;;;NL-0834-931019;Beschikking;Melding beschikking plaatsen van winkelwagen - overkappingen Boterpolderlaan 11 Raamsdonksveer 17-5-1993;1993.05.17;plaatsen van winkelwagen - overkappingen Boterpolderlaan 11 Raamsdonksveer 17-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;8ff6d95028c83f642e1f307212147dbfd455a28c;;SHA-1;Niet vertrouwelijk ;;1993.05.17;NL-0834-931019;GDB-9266-02;GDB-9266-02
GDB-9266-02;;;4941 ZL;Boterpolderlaan 11 Raamsdonksveer;;;;;;;;NL-0834-931019;Tekening (technisch);Melding tekening plaatsen van winkelwagen - overkappingen Boterpolderlaan 11 Raamsdonksveer 17-5-1993;1993.05.17;plaatsen van winkelwagen - overkappingen Boterpolderlaan 11 Raamsdonksveer 17-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;31853e821860993e14aeef4b6688f31087ffc39d;;SHA-1;Niet vertrouwelijk ;;1993.05.17;NL-0834-931019;GDB-9266-03;GDB-9266-03
GDB-9266-03;;;4941 ZL;Boterpolderlaan 11 Raamsdonksveer;;;;;;;;NL-0834-931019;overige documenten;Melding overige documenten plaatsen van winkelwagen - overkappingen Boterpolderlaan 11 Raamsdonksveer 17-5-1993;1993.05.17;plaatsen van winkelwagen - overkappingen Boterpolderlaan 11 Raamsdonksveer 17-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;7681d8cd469ce82d7f67b660635838cffff64e30;;SHA-1;Niet vertrouwelijk ;;1993.05.19;NL-0834-931020;GDB-9267-01;GDB-9267-01
GDB-9267-01;;;4944 BZ ;Kuiperspolderke 47 Raamsdonk;;;;;;;;NL-0834-931020;Beschikking;Melding beschikking oprichten berging Kuiperspolderke 47 Raamsdonk 19-5-1993;1993.05.19;oprichten berging Kuiperspolderke 47 Raamsdonk 19-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;045c4e1dc5418802ebab676d6d62f2bad4a14e15;;SHA-1;Niet vertrouwelijk ;;1993.05.19;NL-0834-931020;GDB-9267-02;GDB-9267-02
GDB-9267-02;;;4944 BZ ;Kuiperspolderke 47 Raamsdonk;;;;;;;;NL-0834-931020;Tekening (technisch);Melding tekening oprichten berging Kuiperspolderke 47 Raamsdonk 19-5-1993;1993.05.19;oprichten berging Kuiperspolderke 47 Raamsdonk 19-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;b9353c7914daa8cde8af24fcbee3d77dee559ed4;;SHA-1;Niet vertrouwelijk ;;1993.05.28;NL-0834-931021;GDB-9268-01;GDB-9268-01
GDB-9268-01;;;4942 DC;Brederolaan 2 Raamsdonksveer;;;;;;;;NL-0834-931021;Beschikking;Melding beschikking oprichten berging Brederolaan 2 Raamsdonksveer  28-5-1993;1993.05.28;oprichten berging Brederolaan 2 Raamsdonksveer  28-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;6727604684f7f3c92b359b7da231e29aaa67b25b;;SHA-1;Niet vertrouwelijk ;;1993.05.28;NL-0834-931021;GDB-9268-02;GDB-9268-02
GDB-9268-02;;;4942 DC;Brederolaan 2 Raamsdonksveer;;;;;;;;NL-0834-931021;Tekening (technisch);Melding tekening oprichten berging Brederolaan 2 Raamsdonksveer  28-5-1993;1993.05.28;oprichten berging Brederolaan 2 Raamsdonksveer  28-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;NL-0779-931021;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;7addcfaa7ca9bf4e9e45ead1c9de582ed711c2e4;;SHA-1;Niet vertrouwelijk ;;1993.05.28;NL-0834-931022;GDB-9269-01;GDB-9269-01
GDB-9269-01;;;4941 JN;Irenestraat 15 Raamsdonksveer;;;;;;;;NL-0834-931022;Beschikking;Melding beschikking plaatsen dakkapel Irenestraat 15 Raamsdonksveer 28-5-1993;1993.05.28;plaatsen dakkapel Irenestraat 15 Raamsdonksveer 28-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;d8e11adaa6e1499ba42a64386d52d96959819cb4;;SHA-1;Niet vertrouwelijk ;;1993.05.28;NL-0834-931022;GDB-9269-02;GDB-9269-02
GDB-9269-02;;;4941 JN;Irenestraat 15 Raamsdonksveer;;;;;;;;NL-0834-931022;tekening (technisch);Melding tekening plaatsen dakkapel Irenestraat 15 Raamsdonksveer 28-5-1993;1993.05.28;plaatsen dakkapel Irenestraat 15 Raamsdonksveer 28-5-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;5d33a903fec03aa6c2e87514ef0b0adea3f50860;;SHA-1;Niet vertrouwelijk ;;1993.06.11;NL-0834-931023;GDB-9270-01;GDB-9270-01
GDB-9270-01;;;4944 XA;Pastoor Bruijnenstraat 16 Raamsdonk;;;;;;;;NL-0834-931023;Beschikking;Melding beschikking oprichten schuur Pastoor Bruijnenstraat 16 Raamsdonk 11-6-1993;1993.06.11;oprichten schuur Pastoor Bruijnenstraat 16 Raamsdonk 11-6-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;0583cfed41dbb9dcef1ac5642f3a58e62038b55b;;SHA-1;Niet vertrouwelijk ;;1993.06.11;NL-0834-931023;GDB-9270-02;GDB-9270-02
GDB-9270-02;;;4944 XA;Pastoor Bruijnenstraat 16 Raamsdonk;;;;;;;;NL-0834-931023;Tekening (technisch);Melding tekening oprichten schuur Pastoor Bruijnenstraat 16 Raamsdonk 11-6-1993;1993.06.11;oprichten schuur Pastoor Bruijnenstraat 16 Raamsdonk 11-6-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;af23308ab4e10fa8e9365aee03835fba8fc80589;;SHA-1;Niet vertrouwelijk ;;1993.06.22;NL-0834-931024;GDB-9271-01;GDB-9271-01
GDB-9271-01;;;4941 AK;Burgemeester Prinssenlaan 16 Raamsdonksveer;;;;;;;;NL-0834-931024;Beschikking;Melding beschikking plaatsen erker Burgemeester Prinssenlaan 16 Raamsdonksveer 22-6-1993;1993.06.22;plaatsen erker Burgemeester Prinssenlaan 16 Raamsdonksveer 22-6-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;2515acb1e63b735b4423200a4c7291dea87ddad1;;SHA-1;Niet vertrouwelijk ;;1993.06.22;NL-0834-931024;GDB-9271-02;GDB-9271-02
GDB-9271-02;;;4941 AK;Burgemeester Prinssenlaan 16 Raamsdonksveer;;;;;;;;NL-0834-931024;Tekening (technisch);Melding tekening plaatsen erker Burgemeester Prinssenlaan 16 Raamsdonksveer 22-6-1993;1993.06.22;plaatsen erker Burgemeester Prinssenlaan 16 Raamsdonksveer 22-6-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;fa87d062f66213bbcb8b997e5b917dbf1b31e93d;;SHA-1;Niet vertrouwelijk ;;1993.06.22;NL-0834-931024;GDB-9271-03;GDB-9271-03
GDB-9271-03;;;4941 AK;Burgemeester Prinssenlaan 16 Raamsdonksveer;;;;;;;;NL-0834-931024;overige documenten;Melding overige documenten plaatsen erker Burgemeester Prinssenlaan 16 Raamsdonksveer 22-6-1993;1993.06.22;plaatsen erker Burgemeester Prinssenlaan 16 Raamsdonksveer 22-6-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;6d9e93ac1d0d4b578c3cdb8f6b3d94db6c9f2723;;SHA-1;Niet vertrouwelijk ;;1993.06.22;NL-0834-931025;GDB-9272-01;GDB-9272-01
GDB-9272-01;;;4944 BZ ;Kuiperspolderke 55 Raamsdonk;;;;;;;;NL-0834-931025;Beschikking;Melding beschikking plaatsen dakkapel Kuiperspolderke 55 Raamsdonk 22-6-1993;1993.06.22;plaatsen dakkapel Kuiperspolderke 55 Raamsdonk 22-6-1993;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f55dc94fc2a4f52447a619a4c418e35da602e667;;SHA-1;Niet vertrouwelijk ;;1993.06.22;NL-0834-931025;GDB-9272-02;GDB-9272-02
GDB-9272-02;;;4944 BZ ;Kuiperspolderke 55 Raamsdonk;;;;;;;;NL-0834-931025;Tekening (technisch);Melding tekening plaatsen dakkapel Kuiperspolderke 55 Raamsdonk 22-6-1993;1993.06.22;plaatsen dakkapel Kuiperspolderke 55 Raamsdonk 22-6-1993;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f06a51d0d49e2c601c48c8647888978b806433b2;;SHA-1;Niet vertrouwelijk ;;1993.07.02;NL-0834-931026;GDB-9273-01;GDB-9273-01
GDB-9273-01;;;4941 DJ;Haven 134 Raamsdonksveer;;;;;;;;NL-0834-931026;Beschikking;Melding beschikking plaatsen natte ruimte Haven 134 Raamsdonksveer 02-7-1993;1993.07.02;plaatsen natte ruimte Haven 134 Raamsdonksveer 02-7-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;8a269d14a70da541f3d7f0234ad9c20a6bdfc817;;SHA-1;Niet vertrouwelijk ;;1993.07.02;NL-0834-931026;GDB-9273-02;GDB-9273-02
GDB-9273-02;;;4941 DJ;Haven 134 Raamsdonksveer;;;;;;;;NL-0834-931026;Tekening (technisch);Melding tekening plaatsen natte ruimte Haven 134 Raamsdonksveer 02-7-1993;1993.07.02;plaatsen natte ruimte Haven 134 Raamsdonksveer 02-7-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;d53b8683e3780f13f609dcc61f90a2e0f70f6f31;;SHA-1;Niet vertrouwelijk ;;1993.07.22;NL-0834-931027;GDB-9274-01;GDB-9274-01
GDB-9274-01;;;4944 BZ ;Kuiperspolderke 49 Raamsdonk;;;;;;;;NL-0834-931027;Beschikking;Melding beschikking oprichten houten berging Kuiperspolderke 49 Raamsdonk  22-7-1993;1993.07.22;oprichten houten berging Kuiperspolderke 49 Raamsdonk  22-7-1993;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;e0dd6c08cc3e4952ba4ec4f957896a37d1f0a60d;;SHA-1;Niet vertrouwelijk ;;1993.07.22;NL-0834-931027;GDB-9274-02;GDB-9274-02
GDB-9274-02;;;4944 BZ ;Kuiperspolderke 49 Raamsdonk;;;;;;;;NL-0834-931027;Tekening (technisch);Melding tekening oprichten houten berging Kuiperspolderke 49 Raamsdonk  22-7-1993;1993.07.22;oprichten houten berging Kuiperspolderke 49 Raamsdonk  22-7-1993;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;NP-0779-931027;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;c8a6d3e02561ceccb84646eb7d94ae50c2b9011e;;SHA-1;Niet vertrouwelijk ;;1993.07.26;NL-0834-931028;GDB-9275-01;GDB-9275-01
GDB-9275-01;;;4941 CA;Namer 10 Raamsdonksveer;;;;;;;;NL-0834-931028;Beschikking;Melding beschikking plaatsen dakkapel Namer 10  Raamsdonksveer 26-7-1993;1993.07.26;plaatsen dakkapel Namer 10  Raamsdonksveer 26-7-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;e5e84cc6aeb1b818e2dd54871f5402ee4bdaccf9;;SHA-1;Niet vertrouwelijk ;;1993.07.26;NL-0834-931028;GDB-9275-02;GDB-9275-02
GDB-9275-02;;;4941 CA;Namer 10 Raamsdonksveer;;;;;;;;NL-0834-931028;Tekening (technisch);Melding tekening plaatsen dakkapel Namer 10  Raamsdonksveer 26-7-1993;1993.07.26;plaatsen dakkapel Namer 10  Raamsdonksveer 26-7-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f72349b839ab5a9e7a0bff4ad71373ac2b5889ac;;SHA-1;Niet vertrouwelijk ;;1993.07.28;NL-0834-931029;GDB-9276-01;GDB-9276-01
GDB-9276-01;;;4944 AX;Borstlappenweg 7 Raamsdonk;;;;;;;;NL-0834-931029;Beschikking;Melding beschikking plaatsen hygiensesluis verkansstal Borstlappenweg 7 Raamsdonk 28-7-1993;1993.07.28;plaatsen hygiensesluis verkansstal Borstlappenweg 7 Raamsdonk 28-7-1993;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;5b431712564804eef889dfc990a7a2657b9bf867;;SHA-1;Niet vertrouwelijk ;;1993.07.28;NL-0834-931029;GDB-9276-02;GDB-9276-02
GDB-9276-02;;;4944 AX;Borstlappenweg 7 Raamsdonk;;;;;;;;NL-0834-931029;Tekening (technisch);Melding tekening plaatsen hygiensesluis verkansstal Borstlappenweg 7 Raamsdonk 28-7-1993;1993.07.28;plaatsen hygiensesluis verkansstal Borstlappenweg 7 Raamsdonk 28-7-1993;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;839e10aea7eb568ec69a9abe4f66ab3024ea8809;;SHA-1;Niet vertrouwelijk ;;1993.08.05;NL-0834-931030;GDB-9277-01;GDB-9277-01
GDB-9277-01;;;4941 HA ;Groenstraat 15 Raamsdonksveer;;;;;;;;NL-0834-931030;Beschikking;Melding beschikking plaatsen keuken Groenstraat 15 Raamsdonksveer  05-8-1993;1993.08.05;plaatsen keuken Groenstraat 15 Raamsdonksveer  05-8-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;9bc80f40df662b18a13d7b373b91c0ff445e4ca8;;SHA-1;Niet vertrouwelijk ;;1993.08.05;NL-0834-931030;GDB-9277-02;GDB-9277-02
GDB-9277-02;;;4941 HA ;Groenstraat 15 Raamsdonksveer;;;;;;;;NL-0834-931030;Tekening (technisch);Melding tekening plaatsen keuken Groenstraat 15 Raamsdonksveer  05-8-1993;1993.08.05;plaatsen keuken Groenstraat 15 Raamsdonksveer  05-8-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;87dfcebc8a720db26ff4c96b6402d4f70ea921c8;;SHA-1;Niet vertrouwelijk ;;1993.08.05;NL-0834-931031;GDB-9278-01;GDB-9278-01
GDB-9278-01;;;4941 HA ;Groenstraat 13 Raamsdonksveer;;;;;;;;NL-0834-931031;Beschikking;Melding beschikking plaatsen keuken Groenstraat 13 Raamsdonksveer  05-8-1993;1993.08.05;plaatsen keuken Groenstraat 13 Raamsdonksveer  05-8-1993;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f1a4417e7f31b1040c6e3c87e9c6f89e7ff7feab;;SHA-1;Niet vertrouwelijk ;;1993.08.05;NL-0834-931031;GDB-9278-02;GDB-9278-02
