GDB-0106-01;BR501-1949;Koningstraat;; Koningstraat  Raamsdonksveer; Koningstraat;;;Koningstraat;;0;1949;NL-0834-490000A;Beschikking;Bouwvergunning Beschikking Plaatsing woonkeet  Koningstraat   Raamsdonksveer 24-6-1949;1949.06.24;Plaatsing woonkeet;Bouwvergunning Plaatsing woonkeet  Koningstraat   Raamsdonksveer 24-6-1949;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsing woonkeet;NL 0834;2010;K50771752;1,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-0838-01;BR220a-1960;Oranjestraat;; Oranjestraat 4 en 6 Raamsdonksveer; Oranjestraat;4 en 6;;Oranjestraat 4 en 6;;220;1960;NL-0834-600220A;Beschikking;Bouwvergunning Beschikking Vervangen droogclosets door closets met waterspoeling  Oranjestraat 4 en 6  Raamsdonksveer 17-6-1960;1960.06.17;Vervangen droogclosets door closets met waterspoeling;Bouwvergunning Vervangen droogclosets door closets met waterspoeling  Oranjestraat 4 en 6  Raamsdonksveer 17-6-1960;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vervangen droogclosets door closets met waterspoeling;NL 0834;2010;K50771752;2,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-0961-01;BR251a-1961;Tuinstraat;; Tuinstraat 11 Raamsdonksveer; Tuinstraat;11;;Tuinstraat 11;;251;1961;NL-0834-610251A;Beschikking;Bouwvergunning Beschikking Verbeteren w.c.  Tuinstraat 11  Raamsdonksveer 3-11-1961;1961.11.03;Verbeteren w.c.;Bouwvergunning Verbeteren w.c.  Tuinstraat 11  Raamsdonksveer 3-11-1961;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren w.c.;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
