Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-3598-02;BR030-1981;Donk;4942BL;Kleine donk 18 Raamsdonksveer;Kleine donk;18;Kleine;Kleine donk 18;4942BL;30;1981;NL-0834-810030;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten berging Kleine donk 18 4942BL Raamsdonksveer 14-4-1981;1981.04.14;Vergroten berging;Bouwvergunning Vergroten berging Kleine donk 18 4942BL Raamsdonksveer 14-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten berging;NL 0834;2010;K50771752;15,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3599-01;BR032-1981;Heemraadsingel;4944VD; Heemraadsingel 14 Raamsdonk; Heemraadsingel;14;;Heemraadsingel 14;4944VD;32;1981;NL-0834-810032;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Heemraadsingel 14 4944VD Raamsdonk 14-4-1981;1981.04.14;Verbouwen woning;Bouwvergunning Verbouwen woning  Heemraadsingel 14 4944VD Raamsdonk 14-4-1981;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3599-02;BR032-1981;Heemraadsingel;4944VD; Heemraadsingel 14 Raamsdonk; Heemraadsingel;14;;Heemraadsingel 14;4944VD;32;1981;NL-0834-810032;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Heemraadsingel 14 4944VD Raamsdonk 14-4-1981;1981.04.14;Verbouwen woning;Bouwvergunning Verbouwen woning  Heemraadsingel 14 4944VD Raamsdonk 14-4-1981;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;11,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3600-01;BR033-1981;Hertogshoef;4941KK; Hertogshoef 232 Raamsdonksveer; Hertogshoef;232;;Hertogshoef 232;4941KK;33;1981;NL-0834-810033;Beschikking;Bouwvergunning Beschikking Vergroten woning door aanbouw zijgevel  Hertogshoef 232 4941KK Raamsdonksveer 21-4-1981;1981.04.21;Vergroten woning door aanbouw zijgevel;Bouwvergunning Vergroten woning door aanbouw zijgevel  Hertogshoef 232 4941KK Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten woning door aanbouw zijgevel;NL 0834;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3600-02;BR033-1981;Hertogshoef;4941KK; Hertogshoef 232 Raamsdonksveer; Hertogshoef;232;;Hertogshoef 232;4941KK;33;1981;NL-0834-810033;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten woning door aanbouw zijgevel  Hertogshoef 232 4941KK Raamsdonksveer 21-4-1981;1981.04.21;Vergroten woning door aanbouw zijgevel;Bouwvergunning Vergroten woning door aanbouw zijgevel  Hertogshoef 232 4941KK Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten woning door aanbouw zijgevel;NL 0834;2010;K50771752;12,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3601-01;BR034-1981;Kerklaan;4944VA; Kerklaan 7 Raamsdonk; Kerklaan;7;;Kerklaan 7;4944VA;34;1981;NL-0834-810034;Beschikking;Bouwvergunning Beschikking Vergroten landbouwschuur  Kerklaan 7 4944VA Raamsdonk 21-4-1981;1981.04.21;Vergroten landbouwschuur;Bouwvergunning Vergroten landbouwschuur  Kerklaan 7 4944VA Raamsdonk 21-4-1981;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten landbouwschuur;NL 0834;2010;K50771752;2,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3601-02;BR034-1981;Kerklaan;4944VA; Kerklaan 7 Raamsdonk; Kerklaan;7;;Kerklaan 7;4944VA;34;1981;NL-0834-810034;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten landbouwschuur  Kerklaan 7 4944VA Raamsdonk 21-4-1981;1981.04.21;Vergroten landbouwschuur;Bouwvergunning Vergroten landbouwschuur  Kerklaan 7 4944VA Raamsdonk 21-4-1981;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten landbouwschuur;NL 0834;2010;K50771752;44,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3601-03;BR034-1981;Kerklaan;4944VA; Kerklaan 7 Raamsdonk; Kerklaan;7;;Kerklaan 7;4944VA;34;1981;NL-0834-810034;Overige documenten;Bouwvergunning Overige documenten Vergroten landbouwschuur  Kerklaan 7 4944VA Raamsdonk 21-4-1981;1981.04.21;Vergroten landbouwschuur;Bouwvergunning Vergroten landbouwschuur  Kerklaan 7 4944VA Raamsdonk 21-4-1981;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Vergroten landbouwschuur;NL 0834;2010;K50771752;1,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3602-01;BR035-1981;Hertogshoef;4941KK; Hertogshoef 241 Raamsdonksveer; Hertogshoef;241;;Hertogshoef 241;4941KK;35;1981;NL-0834-810035;Beschikking;Bouwvergunning Beschikking Vergroten woning door aanbouw zijgevel  Hertogshoef 241 4941KK Raamsdonksveer 21-4-1981;1981.04.21;Vergroten woning door aanbouw zijgevel;Bouwvergunning Vergroten woning door aanbouw zijgevel  Hertogshoef 241 4941KK Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten woning door aanbouw zijgevel;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3602-02;BR035-1981;Hertogshoef;4941KK; Hertogshoef 241 Raamsdonksveer; Hertogshoef;241;;Hertogshoef 241;4941KK;35;1981;NL-0834-810035;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten woning door aanbouw zijgevel  Hertogshoef 241 4941KK Raamsdonksveer 21-4-1981;1981.04.21;Vergroten woning door aanbouw zijgevel;Bouwvergunning Vergroten woning door aanbouw zijgevel  Hertogshoef 241 4941KK Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten woning door aanbouw zijgevel;NL 0834;2010;K50771752;7,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3603-01;BR036-1981;Ambachtstraat;4944AT;Luiten Ambachtstraat 20a Raamsdonk;Luiten Ambachtstraat;20a;Luiten;Luiten Ambachtstraat 20a;4944AT;36;1981;NL-0834-810036;Beschikking;Bouwvergunning Beschikking Bouw berging Luiten Ambachtstraat 20a 4944AT Raamsdonk 21-4-1981;1981.04.21;Bouw berging;Bouwvergunning Bouw berging Luiten Ambachtstraat 20a 4944AT Raamsdonk 21-4-1981;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw berging;NL 0834;2010;K50771752;5,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3603-02;BR036-1981;Ambachtstraat;4944AT;Luiten Ambachtstraat 20a Raamsdonk;Luiten Ambachtstraat;20a;Luiten;Luiten Ambachtstraat 20a;4944AT;36;1981;NL-0834-810036;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw berging Luiten Ambachtstraat 20a 4944AT Raamsdonk 21-4-1981;1981.04.21;Bouw berging;Bouwvergunning Bouw berging Luiten Ambachtstraat 20a 4944AT Raamsdonk 21-4-1981;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw berging;NL 0834;2010;K50771752;8,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3604-01;BR037-1981;Weegbree;4941VT; Weegbree 5 Raamsdonksveer; Weegbree;5;;Weegbree 5;4941VT;37;1981;NL-0834-810037;Beschikking;Bouwvergunning Beschikking Bouw opslagruimte aansluitend op bestaande bedrijfshal  Weegbree 5 4941VT Raamsdonksveer 21-4-1981;1981.04.21;Bouw opslagruimte aansluitend op bestaande bedrijfshal;Bouwvergunning Bouw opslagruimte aansluitend op bestaande bedrijfshal  Weegbree 5 4941VT Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw opslagruimte aansluitend op bestaande bedrijfshal;NL 0834;2010;K50771752;5,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3604-02;BR037-1981;Weegbree;4941VT; Weegbree 5 Raamsdonksveer; Weegbree;5;;Weegbree 5;4941VT;37;1981;NL-0834-810037;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw opslagruimte aansluitend op bestaande bedrijfshal  Weegbree 5 4941VT Raamsdonksveer 21-4-1981;1981.04.21;Bouw opslagruimte aansluitend op bestaande bedrijfshal;Bouwvergunning Bouw opslagruimte aansluitend op bestaande bedrijfshal  Weegbree 5 4941VT Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw opslagruimte aansluitend op bestaande bedrijfshal;NL 0834;2010;K50771752;92,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3604-03;BR037-1981;Weegbree;4941VT; Weegbree 5 Raamsdonksveer; Weegbree;5;;Weegbree 5;4941VT;37;1981;NL-0834-810037;Overige documenten;Bouwvergunning Overige documenten Bouw opslagruimte aansluitend op bestaande bedrijfshal  Weegbree 5 4941VT Raamsdonksveer 21-4-1981;1981.04.21;Bouw opslagruimte aansluitend op bestaande bedrijfshal;Bouwvergunning Bouw opslagruimte aansluitend op bestaande bedrijfshal  Weegbree 5 4941VT Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw opslagruimte aansluitend op bestaande bedrijfshal;NL 0834;2010;K50771752;18,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3605-01;BR038-1981;Keizersdijk;4941GD; Keizersdijk 97 Raamsdonksveer; Keizersdijk;97;;Keizersdijk 97;4941GD;38;1981;NL-0834-810038;Beschikking;Bouwvergunning Beschikking Verbouwen pand  Keizersdijk 97 4941GD Raamsdonksveer 21-4-1981;1981.04.21;Verbouwen pand;Bouwvergunning Verbouwen pand  Keizersdijk 97 4941GD Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen pand;NL 0834;2010;K50771752;5,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3605-02;BR038-1981;Keizersdijk;4941GD; Keizersdijk 97 Raamsdonksveer; Keizersdijk;97;;Keizersdijk 97;4941GD;38;1981;NL-0834-810038;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen pand  Keizersdijk 97 4941GD Raamsdonksveer 21-4-1981;1981.04.21;Verbouwen pand;Bouwvergunning Verbouwen pand  Keizersdijk 97 4941GD Raamsdonksveer 21-4-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen pand;NL 0834;2010;K50771752;29,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3606-01;BR039-1981;Beatrixlaan;; Beatrixlaan  Raamsdonksveer; Beatrixlaan;;;Beatrixlaan;;39;1981;NL-0834-810039;Beschikking;Bouwvergunning Beschikking Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid  Beatrixlaan   Raamsdonksveer 6-5-1981;1981.05.06;Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid;Bouwvergunning Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid  Beatrixlaan   Raamsdonksveer 6-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid;NL 0834;2010;K50771752;7,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3606-02;BR039-1981;Beatrixlaan;; Beatrixlaan  Raamsdonksveer; Beatrixlaan;;;Beatrixlaan;;39;1981;NL-0834-810039;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid  Beatrixlaan   Raamsdonksveer 6-5-1981;1981.05.06;Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid;Bouwvergunning Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid  Beatrixlaan   Raamsdonksveer 6-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid;NL 0834;2010;K50771752;647,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3606-03;BR039-1981;Beatrixlaan;; Beatrixlaan  Raamsdonksveer; Beatrixlaan;;;Beatrixlaan;;39;1981;NL-0834-810039;Overige documenten;Bouwvergunning Overige documenten Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid  Beatrixlaan   Raamsdonksveer 6-5-1981;1981.05.06;Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid;Bouwvergunning Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid  Beatrixlaan   Raamsdonksveer 6-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 19 woningen ( 17 bejaardenwoningen en 1 woning voor mindervalide en 1 kleine wooneenheid;NL 0834;2010;K50771752;74,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3607-01;BR040-1981;Pijperhof;4941WR; Pijperhof 1 Raamsdonksveer; Pijperhof;1;;Pijperhof 1;4941WR;40;1981;NL-0834-810040;Beschikking;Bouwvergunning Beschikking Oprichten tuinhuisje  Pijperhof 1 4941WR Raamsdonksveer 14-5-1981;1981.05.14;Oprichten tuinhuisje;Bouwvergunning Oprichten tuinhuisje  Pijperhof 1 4941WR Raamsdonksveer 14-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten tuinhuisje;NL 0834;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3607-02;BR040-1981;Pijperhof;4941WR; Pijperhof 1 Raamsdonksveer; Pijperhof;1;;Pijperhof 1;4941WR;40;1981;NL-0834-810040;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten tuinhuisje  Pijperhof 1 4941WR Raamsdonksveer 14-5-1981;1981.05.14;Oprichten tuinhuisje;Bouwvergunning Oprichten tuinhuisje  Pijperhof 1 4941WR Raamsdonksveer 14-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten tuinhuisje;NL 0834;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3608-01;BR041-1981;Eikendonk;4942BG; Eikendonk 16 t/m 26 Raamsdonksveer; Eikendonk;16 t/m 26;;Eikendonk 16 t/m 26;4942BG;41;1981;NL-0834-810041;Beschikking;Bouwvergunning Beschikking Bouw 6 premiekoopwoningen  Eikendonk 16 t/m 26  Raamsdonksveer 19-5-1981;1981.05.19;Bouw 6 premiekoopwoningen;Bouwvergunning Bouw 6 premiekoopwoningen  Eikendonk 16-26  Raamsdonksveer 19-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 6 premiekoopwoningen;NL 0834;2010;K50771752;5,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3608-02;BR041-1981;Eikendonk;4942BG; Eikendonk 16 t/m 26 Raamsdonksveer; Eikendonk;16 t/m 26;;Eikendonk 16 t/m 26;4942BG;41;1981;NL-0834-810041;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 6 premiekoopwoningen  Eikendonk 16 t/m 26  Raamsdonksveer 19-5-1981;1981.05.19;Bouw 6 premiekoopwoningen;Bouwvergunning Bouw 6 premiekoopwoningen  Eikendonk 16-26  Raamsdonksveer 19-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 6 premiekoopwoningen;NL 0834;2010;K50771752;24,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3608-03;BR041-1981;Eikendonk;4942BG; Eikendonk 16 t/m 26 Raamsdonksveer; Eikendonk;16 t/m 26;;Eikendonk 16 t/m 26;4942BG;41;1981;NL-0834-810041;Overige documenten;Bouwvergunning Overige documenten Bouw 6 premiekoopwoningen  Eikendonk 16 t/m 26  Raamsdonksveer 19-5-1981;1981.05.19;Bouw 6 premiekoopwoningen;Bouwvergunning Bouw 6 premiekoopwoningen  Eikendonk 16-26  Raamsdonksveer 19-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 6 premiekoopwoningen;NL 0834;2010;K50771752;33,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3609-01;BR043-1981;Baksweer;4941LD; Baksweer 87 Raamsdonksveer; Baksweer;87;;Baksweer 87;4941LD;43;1981;NL-0834-810043;Beschikking;Bouwvergunning Beschikking Plaatsen erfafscheiding  Baksweer 87 4941LD Raamsdonksveer 19-5-1981;1981.05.19;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Baksweer 87 4941LD Raamsdonksveer 19-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen erfafscheiding;NL 0834;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3609-02;BR043-1981;Baksweer;4941LD; Baksweer 87 Raamsdonksveer; Baksweer;87;;Baksweer 87;4941LD;43;1981;NL-0834-810043;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen erfafscheiding  Baksweer 87 4941LD Raamsdonksveer 19-5-1981;1981.05.19;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Baksweer 87 4941LD Raamsdonksveer 19-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen erfafscheiding;NL 0834;2010;K50771752;2,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3609-03;BR043-1981;Baksweer;4941LD; Baksweer 87 Raamsdonksveer; Baksweer;87;;Baksweer 87;4941LD;43;1981;NL-0834-810043;Overige documenten;Bouwvergunning Overige documenten Plaatsen erfafscheiding  Baksweer 87 4941LD Raamsdonksveer 19-5-1981;1981.05.19;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Baksweer 87 4941LD Raamsdonksveer 19-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Plaatsen erfafscheiding;NL 0834;2010;K50771752;0,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3610-01;BR045-1981;Lijsterbesstraat;4941KR; Lijsterbesstraat 28 Raamsdonksveer; Lijsterbesstraat;28;;Lijsterbesstraat 28;4941KR;45;1981;NL-0834-810045;Beschikking;Bouwvergunning Beschikking Maken aanbouw achterzijde woning  Lijsterbesstraat 28 4941KR Raamsdonksveer 19-5-1981;1981.05.19;Maken aanbouw achterzijde woning;Bouwvergunning Maken aanbouw achterzijde woning  Lijsterbesstraat 28 4941KR Raamsdonksveer 19-5-1981;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Maken aanbouw achterzijde woning;NL 0834;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
