Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-3717-01;BR020-1982;Prunusstraat;4941KS; Prunusstraat 20 Raamsdonksveer; Prunusstraat;20;;Prunusstraat 20;4941KS;20;1982;NL-0834-820020;Beschikking;Bouwvergunning Beschikking Aanbouwen bijkeuken  Prunusstraat 20 4941KS Raamsdonksveer 9-3-1982;1982.03.09;Aanbouwen bijkeuken;Bouwvergunning Aanbouwen bijkeuken  Prunusstraat 20 4941KS Raamsdonksveer 9-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Aanbouwen bijkeuken;NL 0834;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3717-02;BR020-1982;Prunusstraat;4941KS; Prunusstraat 20 Raamsdonksveer; Prunusstraat;20;;Prunusstraat 20;4941KS;20;1982;NL-0834-820020;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Aanbouwen bijkeuken  Prunusstraat 20 4941KS Raamsdonksveer 9-3-1982;1982.03.09;Aanbouwen bijkeuken;Bouwvergunning Aanbouwen bijkeuken  Prunusstraat 20 4941KS Raamsdonksveer 9-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Aanbouwen bijkeuken;NL 0834;2010;K50771752;7,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3718-01;BR021-1982;Schansstraat;4944AG; Schansstraat 51 Raamsdonk; Schansstraat;51;;Schansstraat 51;4944AG;21;1982;NL-0834-820021;Beschikking;Bouwvergunning Beschikking Bouw agrarische opslagloods  Schansstraat 51 4944AG Raamsdonk 23-3-1982;1982.03.23;Bouw agrarische opslagloods;Bouwvergunning Bouw agrarische opslagloods  Schansstraat 51 4944AG Raamsdonk 23-3-1982;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw agrarische opslagloods;NL 0834;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3718-02;BR021-1982;Schansstraat;4944AG; Schansstraat 51 Raamsdonk; Schansstraat;51;;Schansstraat 51;4944AG;21;1982;NL-0834-820021;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw agrarische opslagloods  Schansstraat 51 4944AG Raamsdonk 23-3-1982;1982.03.23;Bouw agrarische opslagloods;Bouwvergunning Bouw agrarische opslagloods  Schansstraat 51 4944AG Raamsdonk 23-3-1982;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw agrarische opslagloods;NL 0834;2010;K50771752;47,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3718-03;BR021-1982;Schansstraat;4944AG; Schansstraat 51 Raamsdonk; Schansstraat;51;;Schansstraat 51;4944AG;21;1982;NL-0834-820021;Overige documenten;Bouwvergunning Overige documenten Bouw agrarische opslagloods  Schansstraat 51 4944AG Raamsdonk 23-3-1982;1982.03.23;Bouw agrarische opslagloods;Bouwvergunning Bouw agrarische opslagloods  Schansstraat 51 4944AG Raamsdonk 23-3-1982;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw agrarische opslagloods;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3719-01;BR022-1982;Krijgsmangeerde;4942AV;Burgemeester Krijgsmangeerde 19 t/m 31 Raamsdonksveer;Burgemeester Krijgsmangeerde;19 t/m 31;Burgemeester;Burgemeester Krijgsmangeerde 19 t/m 31;4942AV;22;1982;NL-0834-820022;Beschikking;Bouwvergunning Beschikking Plaatsen enkele erfafscheidingen Burgemeester Krijgsmangeerde 19 t/m 31  Raamsdonksveer 23-3-1982;1982.03.23;Plaatsen enkele erfafscheidingen;Bouwvergunning Plaatsen enkele erfafscheidingen Burgemeester Krijgsmangeerde 19 t/m 31  Raamsdonksveer 23-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen enkele erfafscheidingen;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3719-02;BR022-1982;Krijgsmangeerde;4942AV;Burgemeester Krijgsmangeerde 19 t/m 31 Raamsdonksveer;Burgemeester Krijgsmangeerde;19 t/m 31;Burgemeester;Burgemeester Krijgsmangeerde 19 t/m 31;4942AV;22;1982;NL-0834-820022;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen enkele erfafscheidingen Burgemeester Krijgsmangeerde 19 t/m 31 Raamsdonksveer 23-3-1982;1982.03.23;Plaatsen enkele erfafscheidingen;Bouwvergunning Plaatsen enkele erfafscheidingen Burgemeester Krijgsmangeerde 19 t/m 31  Raamsdonksveer 23-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen enkele erfafscheidingen;NL 0834;2010;K50771752;5,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3720-01;BR023-1982;Rijtselaan;4941XB; Rijtselaan 40 Raamsdonksveer; Rijtselaan;40;;Rijtselaan 40;4941XB;23;1982;NL-0834-820023;Beschikking;Bouwvergunning Beschikking Bouw garage / berging en verwijderen huidige garage / berging  Rijtselaan 40 4941XB Raamsdonksveer 23-3-1982;1982.03.23;Bouw garage / berging en verwijderen huidige garage / berging;Bouwvergunning Bouw garage / berging en verwijderen huidige garage / berging  Rijtselaan 40 4941XB Raamsdonksveer 23-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage / berging en verwijderen huidige garage / berging;NL 0834;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3720-02;BR023-1982;Rijtselaan;4941XB; Rijtselaan 40 Raamsdonksveer; Rijtselaan;40;;Rijtselaan 40;4941XB;23;1982;NL-0834-820023;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage / berging en verwijderen huidige garage / berging  Rijtselaan 40 4941XB Raamsdonksveer 23-3-1982;1982.03.23;Bouw garage / berging en verwijderen huidige garage / berging;Bouwvergunning Bouw garage / berging en verwijderen huidige garage / berging  Rijtselaan 40 4941XB Raamsdonksveer 23-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage / berging en verwijderen huidige garage / berging;NL 0834;2010;K50771752;30,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3721-01;BR024-1982;Schansstraat;4944AH; Schansstraat 28 Raamsdonk; Schansstraat;28;;Schansstraat 28;4944AH;24;1982;NL-0834-820024;Beschikking;Bouwvergunning Beschikking Verbouwen winkel / woonhuis tot woning  Schansstraat 28 4944AH Raamsdonk 9-3-1982;1982.03.09;Verbouwen winkel / woonhuis tot woning;Bouwvergunning Verbouwen winkel / woonhuis tot woning  Schansstraat 28 4944AH Raamsdonk 9-3-1982;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen winkel / woonhuis tot woning;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3721-02;BR024-1982;Schansstraat;4944AH; Schansstraat 28 Raamsdonk; Schansstraat;28;;Schansstraat 28;4944AH;24;1982;NL-0834-820024;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen winkel / woonhuis tot woning  Schansstraat 28 4944AH Raamsdonk 9-3-1982;1982.03.09;Verbouwen winkel / woonhuis tot woning;Bouwvergunning Verbouwen winkel / woonhuis tot woning  Schansstraat 28 4944AH Raamsdonk 9-3-1982;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen winkel / woonhuis tot woning;NL 0834;2010;K50771752;23,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3722-01;BR026-1982;Baksweer;4941LK; Baksweer 228 Raamsdonksveer; Baksweer;228;;Baksweer 228;4941LK;26;1982;NL-0834-820026;Beschikking;Bouwvergunning Beschikking Plaatsen erfafscheiding  Baksweer 228 4941LK Raamsdonksveer 30-3-1982;1982.03.30;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Baksweer 228 4941LK Raamsdonksveer 30-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen erfafscheiding;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3722-02;BR026-1982;Baksweer;4941LK; Baksweer 228 Raamsdonksveer; Baksweer;228;;Baksweer 228;4941LK;26;1982;NL-0834-820026;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen erfafscheiding  Baksweer 228 4941LK Raamsdonksveer 30-3-1982;1982.03.30;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Baksweer 228 4941LK Raamsdonksveer 30-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen erfafscheiding;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3723-01;BR027-1982;Smalweer;4942AP; Smalweer 1 Raamsdonksveer; Smalweer;1;;Smalweer 1;4942AP;27;1982;NL-0834-820027;Beschikking;Bouwvergunning Beschikking Bouw garage met hobbyruimte  Smalweer 1 4942AP Raamsdonksveer 30-3-1982;1982.03.30;Bouw garage met hobbyruimte;Bouwvergunning Bouw garage met hobbyruimte  Smalweer 1 4942AP Raamsdonksveer 30-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage met hobbyruimte;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3723-02;BR027-1982;Smalweer;4942AP; Smalweer 1 Raamsdonksveer; Smalweer;1;;Smalweer 1;4942AP;27;1982;NL-0834-820027;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage met hobbyruimte  Smalweer 1 4942AP Raamsdonksveer 30-3-1982;1982.03.30;Bouw garage met hobbyruimte;Bouwvergunning Bouw garage met hobbyruimte  Smalweer 1 4942AP Raamsdonksveer 30-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage met hobbyruimte;NL 0834;2010;K50771752;3,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3724-01;BR028-1982;Ranonkelstraat;4941XC; Ranonkelstraat 31 Raamsdonksveer; Ranonkelstraat;31;;Ranonkelstraat 31;4941XC;28;1982;NL-0834-820028;Beschikking;Bouwvergunning Beschikking Plaatsen dakkapel   Ranonkelstraat 31 4941XC Raamsdonksveer 30-3-1982;1982.03.30;Plaatsen dakkapel ;Bouwvergunning Plaatsen dakkapel   Ranonkelstraat 31 4941XC Raamsdonksveer 30-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen dakkapel ;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3724-02;BR028-1982;Ranonkelstraat;4941XC; Ranonkelstraat 31 Raamsdonksveer; Ranonkelstraat;31;;Ranonkelstraat 31;4941XC;28;1982;NL-0834-820028;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen dakkapel   Ranonkelstraat 31 4941XC Raamsdonksveer 30-3-1982;1982.03.30;Plaatsen dakkapel ;Bouwvergunning Plaatsen dakkapel   Ranonkelstraat 31 4941XC Raamsdonksveer 30-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen dakkapel ;NL 0834;2010;K50771752;13,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3725-01;BR029-1982;Rijtselaan;4941XA; Rijtselaan 19 Raamsdonksveer; Rijtselaan;19;;Rijtselaan 19;4941XA;29;1982;NL-0834-820029;Beschikking;Bouwvergunning Beschikking Maken aanbouw achterzijde woning  Rijtselaan 19 4941XA Raamsdonksveer 23-3-1982;1982.03.23;Maken aanbouw achterzijde woning;Bouwvergunning Maken aanbouw achterzijde woning  Rijtselaan 19 4941XA Raamsdonksveer 23-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Maken aanbouw achterzijde woning;NL 0834;2010;K50771752;4,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3725-02;BR029-1982;Rijtselaan;4941XA; Rijtselaan 19 Raamsdonksveer; Rijtselaan;19;;Rijtselaan 19;4941XA;29;1982;NL-0834-820029;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Maken aanbouw achterzijde woning  Rijtselaan 19 4941XA Raamsdonksveer 23-3-1982;1982.03.23;Maken aanbouw achterzijde woning;Bouwvergunning Maken aanbouw achterzijde woning  Rijtselaan 19 4941XA Raamsdonksveer 23-3-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Maken aanbouw achterzijde woning;NL 0834;2010;K50771752;13,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3726-01;BR030-1982;Halsstraat;4941ZH;Frans Halsstraat 10 Raamsdonksveer;Frans Halsstraat;10;Frans;Frans Halsstraat 10;4941ZH;30;1982;NL-0834-820030;Beschikking;Bouwvergunning Beschikking Aanbouwen berging achterzijde woning Frans Halsstraat 10 4941ZH Raamsdonksveer 6-4-1982;1982.04.06;Aanbouwen berging achterzijde woning;Bouwvergunning Aanbouwen berging achterzijde woning Frans Halsstraat 10 4941ZH Raamsdonksveer 6-4-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Aanbouwen berging achterzijde woning;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3726-02;BR030-1982;Halsstraat;4941ZH;Frans Halsstraat 10 Raamsdonksveer;Frans Halsstraat;10;Frans;Frans Halsstraat 10;4941ZH;30;1982;NL-0834-820030;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Aanbouwen berging achterzijde woning Frans Halsstraat 10 4941ZH Raamsdonksveer 6-4-1982;1982.04.06;Aanbouwen berging achterzijde woning;Bouwvergunning Aanbouwen berging achterzijde woning Frans Halsstraat 10 4941ZH Raamsdonksveer 6-4-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Aanbouwen berging achterzijde woning;NL 0834;2010;K50771752;14,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3727-01;BR031-1982;Benraatshoef;4941TE; Benraatshoef 105 Raamsdonksveer; Benraatshoef;105;;Benraatshoef 105;4941TE;31;1982;NL-0834-820031;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Benraatshoef 105 4941TE Raamsdonksveer 6-4-1982;1982.04.06;Verbouwen woning;Bouwvergunning Verbouwen woning  Benraatshoef 105 4941TE Raamsdonksveer 6-4-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3727-02;BR031-1982;Benraatshoef;4941TE; Benraatshoef 105 Raamsdonksveer; Benraatshoef;105;;Benraatshoef 105;4941TE;31;1982;NL-0834-820031;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Benraatshoef 105 4941TE Raamsdonksveer 6-4-1982;1982.04.06;Verbouwen woning;Bouwvergunning Verbouwen woning  Benraatshoef 105 4941TE Raamsdonksveer 6-4-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;1,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3728-01;BR032-1982;Baljuwstraat;4944VT; Baljuwstraat 4 Raamsdonk; Baljuwstraat;4;;Baljuwstraat 4;4944VT;32;1982;NL-0834-820032;Beschikking;Bouwvergunning Beschikking Bouw bijkeuken achterzijde woning  Baljuwstraat 4 4944VT Raamsdonk 6-4-1982;1982.04.06;Bouw bijkeuken achterzijde woning;Bouwvergunning Bouw bijkeuken achterzijde woning  Baljuwstraat 4 4944VT Raamsdonk 6-4-1982;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bijkeuken achterzijde woning;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3728-02;BR032-1982;Baljuwstraat;4944VT; Baljuwstraat 4 Raamsdonk; Baljuwstraat;4;;Baljuwstraat 4;4944VT;32;1982;NL-0834-820032;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bijkeuken achterzijde woning  Baljuwstraat 4 4944VT Raamsdonk 6-4-1982;1982.04.06;Bouw bijkeuken achterzijde woning;Bouwvergunning Bouw bijkeuken achterzijde woning  Baljuwstraat 4 4944VT Raamsdonk 6-4-1982;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bijkeuken achterzijde woning;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3729-01;BR033-1982;Boterpolderlaan;4941ZM; Boterpolderlaan 34 Raamsdonksveer; Boterpolderlaan;34;;Boterpolderlaan 34;4941ZM;33;1982;NL-0834-820033;Beschikking;Bouwvergunning Beschikking Bouw garage  Boterpolderlaan 34 4941ZM Raamsdonksveer 13-4-1982;1982.04.13;Bouw garage;Bouwvergunning Bouw garage  Boterpolderlaan 34 4941ZM Raamsdonksveer 13-4-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3729-02;BR033-1982;Boterpolderlaan;4941ZM; Boterpolderlaan 34 Raamsdonksveer; Boterpolderlaan;34;;Boterpolderlaan 34;4941ZM;33;1982;NL-0834-820033;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage  Boterpolderlaan 34 4941ZM Raamsdonksveer 13-4-1982;1982.04.13;Bouw garage;Bouwvergunning Bouw garage  Boterpolderlaan 34 4941ZM Raamsdonksveer 13-4-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;8,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3730-01;BR034-1982;Donk;4942BB;Hoge donk 23 Raamsdonksveer;Hoge donk;23;Hoge;Hoge donk 23;4942BB;34;1982;NL-0834-820034;Beschikking;Bouwvergunning Beschikking Plaatsen erfafscheiding Hoge donk 23 4942BB Raamsdonksveer 20-4-1982;1982.04.20;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding Hoge donk 23 4942BB Raamsdonksveer 20-4-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen erfafscheiding;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
GDB-3730-02;BR034-1982;Donk;4942BB;Hoge donk 23 Raamsdonksveer;Hoge donk;23;Hoge;Hoge donk 23;4942BB;34;1982;NL-0834-820034;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen erfafscheiding Hoge donk 23 4942BB Raamsdonksveer 20-4-1982;1982.04.20;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding Hoge donk 23 4942BB Raamsdonksveer 20-4-1982;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen erfafscheiding;NL 0834;2010;K50771752;6,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk 
