Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-6310-02;G011-1928;Gasthuisstraat;4931AN;Gasthuisstraat 49 Geertruidenberg;Gasthuisstraat;49;;Gasthuisstraat 49;4931AN;11;1928;NL-0779-280011;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bovenwoning op bestaand pakhuis Gasthuisstraat 49 4931AN Geertruidenberg 8-3-1928;1928.03.08;Bouw bovenwoning op bestaand pakhuis;Bouwvergunning Bouw bovenwoning op bestaand pakhuis Gasthuisstraat 49 4931AN Geertruidenberg 8-3-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bovenwoning op bestaand pakhuis;NL 0779;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6311-01;G012-1928;Gasthuisstraat;4931AP;Gasthuisstraat 26 t/m 42 Geertruidenberg;Gasthuisstraat;26 t/m 42;;Gasthuisstraat 26 t/m 42;4931AP;12;1928;NL-0779-280012;Beschikking;Bouwvergunning Beschikking Vernieuwen woonhuizen en plaatsen kap Gasthuisstraat 26 t/m 42  Geertruidenberg 22-3-1928;1928.03.22;Vernieuwen woonhuizen en plaatsen kap;Bouwvergunning Vernieuwen woonhuizen en plaatsen kap Gasthuisstraat 26 t/m 42  Geertruidenberg 22-3-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen woonhuizen en plaatsen kap;NL 0779;2010;K50771752;8,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6311-02;G012-1928;Gasthuisstraat;4931AP;Gasthuisstraat 26 t/m 42 Geertruidenberg;Gasthuisstraat;26 t/m 42;;Gasthuisstraat 26 t/m 42;4931AP;12;1928;NL-0779-280012;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vernieuwen woonhuizen en plaatsen kap Gasthuisstraat 26 t/m 42  Geertruidenberg 22-3-1928;1928.03.22;Vernieuwen woonhuizen en plaatsen kap;Bouwvergunning Vernieuwen woonhuizen en plaatsen kap Gasthuisstraat 26 t/m 42  Geertruidenberg 22-3-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vernieuwen woonhuizen en plaatsen kap;NL 0779;2010;K50771752;8,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6312-01;G013-1928;Brandestraat;4931AW;Brandestraat 2 Geertruidenberg;Brandestraat;2;;Brandestraat 2;4931AW;13;1928;NL-0779-280013;Beschikking;Bouwvergunning Beschikking Bouw winkelhuis Brandestraat 2 4931AW Geertruidenberg 12-4-1928;1928.04.12;Bouw winkelhuis;Bouwvergunning Bouw winkelhuis Brandestraat 2 4931AW Geertruidenberg 12-4-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw winkelhuis;NL 0779;2010;K50771752;8,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6312-02;G013-1928;Brandestraat;4931AW;Brandestraat 2 Geertruidenberg;Brandestraat;2;;Brandestraat 2;4931AW;13;1928;NL-0779-280013;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw winkelhuis Brandestraat 2 4931AW Geertruidenberg 12-4-1928;1928.04.12;Bouw winkelhuis;Bouwvergunning Bouw winkelhuis Brandestraat 2 4931AW Geertruidenberg 12-4-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw winkelhuis;NL 0779;2010;K50771752;6,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6313-01;G014-1928;Venestraat;;Venestraat  Geertruidenberg;Venestraat;;;Venestraat;;14;1928;NL-0779-280014;Beschikking;Bouwvergunning Beschikking Vernieuwen gedeelte woonhuis met gedeeltelijke bekapping Venestraat   Geertruidenberg 12-4-1928;1928.04.12;Vernieuwen gedeelte woonhuis met gedeeltelijke bekapping;Bouwvergunning Vernieuwen gedeelte woonhuis met gedeeltelijke bekapping Venestraat   Geertruidenberg 12-4-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen gedeelte woonhuis met gedeeltelijke bekapping;NL 0779;2010;K50771752;8,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6313-02;G014-1928;Venestraat;;Venestraat  Geertruidenberg;Venestraat;;;Venestraat;;14;1928;NL-0779-280014;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vernieuwen gedeelte woonhuis met gedeeltelijke bekapping Venestraat   Geertruidenberg 12-4-1928;1928.04.12;Vernieuwen gedeelte woonhuis met gedeeltelijke bekapping;Bouwvergunning Vernieuwen gedeelte woonhuis met gedeeltelijke bekapping Venestraat   Geertruidenberg 12-4-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vernieuwen gedeelte woonhuis met gedeeltelijke bekapping;NL 0779;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6314-01;G015-1928;Markt;4931BT;Markt 110 Geertruidenberg;Markt;110;;Markt 110;4931BT;15;1928;NL-0779-280015;Beschikking;Bouwvergunning Beschikking Verbouwen woonhuis Markt 110  Geertruidenberg 19-4-1928;1928.04.19;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis Markt 110  Geertruidenberg 19-4-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woonhuis;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6315-01;G016-1928;Markt;4931BT;Markt 42 Geertruidenberg;Markt;42;;Markt 42;4931BT;16;1928;NL-0779-280016;Beschikking;Bouwvergunning Beschikking Vernieuwen voorste gedeelte woonhuiswinkel Markt 42  Geertruidenberg 24-5-1928;1928.05.24;Vernieuwen voorste gedeelte woonhuiswinkel;Bouwvergunning Vernieuwen voorste gedeelte woonhuiswinkel Markt 42  Geertruidenberg 24-5-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen voorste gedeelte woonhuiswinkel;NL 0779;2010;K50771752;7,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6315-02;G016-1928;Markt;4931BT;Markt 42 Geertruidenberg;Markt;42;;Markt 42;4931BT;16;1928;NL-0779-280016;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vernieuwen voorste gedeelte woonhuiswinkel Markt 42  Geertruidenberg 24-5-1928;1928.05.24;Vernieuwen voorste gedeelte woonhuiswinkel;Bouwvergunning Vernieuwen voorste gedeelte woonhuiswinkel Markt 42  Geertruidenberg 24-5-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vernieuwen voorste gedeelte woonhuiswinkel;NL 0779;2010;K50771752;3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6316-01;G017-1928;Zuidwal;;Zuidwal  Geertruidenberg;Zuidwal;;;Zuidwal;;17;1928;NL-0779-280017;Beschikking;Bouwvergunning Beschikking Gedeeltelijk vernieuwen van het dak Zuidwal   Geertruidenberg 31-5-1928;1928.05.31;Gedeeltelijk vernieuwen van het dak;Bouwvergunning Gedeeltelijk vernieuwen van het dak Zuidwal   Geertruidenberg 31-5-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Gedeeltelijk vernieuwen van het dak;NL 0779;2010;K50771752;7,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6317-01;G018-1928;Kerkstraat;4931AR;Kerkstraat 2 Geertruidenberg;Kerkstraat;2;;Kerkstraat 2;4931AR;18;1928;NL-0779-280018;Beschikking;Bouwvergunning Beschikking Bouw woonhuis Kerkstraat 2 4931AR Geertruidenberg 14-6-1928;1928.06.14;Bouw woonhuis;Bouwvergunning Bouw woonhuis Kerkstraat 2 4931AR Geertruidenberg 14-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0779;2010;K50771752;8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6317-02;G018-1928;Kerkstraat;4931AR;Kerkstraat 2 Geertruidenberg;Kerkstraat;2;;Kerkstraat 2;4931AR;18;1928;NL-0779-280018;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis Kerkstraat 2 4931AR Geertruidenberg 14-6-1928;1928.06.14;Bouw woonhuis;Bouwvergunning Bouw woonhuis Kerkstraat 2 4931AR Geertruidenberg 14-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0779;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6317-03;G018-1928;Kerkstraat;4931AR;Kerkstraat 2 Geertruidenberg;Kerkstraat;2;;Kerkstraat 2;4931AR;18;1928;NL-0779-280018;Overige documenten;Bouwvergunning Overige documenten Bouw woonhuis Kerkstraat 2 4931AR Geertruidenberg 14-6-1928;1928.06.14;Bouw woonhuis;Bouwvergunning Bouw woonhuis Kerkstraat 2 4931AR Geertruidenberg 14-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw woonhuis;NL 0779;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6318-01;G019-1928;Dordtsestraat;;Dordtsestraat Geertruidenberg;Dordtsestraat;;;Dordtsestraat ;;19;1928;NL-0779-280019;Beschikking;Bouwvergunning Beschikking Maken deur in 2 delen Dordtsestraat   Geertruidenberg 18-6-1928;1928.06.18;Maken deur in 2 delen;Bouwvergunning Maken deur in 2 delen Dordtsestraat  Geertruidenberg 18-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Maken deur in 2 delen;NL 0779;2010;K50771752;8,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6319-01;G020-1928;Stationsweg;;Stationsweg  Geertruidenberg;Stationsweg;;;Stationsweg ;;20;1928;NL-0779-280020;Beschikking;Bouwvergunning Beschikking Uitbreiden fabriek met ketelmakerij en bankwerkerij Stationsweg  Geertruidenberg 21-6-1928;1928.06.21;Uitbreiden fabriek met ketelmakerij en bankwerkerij;Bouwvergunning Uitbreiden fabriek met ketelmakerij en bankwerkerij Stationsweg Geertruidenberg 21-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden fabriek met ketelmakerij en bankwerkerij;NL 0779;2010;K50771752;8,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6319-02;G020-1928;Stationsweg;;Stationsweg  Geertruidenberg;Stationsweg;;;Stationsweg ;;20;1928;NL-0779-280020;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden fabriek met ketelmakerij en bankwerkerij Stationsweg   Geertruidenberg 21-6-1928;1928.06.21;Uitbreiden fabriek met ketelmakerij en bankwerkerij;Bouwvergunning Uitbreiden fabriek met ketelmakerij en bankwerkerij Stationsweg  Geertruidenberg 21-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden fabriek met ketelmakerij en bankwerkerij;NL 0779;2010;K50771752;13,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6320-01;G021-1928;Stationsweg;;Stationsweg  Geertruidenberg;Stationsweg;;;Stationsweg ;;21;1928;NL-0779-280021;Beschikking;Bouwvergunning Beschikking Bijbouwen bijkeukentje bij portierswoning Stationsweg   Geertruidenberg 21-6-1928;1928.06.21;Bijbouwen bijkeukentje bij portierswoning;Bouwvergunning Bijbouwen bijkeukentje bij portierswoning Stationsweg  Geertruidenberg 21-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bijbouwen bijkeukentje bij portierswoning;NL 0779;2010;K50771752;8,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6320-02;G021-1928;Stationsweg;;Stationsweg  Geertruidenberg;Stationsweg;;;Stationsweg ;;21;1928;NL-0779-280021;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bijbouwen bijkeukentje bij portierswoning Stationsweg   Geertruidenberg 21-6-1928;1928.06.21;Bijbouwen bijkeukentje bij portierswoning;Bouwvergunning Bijbouwen bijkeukentje bij portierswoning Stationsweg  Geertruidenberg 21-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bijbouwen bijkeukentje bij portierswoning;NL 0779;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6321-01;G022-1928;Markt;4931BT;Markt 62 Geertruidenberg;Markt;62;;Markt 62;4931BT;22;1928;NL-0779-280022;Beschikking;Bouwvergunning Beschikking Vernieuwen winkel en woonhuis Markt 62 4931BT Geertruidenberg 27-6-1928;1928.06.27;Vernieuwen winkel en woonhuis;Bouwvergunning Vernieuwen winkel en woonhuis Markt 62 4931BT Geertruidenberg 27-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen winkel en woonhuis;NL 0779;2010;K50771752;9,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6321-02;G022-1928;Markt;4931BT;Markt 62 Geertruidenberg;Markt;62;;Markt 62;4931BT;22;1928;NL-0779-280022;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vernieuwen winkel en woonhuis Markt 62 4931BT Geertruidenberg 27-6-1928;1928.06.27;Vernieuwen winkel en woonhuis;Bouwvergunning Vernieuwen winkel en woonhuis Markt 62 4931BT Geertruidenberg 27-6-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vernieuwen winkel en woonhuis;NL 0779;2010;K50771752;6,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6322-01;G023-1928;Havendijkstraat;4931AS;Havendijkstraat 2 Geertruidenberg;Havendijkstraat;2;;Havendijkstraat 2;4931AS;23;1928;NL-0779-280023;Beschikking;Bouwvergunning Beschikking Bouw woonhuis Havendijkstraat 2  Geertruidenberg 6-7-1928;1928.07.06;Bouw woonhuis;Bouwvergunning Bouw woonhuis Havendijkstraat 2  Geertruidenberg 6-7-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0779;2010;K50771752;8,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6322-02;G023-1928;Havendijkstraat;4931AS;Havendijkstraat 2 Geertruidenberg;Havendijkstraat;2;;Havendijkstraat 2;4931AS;23;1928;NL-0779-280023;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis Havendijkstraat 2  Geertruidenberg 6-7-1928;1928.07.06;Bouw woonhuis;Bouwvergunning Bouw woonhuis Havendijkstraat 2  Geertruidenberg 6-7-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0779;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6323-01;G024-1928;Centraleweg;4931NB;Centraleweg 40 Geertruidenberg;Centraleweg;40;;Centraleweg 40;4931NB;24;1928;NL-0779-280024;Beschikking;Bouwvergunning Beschikking Bouw strijkkamer Centraleweg 40  Geertruidenberg 6-7-1928;1928.07.06;Bouw strijkkamer;Bouwvergunning Bouw strijkkamer Centraleweg 40  Geertruidenberg 6-7-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw strijkkamer;NL 0779;2010;K50771752;8,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6323-02;G024-1928;Centraleweg;4931NB;Centraleweg 40 Geertruidenberg;Centraleweg;40;;Centraleweg 40;4931NB;24;1928;NL-0779-280024;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw strijkkamer Centraleweg 40  Geertruidenberg 6-7-1928;1928.07.06;Bouw strijkkamer;Bouwvergunning Bouw strijkkamer Centraleweg 40  Geertruidenberg 6-7-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw strijkkamer;NL 0779;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6324-01;G025-1928;Waterpoortstraat;4931AJ;Waterpoortstraat 2 Geertruidenberg;Waterpoortstraat;2;;Waterpoortstraat 2;4931AJ;25;1928;NL-0779-280025;Beschikking;Bouwvergunning Beschikking Bouw raam Waterpoortstraat 2 4931AJ Geertruidenberg 2-8-1928;1928.08.02;Bouw raam;Bouwvergunning Bouw raam Waterpoortstraat 2 4931AJ Geertruidenberg 2-8-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw raam;NL 0779;2010;K50771752;2,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6324-02;G025-1928;Waterpoortstraat;4931AJ;Waterpoortstraat 2 Geertruidenberg;Waterpoortstraat;2;;Waterpoortstraat 2;4931AJ;25;1928;NL-0779-280025;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw raam Waterpoortstraat 2 4931AJ Geertruidenberg 2-8-1928;1928.08.02;Bouw raam;Bouwvergunning Bouw raam Waterpoortstraat 2 4931AJ Geertruidenberg 2-8-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw raam;NL 0779;2010;K50771752;1,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6325-01;G026-1928;Brandestraat;4931AW;Brandestraat 28 Geertruidenberg;Brandestraat;28;;Brandestraat 28;4931AW;26;1928;NL-0779-280026;Beschikking;Bouwvergunning Beschikking Bouw keuken Brandestraat 28 4931AW Geertruidenberg 17-7-1928;1928.07.17;Bouw keuken;Bouwvergunning Bouw keuken Brandestraat 28 4931AW Geertruidenberg 17-7-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw keuken;NL 0779;2010;K50771752;9,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6325-02;G026-1928;Brandestraat;4931AW;Brandestraat 28 Geertruidenberg;Brandestraat;28;;Brandestraat 28;4931AW;26;1928;NL-0779-280026;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw keuken Brandestraat 28 4931AW Geertruidenberg 17-7-1928;1928.07.17;Bouw keuken;Bouwvergunning Bouw keuken Brandestraat 28 4931AW Geertruidenberg 17-7-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw keuken;NL 0779;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6326-01;G027-1928;Koestraat;4931CS;Koestraat 32 Geertruidenberg;Koestraat;32;;Koestraat 32;4931CS;27;1928;NL-0779-280027;Beschikking;Bouwvergunning Beschikking Verbouwen woonhuis met schuur Koestraat 32 4931CS Geertruidenberg 2-8-1928;1928.08.02;Verbouwen woonhuis met schuur;Bouwvergunning Verbouwen woonhuis met schuur Koestraat 32 4931CS Geertruidenberg 2-8-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woonhuis met schuur;NL 0779;2010;K50771752;8,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
GDB-6326-02;G027-1928;Koestraat;4931CS;Koestraat 32 Geertruidenberg;Koestraat;32;;Koestraat 32;4931CS;27;1928;NL-0779-280027;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonhuis met schuur Koestraat 32 4931CS Geertruidenberg 2-8-1928;1928.08.02;Verbouwen woonhuis met schuur;Bouwvergunning Verbouwen woonhuis met schuur Koestraat 32 4931CS Geertruidenberg 2-8-1928;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonhuis met schuur;NL 0779;2010;K50771752;3,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;;;
