Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-2243-02;BR552-1972;Rietstraat;4941CC; Rietstraat 6 Raamsdonksveer; Rietstraat;6;;Rietstraat 6;4941CC;552;1972;NL-0834-720552;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw houten volière  Rietstraat 6 4941CC Raamsdonksveer 23-8-1972;1972.08.23;Bouw houten volière;Bouwvergunning Bouw houten volière  Rietstraat 6 4941CC Raamsdonksveer 23-8-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw houten volière;NL 0834;2010;K50771752;2,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2244-01;BR578-1972;Oranjestraat;; Oranjestraat  Raamsdonksveer; Oranjestraat;;;Oranjestraat;;578;1972;NL-0834-720578;Beschikking;Bouwvergunning Beschikking Plaatsen houten schoolgebouw  Oranjestraat   Raamsdonksveer 30-8-1972;1972.08.30;Plaatsen houten schoolgebouw;Bouwvergunning Plaatsen houten schoolgebouw  Oranjestraat   Raamsdonksveer 30-8-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen houten schoolgebouw;NL 0834;2010;K50771752;2,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2244-02;BR578-1972;Oranjestraat;; Oranjestraat  Raamsdonksveer; Oranjestraat;;;Oranjestraat;;578;1972;NL-0834-720578;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen houten schoolgebouw  Oranjestraat   Raamsdonksveer 30-8-1972;1972.08.30;Plaatsen houten schoolgebouw;Bouwvergunning Plaatsen houten schoolgebouw  Oranjestraat   Raamsdonksveer 30-8-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen houten schoolgebouw;NL 0834;2010;K50771752;13,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2244-03;BR578-1972;Oranjestraat;; Oranjestraat  Raamsdonksveer; Oranjestraat;;;Oranjestraat;;578;1972;NL-0834-720578;Overige documenten;Bouwvergunning Overige documenten Plaatsen houten schoolgebouw  Oranjestraat   Raamsdonksveer 30-8-1972;1972.08.30;Plaatsen houten schoolgebouw;Bouwvergunning Plaatsen houten schoolgebouw  Oranjestraat   Raamsdonksveer 30-8-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Plaatsen houten schoolgebouw;NL 0834;2010;K50771752;2,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2245-01;BR579-1972;Hendrikstraat;4941JV;Prins Hendrikstraat 40 Raamsdonksveer;Prins Hendrikstraat;40;Prins;Prins Hendrikstraat 40;4941JV;579;1972;NL-0834-720579;Beschikking;Bouwvergunning Beschikking Verbeteren woning Prins Hendrikstraat 40 4941JV Raamsdonksveer 30-8-1972;1972.08.30;Verbeteren woning;Bouwvergunning Verbeteren woning Prins Hendrikstraat 40 4941JV Raamsdonksveer 30-8-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren woning;NL 0834;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2245-02;BR579-1972;Hendrikstraat;4941JV;Prins Hendrikstraat 40 Raamsdonksveer;Prins Hendrikstraat;40;Prins;Prins Hendrikstraat 40;4941JV;579;1972;NL-0834-720579;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbeteren woning Prins Hendrikstraat 40 4941JV Raamsdonksveer 30-8-1972;1972.08.30;Verbeteren woning;Bouwvergunning Verbeteren woning Prins Hendrikstraat 40 4941JV Raamsdonksveer 30-8-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbeteren woning;NL 0834;2010;K50771752;28,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2246-01;BR580-1972;Valeriaanstraat;4941BP; Valeriaanstraat 3 Raamsdonksveer; Valeriaanstraat;3;;Valeriaanstraat 3;4941BP;580;1972;NL-0834-720580;Beschikking;Bouwvergunning Beschikking Bouw serre  Valeriaanstraat 3 4941BP Raamsdonksveer 30-8-1972;1972.08.30;Bouw serre;Bouwvergunning Bouw serre  Valeriaanstraat 3 4941BP Raamsdonksveer 30-8-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw serre;NL 0834;2010;K50771752;9,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2247-01;BR581-1972;Margrietstraat;4941JM; Margrietstraat 54 Raamsdonksveer; Margrietstraat;54;;Margrietstraat 54;4941JM;581;1972;NL-0834-720581;Beschikking;Bouwvergunning Beschikking Bouw serre  Margrietstraat 54 4941JM Raamsdonksveer 30-8-1972;1972.08.30;Bouw serre;Bouwvergunning Bouw serre  Margrietstraat 54 4941JM Raamsdonksveer 30-8-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw serre;NL 0834;2010;K50771752;5,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2248-01;BR589-1972;Raadhuisstraat;4944VE; Raadhuisstraat 3 Raamsdonk; Raadhuisstraat;3;;Raadhuisstraat 3;4944VE;589;1972;NL-0834-720589;Beschikking;Bouwvergunning Beschikking Verbeteren woning  Raadhuisstraat 3 4944VE Raamsdonk 5-9-1972;1972.09.05;Verbeteren woning;Bouwvergunning Verbeteren woning  Raadhuisstraat 3 4944VE Raamsdonk 5-9-1972;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren woning;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2248-02;BR589-1972;Raadhuisstraat;4944VE; Raadhuisstraat 3 Raamsdonk; Raadhuisstraat;3;;Raadhuisstraat 3;4944VE;589;1972;NL-0834-720589;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbeteren woning  Raadhuisstraat 3 4944VE Raamsdonk 5-9-1972;1972.09.05;Verbeteren woning;Bouwvergunning Verbeteren woning  Raadhuisstraat 3 4944VE Raamsdonk 5-9-1972;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbeteren woning;NL 0834;2010;K50771752;16,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2249-01;BR597-1972;Maasdijk;4941GB; Maasdijk 8 Raamsdonksveer; Maasdijk;8;;Maasdijk 8;4941GB;597;1972;NL-0834-720597;Beschikking;Bouwvergunning Beschikking Plaatsen 2 deurkozijnen in zij- en achtergevel en maken bordes achterzijde woning  Maasdijk 8 4941GB Raamsdonksveer 5-9-1972;1972.09.05;Plaatsen 2 deurkozijnen in zij- en achtergevel en maken bordes achterzijde woning;Bouwvergunning Plaatsen 2 deurkozijnen in zij- en achtergevel en maken bordes achterzijde woning  Maasdijk 8 4941GB Raamsdonksveer 5-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen 2 deurkozijnen in zij- en achtergevel en maken bordes achterzijde woning;NL 0834;2010;K50771752;6,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2249-02;BR597-1972;Maasdijk;4941GB; Maasdijk 8 Raamsdonksveer; Maasdijk;8;;Maasdijk 8;4941GB;597;1972;NL-0834-720597;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen 2 deurkozijnen in zij- en achtergevel en maken bordes achterzijde woning  Maasdijk 8 4941GB Raamsdonksveer 5-9-1972;1972.09.05;Plaatsen 2 deurkozijnen in zij- en achtergevel en maken bordes achterzijde woning;Bouwvergunning Plaatsen 2 deurkozijnen in zij- en achtergevel en maken bordes achterzijde woning  Maasdijk 8 4941GB Raamsdonksveer 5-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen 2 deurkozijnen in zij- en achtergevel en maken bordes achterzijde woning;NL 0834;2010;K50771752;6,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2250-01;BR598-1972;Lijsterbesstraat;4941KR; Lijsterbesstraat 32 Raamsdonksveer; Lijsterbesstraat;32;;Lijsterbesstraat 32;4941KR;598;1972;NL-0834-720598;Beschikking;Bouwvergunning Beschikking Bouw serre  Lijsterbesstraat 32 4941KR Raamsdonksveer 5-9-1972;1972.09.05;Bouw serre;Bouwvergunning Bouw serre  Lijsterbesstraat 32 4941KR Raamsdonksveer 5-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw serre;NL 0834;2010;K50771752;3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2250-02;BR598-1972;Lijsterbesstraat;4941KR; Lijsterbesstraat 32 Raamsdonksveer; Lijsterbesstraat;32;;Lijsterbesstraat 32;4941KR;598;1972;NL-0834-720598;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw serre  Lijsterbesstraat 32 4941KR Raamsdonksveer 5-9-1972;1972.09.05;Bouw serre;Bouwvergunning Bouw serre  Lijsterbesstraat 32 4941KR Raamsdonksveer 5-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw serre;NL 0834;2010;K50771752;4,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2251-01;BR599-1972;Julianalaan;4941JA; Julianalaan 13 Raamsdonksveer; Julianalaan;13;;Julianalaan 13;4941JA;599;1972;NL-0834-720599;Beschikking;Bouwvergunning Beschikking Verbeteren woning  Julianalaan 13 4941JA Raamsdonksveer 5-9-1972;1972.09.05;Verbeteren woning;Bouwvergunning Verbeteren woning  Julianalaan 13 4941JA Raamsdonksveer 5-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren woning;NL 0834;2010;K50771752;7,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2251-02;BR599-1972;Julianalaan;4941JA; Julianalaan 13 Raamsdonksveer; Julianalaan;13;;Julianalaan 13;4941JA;599;1972;NL-0834-720599;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbeteren woning  Julianalaan 13 4941JA Raamsdonksveer 5-9-1972;1972.09.05;Verbeteren woning;Bouwvergunning Verbeteren woning  Julianalaan 13 4941JA Raamsdonksveer 5-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbeteren woning;NL 0834;2010;K50771752;7,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2252-01;BR607-1972;Keizersdijk;4941GG; Keizersdijk 50-52 Raamsdonksveer; Keizersdijk;50-52;;Keizersdijk 50-52;4941GG;607;1972;NL-0834-720607;Beschikking;Bouwvergunning Beschikking Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn  Keizersdijk 50-52  Raamsdonksveer 14-9-1972;1972.09.14;Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn;Bouwvergunning Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn  Keizersdijk 50-52  Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2252-02;BR607-1972;Keizersdijk;4941GG; Keizersdijk 50-52 Raamsdonksveer; Keizersdijk;50-52;;Keizersdijk 50-52;4941GG;607;1972;NL-0834-720607;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn  Keizersdijk 50-52  Raamsdonksveer 14-9-1972;1972.09.14;Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn;Bouwvergunning Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn  Keizersdijk 50-52  Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn;NL 0834;2010;K50771752;30;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2252-03;BR607-1972;Keizersdijk;4941GG; Keizersdijk 50-52 Raamsdonksveer; Keizersdijk;50-52;;Keizersdijk 50-52;4941GG;607;1972;NL-0834-720607;Overige documenten;Bouwvergunning Overige documenten Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn  Keizersdijk 50-52  Raamsdonksveer 14-9-1972;1972.09.14;Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn;Bouwvergunning Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn  Keizersdijk 50-52  Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Verbouwen  woonhuis annex winkelpand plus bouw garage - magazijn;NL 0834;2010;K50771752;1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2253-01;BR609-1972;Berkenstraat;4941KT; Berkenstraat 41 Raamsdonksveer; Berkenstraat;41;;Berkenstraat 41;4941KT;609;1972;NL-0834-720609;Beschikking;Bouwvergunning Beschikking Bouw stenen garage  Berkenstraat 41 4941KT Raamsdonksveer 14-9-1972;1972.09.14;Bouw stenen garage;Bouwvergunning Bouw stenen garage  Berkenstraat 41 4941KT Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw stenen garage;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2253-02;BR609-1972;Berkenstraat;4941KT; Berkenstraat 41 Raamsdonksveer; Berkenstraat;41;;Berkenstraat 41;4941KT;609;1972;NL-0834-720609;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw stenen garage  Berkenstraat 41 4941KT Raamsdonksveer 14-9-1972;1972.09.14;Bouw stenen garage;Bouwvergunning Bouw stenen garage  Berkenstraat 41 4941KT Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw stenen garage;NL 0834;2010;K50771752;5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2254-01;BR611-1972;Haven;4941DJ; Haven 134 Raamsdonksveer; Haven;134;;Haven 134;4941DJ;611;1972;NL-0834-720611;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Haven 134  Raamsdonksveer 14-9-1972;1972.09.14;Verbouwen woning;Bouwvergunning Verbouwen woning  Haven 134  Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;2,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2254-02;BR611-1972;Haven;4941DJ; Haven 134 Raamsdonksveer; Haven;134;;Haven 134;4941DJ;611;1972;NL-0834-720611;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Haven 134  Raamsdonksveer 14-9-1972;1972.09.14;Verbouwen woning;Bouwvergunning Verbouwen woning  Haven 134  Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;20,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2255-01;BR612-1972;Poelstraat;4941AL;van de  Poelstraat 19 Raamsdonksveer;van de  Poelstraat;19;van de ;van de Poelstraat 19;4941AL;612;1972;NL-0834-720612;Beschikking;Bouwvergunning Beschikking Bouw garage van de  Poelstraat 19 4941AL Raamsdonksveer 14-9-1972;1972.09.14;Bouw garage;Bouwvergunning Bouw garage van de  Poelstraat 19 4941AL Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2255-02;BR612-1972;Poelstraat;4941AL;van de  Poelstraat 19 Raamsdonksveer;van de  Poelstraat;19;van de ;van de Poelstraat 19;4941AL;612;1972;NL-0834-720612;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage van de  Poelstraat 19 4941AL Raamsdonksveer 14-9-1972;1972.09.14;Bouw garage;Bouwvergunning Bouw garage van de  Poelstraat 19 4941AL Raamsdonksveer 14-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2256-01;BR642-1972;Hooipolder;; Hooipolder  Raamsdonksveer; Hooipolder;;;Hooipolder;;642;1972;NL-0834-720642;Beschikking;Bouwvergunning Beschikking Bouw 61 eengezinswoningen en 9 garages  Hooipolder   Raamsdonksveer 20-9-1972;1972.09.20;Bouw 61 eengezinswoningen en 9 garages;Bouwvergunning Bouw 61 eengezinswoningen en 9 garages  Hooipolder   Raamsdonksveer 20-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 61 eengezinswoningen en 9 garages;NL 0834;2010;K50771752;0,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2256-02;BR642-1972;Hooipolder;; Hooipolder  Raamsdonksveer; Hooipolder;;;Hooipolder;;642;1972;NL-0834-720642;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 61 eengezinswoningen en 9 garages  Hooipolder   Raamsdonksveer 20-9-1972;1972.09.20;Bouw 61 eengezinswoningen en 9 garages;Bouwvergunning Bouw 61 eengezinswoningen en 9 garages  Hooipolder   Raamsdonksveer 20-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 61 eengezinswoningen en 9 garages;NL 0834;2010;K50771752;247,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de Architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2256-03;BR642-1972;Hooipolder;; Hooipolder  Raamsdonksveer; Hooipolder;;;Hooipolder;;642;1972;NL-0834-720642;Overige documenten;Bouwvergunning Overige documenten Bouw 61 eengezinswoningen en 9 garages  Hooipolder   Raamsdonksveer 20-9-1972;1972.09.20;Bouw 61 eengezinswoningen en 9 garages;Bouwvergunning Bouw 61 eengezinswoningen en 9 garages  Hooipolder   Raamsdonksveer 20-9-1972;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 61 eengezinswoningen en 9 garages;NL 0834;2010;K50771752;26,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2257-01;BR644-1972;Raadhuisstraat;4944VE; Raadhuisstraat 7 Raamsdonk; Raadhuisstraat;7;;Raadhuisstraat 7;4944VE;644;1972;NL-0834-720644;Beschikking;Bouwvergunning Beschikking Bouw stenen berging  Raadhuisstraat 7 4944VE Raamsdonk 20-9-1972;1972.09.20;Bouw stenen berging;Bouwvergunning Bouw stenen berging  Raadhuisstraat 7 4944VE Raamsdonk 20-9-1972;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw stenen berging;NL 0834;2010;K50771752;3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
