Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-1463-02;BR136c-1966;Broekstraat;4944XJ;Lange Broekstraat 34 Raamsdonk;Lange Broekstraat;34;Lange;Lange Broekstraat 34;4944XJ;136c;1966;NL-0834-660136C;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verplaatsen bestaand kippenhok Lange Broekstraat 34 4944XJ Raamsdonk 14-4-1966;1966.04.14;Verplaatsen bestaand kippenhok;Bouwvergunning Verplaatsen bestaand kippenhok Lange Broekstraat 34 4944XJ Raamsdonk 14-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verplaatsen bestaand kippenhok;NL 0834;2010;K50771752;5,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1464-01;BR136b-1966;Bernhardstraat;4941GH;Prins Bernhardstraat 10 Raamsdonksveer;Prins Bernhardstraat;10;Prins;Prins Bernhardstraat 10;4941GH;136b;1966;NL-0834-660136B;Beschikking;Bouwvergunning Beschikking Bijbouwen toiletruimte en verbouwen woonhuis inwendig tot bar Prins Bernhardstraat 10 4941GH Raamsdonksveer 14-4-1966;1966.04.14;Bijbouwen toiletruimte en verbouwen woonhuis inwendig tot bar;Bouwvergunning Bijbouwen toiletruimte en verbouwen woonhuis inwendig tot bar Prins Bernhardstraat 10 4941GH Raamsdonksveer 14-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bijbouwen toiletruimte en verbouwen woonhuis inwendig tot bar;NL 0834;2010;K50771752;2,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1464-02;BR136b-1966;Bernhardstraat;4941GH;Prins Bernhardstraat 10 Raamsdonksveer;Prins Bernhardstraat;10;Prins;Prins Bernhardstraat 10;4941GH;136b;1966;NL-0834-660136B;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bijbouwen toiletruimte en verbouwen woonhuis inwendig tot bar Prins Bernhardstraat 10 4941GH Raamsdonksveer 14-4-1966;1966.04.14;Bijbouwen toiletruimte en verbouwen woonhuis inwendig tot bar;Bouwvergunning Bijbouwen toiletruimte en verbouwen woonhuis inwendig tot bar Prins Bernhardstraat 10 4941GH Raamsdonksveer 14-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bijbouwen toiletruimte en verbouwen woonhuis inwendig tot bar;NL 0834;2010;K50771752;15,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1465-01;BR138-1966;Kerklaan;4944VB; Kerklaan 10 Raamsdonk; Kerklaan;10;;Kerklaan 10;4944VB;138;1966;NL-0834-660138;Beschikking;Bouwvergunning Beschikking Bouw mestschuur voor kuikenmesterij  Kerklaan 10 4944VB Raamsdonk 22-4-1966;1966.04.22;Bouw mestschuur voor kuikenmesterij;Bouwvergunning Bouw mestschuur voor kuikenmesterij  Kerklaan 10 4944VB Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw mestschuur voor kuikenmesterij;NL 0834;2010;K50771752;2,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1465-02;BR138-1966;Kerklaan;4944VB; Kerklaan 10 Raamsdonk; Kerklaan;10;;Kerklaan 10;4944VB;138;1966;NL-0834-660138;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw mestschuur voor kuikenmesterij  Kerklaan 10 4944VB Raamsdonk 22-4-1966;1966.04.22;Bouw mestschuur voor kuikenmesterij;Bouwvergunning Bouw mestschuur voor kuikenmesterij  Kerklaan 10 4944VB Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw mestschuur voor kuikenmesterij;NL 0834;2010;K50771752;12,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1465-03;BR138-1966;Kerklaan;4944VB; Kerklaan 10 Raamsdonk; Kerklaan;10;;Kerklaan 10;4944VB;138;1966;NL-0834-660138;Overige documenten;Bouwvergunning Overige documenten Bouw mestschuur voor kuikenmesterij  Kerklaan 10 4944VB Raamsdonk 22-4-1966;1966.04.22;Bouw mestschuur voor kuikenmesterij;Bouwvergunning Bouw mestschuur voor kuikenmesterij  Kerklaan 10 4944VB Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw mestschuur voor kuikenmesterij;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1466-01;BR139b-1966;Oomestraat;4944AM;Cornelis Oomestraat 52 Raamsdonk;Cornelis Oomestraat;52;Cornelis;Cornelis Oomestraat 52;4944AM;139b;1966;NL-0834-660139B;Beschikking;Bouwvergunning Beschikking Bouw garage met berging Cornelis Oomestraat 52 4944AM Raamsdonk 22-4-1966;1966.04.22;Bouw garage met berging;Bouwvergunning Bouw garage met berging Cornelis Oomestraat 52 4944AM Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage met berging;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1466-02;BR139b-1966;Oomestraat;4944AM;Cornelis Oomestraat 52 Raamsdonk;Cornelis Oomestraat;52;Cornelis;Cornelis Oomestraat 52;4944AM;139b;1966;NL-0834-660139B;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage met berging Cornelis Oomestraat 52 4944AM Raamsdonk 22-4-1966;1966.04.22;Bouw garage met berging;Bouwvergunning Bouw garage met berging Cornelis Oomestraat 52 4944AM Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage met berging;NL 0834;2010;K50771752;8,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1467-01;BR139-1966;Boterpolder;; Boterpolder  Raamsdonksveer; Boterpolder;;;Boterpolder;;139;1966;NL-0834-660139;Beschikking;Bouwvergunning Beschikking Bouw industriehal  Boterpolder   Raamsdonksveer 22-4-1966;1966.04.22;Bouw industriehal;Bouwvergunning Bouw industriehal  Boterpolder   Raamsdonksveer 22-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw industriehal;NL 0834;2010;K50771752;6,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1467-02;BR139-1966;Boterpolder;; Boterpolder  Raamsdonksveer; Boterpolder;;;Boterpolder;;139;1966;NL-0834-660139;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw industriehal  Boterpolder   Raamsdonksveer 22-4-1966;1966.04.22;Bouw industriehal;Bouwvergunning Bouw industriehal  Boterpolder   Raamsdonksveer 22-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw industriehal;NL 0834;2010;K50771752;26,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1467-03;BR139-1966;Boterpolder;; Boterpolder  Raamsdonksveer; Boterpolder;;;Boterpolder;;139;1966;NL-0834-660139;Overige documenten;Bouwvergunning Overige documenten Bouw industriehal  Boterpolder   Raamsdonksveer 22-4-1966;1966.04.22;Bouw industriehal;Bouwvergunning Bouw industriehal  Boterpolder   Raamsdonksveer 22-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw industriehal;NL 0834;2010;K50771752;6,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1468-01;BR140a-1966;Bergenstraat;; Bergenstraat  Raamsdonk; Bergenstraat;;;Bergenstraat;;140a;1966;NL-0834-660140A;Beschikking;Bouwvergunning Beschikking Uitbreiden schoenfabriek met opslagruimte  Bergenstraat   Raamsdonk 22-4-1966;1966.04.22;Uitbreiden schoenfabriek met opslagruimte;Bouwvergunning Uitbreiden schoenfabriek met opslagruimte  Bergenstraat   Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden schoenfabriek met opslagruimte;NL 0834;2010;K50771752;6,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1468-02;BR140a-1966;Bergenstraat;; Bergenstraat  Raamsdonk; Bergenstraat;;;Bergenstraat;;140a;1966;NL-0834-660140A;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden schoenfabriek met opslagruimte  Bergenstraat   Raamsdonk 22-4-1966;1966.04.22;Uitbreiden schoenfabriek met opslagruimte;Bouwvergunning Uitbreiden schoenfabriek met opslagruimte  Bergenstraat   Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden schoenfabriek met opslagruimte;NL 0834;2010;K50771752;27,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1469-01;BR140b-1966;Koningstraat;4941GT; Koningstraat 5 Raamsdonksveer; Koningstraat;5;;Koningstraat 5;4941GT;140b;1966;NL-0834-660140B;Beschikking;Bouwvergunning Beschikking Plaatsen nieuwe raamkozijnen  Koningstraat 5 4941GT Raamsdonksveer 22-4-1966;1966.04.22;Plaatsen nieuwe raamkozijnen;Bouwvergunning Plaatsen nieuwe raamkozijnen  Koningstraat 5 4941GT Raamsdonksveer 22-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen nieuwe raamkozijnen;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1469-02;BR140b-1966;Koningstraat;4941GT; Koningstraat 5 Raamsdonksveer; Koningstraat;5;;Koningstraat 5;4941GT;140b;1966;NL-0834-660140B;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen nieuwe raamkozijnen  Koningstraat 5 4941GT Raamsdonksveer 22-4-1966;1966.04.22;Plaatsen nieuwe raamkozijnen;Bouwvergunning Plaatsen nieuwe raamkozijnen  Koningstraat 5 4941GT Raamsdonksveer 22-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen nieuwe raamkozijnen;NL 0834;2010;K50771752;5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1470-01;BR140-1966;Oomestraat;;Cornelis Oomestraat  Raamsdonk;Cornelis Oomestraat;;Cornelis;Cornelis Oomestraat;;140;1966;NL-0834-660140;Beschikking;Bouwvergunning Beschikking Bouw woonhuis Cornelis Oomestraat   Raamsdonk 22-4-1966;1966.04.22;Bouw woonhuis;Bouwvergunning Bouw woonhuis Cornelis Oomestraat   Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0834;2010;K50771752;7,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1470-02;BR140-1966;Oomestraat;;Cornelis Oomestraat  Raamsdonk;Cornelis Oomestraat;;Cornelis;Cornelis Oomestraat;;140;1966;NL-0834-660140;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis Cornelis Oomestraat   Raamsdonk 22-4-1966;1966.04.22;Bouw woonhuis;Bouwvergunning Bouw woonhuis Cornelis Oomestraat   Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0834;2010;K50771752;30,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1470-03;BR140-1966;Oomestraat;;Cornelis Oomestraat  Raamsdonk;Cornelis Oomestraat;;Cornelis;Cornelis Oomestraat;;140;1966;NL-0834-660140;Overige documenten;Bouwvergunning Overige documenten Bouw woonhuis Cornelis Oomestraat   Raamsdonk 22-4-1966;1966.04.22;Bouw woonhuis;Bouwvergunning Bouw woonhuis Cornelis Oomestraat   Raamsdonk 22-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw woonhuis;NL 0834;2010;K50771752;5,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1471-01;BR140h-1966;Beatrixlaan;; Beatrixlaan  Raamsdonksveer; Beatrixlaan;;;Beatrixlaan;;140h;1966;NL-0834-660140H;Beschikking;Bouwvergunning Beschikking Bouw woonhuis  Beatrixlaan   Raamsdonksveer 22-4-1966;1966.04.22;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Beatrixlaan   Raamsdonksveer 22-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0834;2010;K50771752;8,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1471-02;BR140h-1966;Beatrixlaan;; Beatrixlaan  Raamsdonksveer; Beatrixlaan;;;Beatrixlaan;;140h;1966;NL-0834-660140H;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis  Beatrixlaan   Raamsdonksveer 22-4-1966;1966.04.22;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Beatrixlaan   Raamsdonksveer 22-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0834;2010;K50771752;44,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1472-01;BR142-1966;Ambachtstraat;4944AS;Luiten Ambachtstraat 5 Raamsdonk;Luiten Ambachtstraat;5;Luiten;Luiten Ambachtstraat 5;4944AS;142;1966;NL-0834-660142;Beschikking;Bouwvergunning Beschikking Verbouwen pand Luiten Ambachtstraat 5 4944AS Raamsdonk 28-4-1966;1966.04.28;Verbouwen pand;Bouwvergunning Verbouwen pand Luiten Ambachtstraat 5 4944AS Raamsdonk 28-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen pand;NL 0834;2010;K50771752;3,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1472-02;BR142-1966;Ambachtstraat;4944AS;Luiten Ambachtstraat 5 Raamsdonk;Luiten Ambachtstraat;5;Luiten;Luiten Ambachtstraat 5;4944AS;142;1966;NL-0834-660142;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen pand Luiten Ambachtstraat 5 4944AS Raamsdonk 28-4-1966;1966.04.28;Verbouwen pand;Bouwvergunning Verbouwen pand Luiten Ambachtstraat 5 4944AS Raamsdonk 28-4-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen pand;NL 0834;2010;K50771752;12,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1473-01;BR143-1966;Kartuizerstraat;4941EE; Kartuizerstraat 4 Raamsdonksveer; Kartuizerstraat;4;;Kartuizerstraat 4;4941EE;143;1966;NL-0834-660143;Beschikking;Bouwvergunning Beschikking Verbouwen pand  Kartuizerstraat 4 4941EE Raamsdonksveer 28-4-1966;1966.04.28;Verbouwen pand;Bouwvergunning Verbouwen pand  Kartuizerstraat 4 4941EE Raamsdonksveer 28-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen pand;NL 0834;2010;K50771752;1,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1473-02;BR143-1966;Kartuizerstraat;4941EE; Kartuizerstraat 4 Raamsdonksveer; Kartuizerstraat;4;;Kartuizerstraat 4;4941EE;143;1966;NL-0834-660143;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen pand  Kartuizerstraat 4 4941EE Raamsdonksveer 28-4-1966;1966.04.28;Verbouwen pand;Bouwvergunning Verbouwen pand  Kartuizerstraat 4 4941EE Raamsdonksveer 28-4-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen pand;NL 0834;2010;K50771752;4,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1474-01;BR144-1966;Schoolpad;4941DB; Schoolpad 4 Raamsdonksveer; Schoolpad;4;;Schoolpad 4;4941DB;144;1966;NL-0834-660144;Beschikking;Bouwvergunning Beschikking Vernieuwen achtergevel en gedeelte zijgevel  Schoolpad 4 4941DB Raamsdonksveer 5-5-1966;1966.05.05;Vernieuwen achtergevel en gedeelte zijgevel;Bouwvergunning Vernieuwen achtergevel en gedeelte zijgevel  Schoolpad 4 4941DB Raamsdonksveer 5-5-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen achtergevel en gedeelte zijgevel;NL 0834;2010;K50771752;1,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1474-02;BR144-1966;Schoolpad;4941DB; Schoolpad 4 Raamsdonksveer; Schoolpad;4;;Schoolpad 4;4941DB;144;1966;NL-0834-660144;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vernieuwen achtergevel en gedeelte zijgevel  Schoolpad 4 4941DB Raamsdonksveer 5-5-1966;1966.05.05;Vernieuwen achtergevel en gedeelte zijgevel;Bouwvergunning Vernieuwen achtergevel en gedeelte zijgevel  Schoolpad 4 4941DB Raamsdonksveer 5-5-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vernieuwen achtergevel en gedeelte zijgevel;NL 0834;2010;K50771752;3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1475-01;BR145-1966;Broekstraat;4944XH;Lange Broekstraat 19 Raamsdonk;Lange Broekstraat;19;Lange;Lange Broekstraat 19;4944XH;145;1966;NL-0834-660145;Beschikking;Bouwvergunning Beschikking Verbouwen pand Lange Broekstraat 19 4944XH Raamsdonk 5-5-1966;1966.05.05;Verbouwen pand;Bouwvergunning Verbouwen pand Lange Broekstraat 19 4944XH Raamsdonk 5-5-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen pand;NL 0834;2010;K50771752;2,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1475-02;BR145-1966;Broekstraat;4944XH;Lange Broekstraat 19 Raamsdonk;Lange Broekstraat;19;Lange;Lange Broekstraat 19;4944XH;145;1966;NL-0834-660145;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen pand Lange Broekstraat 19 4944XH Raamsdonk 5-5-1966;1966.05.05;Verbouwen pand;Bouwvergunning Verbouwen pand Lange Broekstraat 19 4944XH Raamsdonk 5-5-1966;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen pand;NL 0834;2010;K50771752;4,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1476-01;BR146-1966;Ambachtsherenlaan;; Ambachtsherenlaan  Raamsdonksveer; Ambachtsherenlaan;;;Ambachtsherenlaan;;146;1966;NL-0834-660146;Beschikking;Bouwvergunning Beschikking Bouw bungalow  Ambachtsherenlaan   Raamsdonksveer 5-5-1966;1966.05.05;Bouw bungalow;Bouwvergunning Bouw bungalow  Ambachtsherenlaan   Raamsdonksveer 5-5-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bungalow;NL 0834;2010;K50771752;6,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1476-02;BR146-1966;Ambachtsherenlaan;; Ambachtsherenlaan  Raamsdonksveer; Ambachtsherenlaan;;;Ambachtsherenlaan;;146;1966;NL-0834-660146;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bungalow  Ambachtsherenlaan   Raamsdonksveer 5-5-1966;1966.05.05;Bouw bungalow;Bouwvergunning Bouw bungalow  Ambachtsherenlaan   Raamsdonksveer 5-5-1966;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bungalow;NL 0834;2010;K50771752;11,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
