DossierId;Naam;Gebruiksrechten_OmschrijvingVoorwaarden;Gebruiksrechten_DatumOfPeriode;Vertrouwelijkheid_ClassificatieNiveau;Vertrouwelijkheid_DatumOfPeriode;Openbaarheid_OmschrijvingBeperkingen;Openbaarheid_DatumOfPeriode;Bestand_Vorm_Redactiegenre;Bestand_Formaat_Bestandsnaam;Bestand_Formaat_BestandsOmvang;Bestand_Formaat_BestandsFormaat;Bestand_Formaat_FysiekeIntegriteit_Algoritme
NL-0784-BV000009029;oprichten vrijstaande woning Kerkstraat 101 17-03-1980;Beschermd wegens rechten architect;17-03-1980;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000033130.pdf;9884341;fmt/18;sha256
NL-0784-BV000009029;oprichten vrijstaande woning Kerkstraat 101 17-03-1980;Beschermd wegens rechten architect;17-03-1980;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000033131.pdf;3655680;fmt/18;sha256
NL-0784-BV000009029;oprichten vrijstaande woning Kerkstraat 101 17-03-1980;Vrij te gebruiken;17-03-1980;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000033132.pdf;4018687;fmt/18;sha256
NL-0784-BV000012722;bouwen vrijstaande houten bouwkeet Prinsenhoef 1 31-01-1979;Vrij te gebruiken;31-01-1979;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000034148.pdf;724595;fmt/18;sha256
NL-0784-BV000012722;bouwen vrijstaande houten bouwkeet Prinsenhoef 1 31-01-1979;Beschermd wegens rechten architect;31-01-1979;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000034149.pdf;7538375;fmt/18;sha256
NL-0784-BV000012722;bouwen vrijstaande houten bouwkeet Prinsenhoef 1 31-01-1979;Beschermd wegens rechten architect;31-01-1979;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000034150.pdf;3341576;fmt/18;sha256
NL-0784-BV000012722;bouwen vrijstaande houten bouwkeet Prinsenhoef 1 31-01-1979;Vrij te gebruiken;31-01-1979;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000034151.pdf;3492476;fmt/18;sha256
NL-0784-BV000001938;bouwen van kantoren en magazijn, kunstlederfabriek, lakmakerij en opslagplaats Laagstraat 26 20-01-1950;Vrij te gebruiken;20-01-1950;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000034756.pdf;611106;fmt/18;sha256
NL-0784-BV000001938;bouwen van kantoren en magazijn, kunstlederfabriek, lakmakerij en opslagplaats Laagstraat 26 20-01-1950;Vrij te gebruiken;20-01-1950;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000034757.pdf;15305583;fmt/18;sha256
NL-0784-BV000001938;bouwen van kantoren en magazijn, kunstlederfabriek, lakmakerij en opslagplaats Laagstraat 26 20-01-1950;Vrij te gebruiken;20-01-1950;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000034758.pdf;18681413;fmt/18;sha256
NL-0784-BV000001938;bouwen van kantoren en magazijn, kunstlederfabriek, lakmakerij en opslagplaats Laagstraat 26 20-01-1950;Vrij te gebruiken;20-01-1950;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000034759.pdf;18184989;fmt/18;sha256
NL-0784-BV000001938;bouwen van kantoren en magazijn, kunstlederfabriek, lakmakerij en opslagplaats Laagstraat 26 20-01-1950;Vrij te gebruiken;20-01-1950;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000034760.pdf;18184544;fmt/18;sha256
NL-0784-BV000009973;vergroten bestaande varkensstal Hulteneindsestraat 15 19-06-1984;Vrij te gebruiken;19-06-1984;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000035506.pdf;771636;fmt/18;sha256
NL-0784-BV000009973;vergroten bestaande varkensstal Hulteneindsestraat 15 19-06-1984;Beschermd wegens rechten architect;19-06-1984;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000035507.pdf;9439391;fmt/18;sha256
NL-0784-BV000009973;vergroten bestaande varkensstal Hulteneindsestraat 15 19-06-1984;Vrij te gebruiken;19-06-1984;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000035508.pdf;1737887;fmt/18;sha256
NL-0784-BV000009558;oprichten hobby-bergruimte Gagelrijs 58 24-08-1982;Vrij te gebruiken;24-08-1982;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000036987.pdf;646401;fmt/18;sha256
NL-0784-BV000009558;oprichten hobby-bergruimte Gagelrijs 58 24-08-1982;Beschermd wegens rechten architect;24-08-1982;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000036988.pdf;1216227;fmt/18;sha256
NL-0784-BV000009558;oprichten hobby-bergruimte Gagelrijs 58 24-08-1982;Vrij te gebruiken;24-08-1982;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000036989.pdf;1736460;fmt/18;sha256
NL-0784-BV000009737;oprichten van twee geschakelde woningen met aangebouwde garages Kapelstraat 13 A 21-06-1983;Vrij te gebruiken;21-06-1983;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000037642.pdf;934991;fmt/18;sha256
NL-0784-BV000009737;oprichten van twee geschakelde woningen met aangebouwde garages Kapelstraat 13 A 21-06-1983;Beschermd wegens rechten architect;21-06-1983;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000037643.pdf;5400245;fmt/18;sha256
NL-0784-BV000009737;oprichten van twee geschakelde woningen met aangebouwde garages Kapelstraat 13 A 21-06-1983;Beschermd wegens rechten architect;21-06-1983;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000037644.pdf;7313778;fmt/18;sha256
NL-0784-BV000009737;oprichten van twee geschakelde woningen met aangebouwde garages Kapelstraat 13 A 21-06-1983;Beschermd wegens rechten architect;21-06-1983;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000037645.pdf;7284299;fmt/18;sha256
NL-0784-BV000009737;oprichten van twee geschakelde woningen met aangebouwde garages Kapelstraat 13 A 21-06-1983;Beschermd wegens rechten architect;21-06-1983;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000037646.pdf;4176553;fmt/18;sha256
NL-0784-BV000009737;oprichten van twee geschakelde woningen met aangebouwde garages Kapelstraat 13 A 21-06-1983;Beschermd wegens rechten architect;21-06-1983;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000037647.pdf;997818;fmt/18;sha256
NL-0784-BV000009737;oprichten van twee geschakelde woningen met aangebouwde garages Kapelstraat 13 A 21-06-1983;Vrij te gebruiken;21-06-1983;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000037648.pdf;4404673;fmt/18;sha256
NL-0784-BV000010283;oprichten bedrijfsruimte met kantoorruimten Ericssonstraat 32 03-09-1985;Vrij te gebruiken;03-09-1985;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000039651.pdf;876038;fmt/18;sha256
NL-0784-BV000010283;oprichten bedrijfsruimte met kantoorruimten Ericssonstraat 32 03-09-1985;Beschermd wegens rechten architect;03-09-1985;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000039652.pdf;8447220;fmt/18;sha256
NL-0784-BV000010283;oprichten bedrijfsruimte met kantoorruimten Ericssonstraat 32 03-09-1985;Beschermd wegens rechten architect;03-09-1985;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000039653.pdf;9354659;fmt/18;sha256
NL-0784-BV000010283;oprichten bedrijfsruimte met kantoorruimten Ericssonstraat 32 03-09-1985;Beschermd wegens rechten architect;03-09-1985;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000039654.pdf;7957398;fmt/18;sha256
NL-0784-BV000010283;oprichten bedrijfsruimte met kantoorruimten Ericssonstraat 32 03-09-1985;Beschermd wegens rechten architect;03-09-1985;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000039655.pdf;9678967;fmt/18;sha256
NL-0784-BV000010283;oprichten bedrijfsruimte met kantoorruimten Ericssonstraat 32 03-09-1985;Vrij te gebruiken;03-09-1985;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000039656.pdf;32223125;fmt/18;sha256
NL-0784-BV000010351;uitbreiden stations-rijwielstalling Stationsplein 1 11-02-1986;Vrij te gebruiken;11-02-1986;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000039916.pdf;680058;fmt/18;sha256
NL-0784-BV000010351;uitbreiden stations-rijwielstalling Stationsplein 1 11-02-1986;Beschermd wegens rechten architect;11-02-1986;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000039917.pdf;2798167;fmt/18;sha256
NL-0784-BV000010351;uitbreiden stations-rijwielstalling Stationsplein 1 11-02-1986;Beschermd wegens rechten architect;11-02-1986;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000039918.pdf;1227331;fmt/18;sha256
NL-0784-BV000010351;uitbreiden stations-rijwielstalling Stationsplein 1 11-02-1986;Vrij te gebruiken;11-02-1986;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000039919.pdf;1837896;fmt/18;sha256
NL-0784-BV000010718;oprichten van een brandweergarage Schoolstraat 5 A 28-04-1987;Vrij te gebruiken;28-04-1987;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000041372.pdf;722010;fmt/18;sha256
NL-0784-BV000010718;oprichten van een brandweergarage Schoolstraat 5 A 28-04-1987;Beschermd wegens rechten architect;28-04-1987;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000041373.pdf;5225183;fmt/18;sha256
NL-0784-BV000010718;oprichten van een brandweergarage Schoolstraat 5 A 28-04-1987;Beschermd wegens rechten architect;28-04-1987;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000041374.pdf;5559265;fmt/18;sha256
NL-0784-BV000010718;oprichten van een brandweergarage Schoolstraat 5 A 28-04-1987;Beschermd wegens rechten architect;28-04-1987;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000041375.pdf;1381503;fmt/18;sha256
NL-0784-BV000010718;oprichten van een brandweergarage Schoolstraat 5 A 28-04-1987;Vrij te gebruiken;28-04-1987;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000041376.pdf;3675089;fmt/18;sha256
NL-0784-BV000010988;oprichten van een vrijstaand woonhuis met garage-berging Oude Baan 30 01-03-1988;Vrij te gebruiken;01-03-1988;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000042597.pdf;760463;fmt/18;sha256
NL-0784-BV000010988;oprichten van een vrijstaand woonhuis met garage-berging Oude Baan 30 01-03-1988;Beschermd wegens rechten architect;01-03-1988;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000042598.pdf;11297710;fmt/18;sha256
NL-0784-BV000010988;oprichten van een vrijstaand woonhuis met garage-berging Oude Baan 30 01-03-1988;Beschermd wegens rechten architect;01-03-1988;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000042599.pdf;13902817;fmt/18;sha256
NL-0784-BV000010988;oprichten van een vrijstaand woonhuis met garage-berging Oude Baan 30 01-03-1988;Beschermd wegens rechten architect;01-03-1988;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000042600.pdf;1133691;fmt/18;sha256
NL-0784-BV000010988;oprichten van een vrijstaand woonhuis met garage-berging Oude Baan 30 01-03-1988;Vrij te gebruiken;01-03-1988;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000042601.pdf;2361927;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Vrij te gebruiken;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000044382.pdf;1345808;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044383.pdf;9121919;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044384.pdf;9053926;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044385.pdf;5484201;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044386.pdf;2762143;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044387.pdf;5478707;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044388.pdf;6810965;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044389.pdf;13610492;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044390.pdf;11989128;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044391.pdf;3262112;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044392.pdf;8912055;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Beschermd wegens rechten architect;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000044393.pdf;11436965;fmt/18;sha256
NL-0784-BV000011428;oprichten van 2 halfvrijstaande woningen Aalstraat 56 A 13-06-1989;Vrij te gebruiken;13-06-1989;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000044394.pdf;6966551;fmt/18;sha256
NL-0784-BV000011780;gedeeltelijk veranderen woonhuis Schoolstraat 15 08-05-1990;Vrij te gebruiken;08-05-1990;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000045080.pdf;674262;fmt/18;sha256
NL-0784-BV000011780;gedeeltelijk veranderen woonhuis Schoolstraat 15 08-05-1990;Beschermd wegens rechten architect;08-05-1990;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000045081.pdf;6751044;fmt/18;sha256
NL-0784-BV000011780;gedeeltelijk veranderen woonhuis Schoolstraat 15 08-05-1990;Vrij te gebruiken;08-05-1990;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000045082.pdf;2342908;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Vrij te gebruiken;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000047562.pdf;2249698;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Vrij te gebruiken;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000047563.pdf;3223092;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Beschermd wegens rechten architect;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000047564.pdf;9884817;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Beschermd wegens rechten architect;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000047565.pdf;8572576;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Vrij te gebruiken;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000047566.pdf;9894709;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Beschermd wegens rechten architect;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000047567.pdf;13091075;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Beschermd wegens rechten architect;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000047568.pdf;6387246;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Beschermd wegens rechten architect;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000047569.pdf;10565779;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Beschermd wegens rechten architect;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000047570.pdf;1655172;fmt/18;sha256
NL-0784-BV000014300;vergroten horecapand Rijksweg 115 14-01-1992;Beschermd wegens rechten architect;14-01-1992;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000047571.pdf;4633757;fmt/18;sha256
NL-0784-BV000015677;plaatsen tuinhuisje Pius X-Straat 37 21-05-1996;Vrij te gebruiken;21-05-1996;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000052363.pdf;462337;fmt/18;sha256
NL-0784-BV000015677;plaatsen tuinhuisje Pius X-Straat 37 21-05-1996;Vrij te gebruiken;21-05-1996;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000052364.pdf;1204955;fmt/18;sha256
NL-0784-BV000015677;plaatsen tuinhuisje Pius X-Straat 37 21-05-1996;Beschermd wegens rechten architect;21-05-1996;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000052365.pdf;1506001;fmt/18;sha256
NL-0784-BV000015932;verbouwen van een apotheek Nieuwstraat 25 25-02-1997;Vrij te gebruiken;25-02-1997;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000052620.pdf;813196;fmt/18;sha256
NL-0784-BV000015932;verbouwen van een apotheek Nieuwstraat 25 25-02-1997;Vrij te gebruiken;25-02-1997;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000052621.pdf;1750963;fmt/18;sha256
NL-0784-BV000015932;verbouwen van een apotheek Nieuwstraat 25 25-02-1997;Beschermd wegens rechten architect;25-02-1997;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000052622.pdf;19559558;fmt/18;sha256
NL-0784-BV000015932;verbouwen van een apotheek Nieuwstraat 25 25-02-1997;Beschermd wegens rechten architect;25-02-1997;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000052623.pdf;11177547;fmt/18;sha256
NL-0784-BV000015932;verbouwen van een apotheek Nieuwstraat 25 25-02-1997;Vrij te gebruiken;25-02-1997;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000052624.pdf;3732018;fmt/18;sha256
NL-0784-BV000015819;plaatsen van een dakkapel in achtergeveldakvlak van de woning Prins Hendrikstraat 40 24-03-1998;Vrij te gebruiken;24-03-1998;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000057003.pdf;388504;fmt/18;sha256
NL-0784-BV000015819;plaatsen van een dakkapel in achtergeveldakvlak van de woning Prins Hendrikstraat 40 24-03-1998;Vrij te gebruiken;24-03-1998;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000057004.pdf;1221890;fmt/18;sha256
NL-0784-BV000015819;plaatsen van een dakkapel in achtergeveldakvlak van de woning Prins Hendrikstraat 40 24-03-1998;Beschermd wegens rechten architect;24-03-1998;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000057005.pdf;1861922;fmt/18;sha256
NL-0784-BV000015819;plaatsen van een dakkapel in achtergeveldakvlak van de woning Prins Hendrikstraat 40 24-03-1998;Vrij te gebruiken;24-03-1998;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000057006.pdf;635073;fmt/18;sha256
NL-0784-BV000012945;bouwen van een tuinderskas Hulteneindsestraat 32 01-06-1993;Vrij te gebruiken;01-06-1993;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000058496.pdf;744745;fmt/18;sha256
NL-0784-BV000012945;bouwen van een tuinderskas Hulteneindsestraat 32 01-06-1993;Vrij te gebruiken;01-06-1993;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000058497.pdf;1754862;fmt/18;sha256
NL-0784-BV000012945;bouwen van een tuinderskas Hulteneindsestraat 32 01-06-1993;Beschermd wegens rechten architect;01-06-1993;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000058498.pdf;7284960;fmt/18;sha256
NL-0784-BV000013369;bouwen van een woning Annie Romeinplein 17 11-04-1995;Vrij te gebruiken;11-04-1995;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000060755.pdf;1326388;fmt/18;sha256
NL-0784-BV000013369;bouwen van een woning Annie Romeinplein 17 11-04-1995;Vrij te gebruiken;11-04-1995;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000060756.pdf;13965282;fmt/18;sha256
NL-0784-BV000013369;bouwen van een woning Annie Romeinplein 17 11-04-1995;Beschermd wegens rechten architect;11-04-1995;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000060757.pdf;6850045;fmt/18;sha256
NL-0784-BV000013369;bouwen van een woning Annie Romeinplein 17 11-04-1995;Beschermd wegens rechten architect;11-04-1995;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000060758.pdf;7060769;fmt/18;sha256
NL-0784-BV000013369;bouwen van een woning Annie Romeinplein 17 11-04-1995;Vrij te gebruiken;11-04-1995;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000060759.pdf;13639506;fmt/18;sha256
NL-0784-BV000013369;bouwen van een woning Annie Romeinplein 17 11-04-1995;Beschermd wegens rechten architect;11-04-1995;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000060760.pdf;4680853;fmt/18;sha256
NL-0784-BV000013369;bouwen van een woning Annie Romeinplein 17 11-04-1995;Beschermd wegens rechten architect;11-04-1995;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000060761.pdf;7887835;fmt/18;sha256
NL-0784-BV000013812;plaatsen van een dakkapel Hulteneindsestraat 5 05-07-1994;Vrij te gebruiken;05-07-1994;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000061743.pdf;825836;fmt/18;sha256
NL-0784-BV000013812;plaatsen van een dakkapel Hulteneindsestraat 5 05-07-1994;Vrij te gebruiken;05-07-1994;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000061744.pdf;1877263;fmt/18;sha256
NL-0784-BV000013812;plaatsen van een dakkapel Hulteneindsestraat 5 05-07-1994;Beschermd wegens rechten architect;05-07-1994;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000061745.pdf;1282838;fmt/18;sha256
NL-0784-BV000013954;verbouwen en vergroten woonhuis Ridderstraat 11 29-01-1991;Vrij te gebruiken;29-01-1991;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000061948.pdf;807433;fmt/18;sha256
NL-0784-BV000013954;verbouwen en vergroten woonhuis Ridderstraat 11 29-01-1991;Vrij te gebruiken;29-01-1991;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000061949.pdf;1768881;fmt/18;sha256
NL-0784-BV000013954;verbouwen en vergroten woonhuis Ridderstraat 11 29-01-1991;Beschermd wegens rechten architect;29-01-1991;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000061950.pdf;9345344;fmt/18;sha256
NL-0784-BV000013954;verbouwen en vergroten woonhuis Ridderstraat 11 29-01-1991;Vrij te gebruiken;29-01-1991;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000061951.pdf;2842023;fmt/18;sha256
NL-0784-BV000013954;verbouwen en vergroten woonhuis Ridderstraat 11 29-01-1991;Beschermd wegens rechten architect;29-01-1991;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000061952.pdf;4823744;fmt/18;sha256
NL-0784-BV000013954;verbouwen en vergroten woonhuis Ridderstraat 11 29-01-1991;Beschermd wegens rechten architect;29-01-1991;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000061953.pdf;5159599;fmt/18;sha256
NL-0784-BV000013954;verbouwen en vergroten woonhuis Ridderstraat 11 29-01-1991;Beschermd wegens rechten architect;29-01-1991;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000061954.pdf;5280825;fmt/18;sha256
NL-0784-BV000018797;het aanbrengen van lichtreclame Spoorlaan Noord 17 12-12-2000;Vrij te gebruiken;12-12-2000;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000065350.pdf;395248;fmt/18;sha256
NL-0784-BV000018797;het aanbrengen van lichtreclame Spoorlaan Noord 17 12-12-2000;Vrij te gebruiken;12-12-2000;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000065351.pdf;540997;fmt/18;sha256
NL-0784-BV000018797;het aanbrengen van lichtreclame Spoorlaan Noord 17 12-12-2000;Beschermd wegens rechten architect;12-12-2000;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000065352.pdf;1572986;fmt/18;sha256
NL-0784-BV000020809;slopen varkenstallen Bavelseweg 3 09-03-1999;Vrij te gebruiken;09-03-1999;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000065596.pdf;1242250;fmt/18;sha256
NL-0784-BV000020809;slopen varkenstallen Bavelseweg 3 09-03-1999;Vrij te gebruiken;09-03-1999;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000065597.pdf;1686608;fmt/18;sha256
NL-0784-BV000020809;slopen varkenstallen Bavelseweg 3 09-03-1999;Beschermd wegens rechten architect;09-03-1999;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000065598.pdf;931614;fmt/18;sha256
NL-0784-BV000018797;het aanbrengen van lichtreclame Spoorlaan Noord 17 12-12-2000;Vrij te gebruiken;12-12-2000;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000068428.pdf;395248;fmt/18;sha256
NL-0784-BV000018797;het aanbrengen van lichtreclame Spoorlaan Noord 17 12-12-2000;Vrij te gebruiken;12-12-2000;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000068429.pdf;540997;fmt/18;sha256
NL-0784-BV000018797;het aanbrengen van lichtreclame Spoorlaan Noord 17 12-12-2000;Beschermd wegens rechten architect;12-12-2000;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000068430.pdf;1572986;fmt/18;sha256
