DossierId;Naam;Gebruiksrechten_OmschrijvingVoorwaarden;Gebruiksrechten_DatumOfPeriode;Vertrouwelijkheid_ClassificatieNiveau;Vertrouwelijkheid_DatumOfPeriode;Openbaarheid_OmschrijvingBeperkingen;Openbaarheid_DatumOfPeriode;Bestand_Vorm_Redactiegenre;Bestand_Formaat_Bestandsnaam;Bestand_Formaat_BestandsOmvang;Bestand_Formaat_BestandsFormaat;Bestand_Formaat_FysiekeIntegriteit_Algoritme
NL-0784-BV000012165;bouwen twee zomerhuisjes met garage Rijense Dijk 23-06-1932;Vrij te gebruiken;23-06-1932;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000003671.pdf;10138080;fmt/18;sha256
NL-0784-BV000000023;bouwen landbouwerswoning Hoofdstraat 13 17-05-1905;Vrij te gebruiken;17-05-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004136.pdf;16509859;fmt/18;sha256
NL-0784-BV000000023;bouwen landbouwerswoning Hoofdstraat 13 17-05-1905;Vrij te gebruiken;17-05-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004137.pdf;908484;fmt/18;sha256
NL-0784-BV000000046;bouw school-cathechismuslokalem,sacristie en portiek Raadhuisstraat 3 07-10-1908;Vrij te gebruiken;07-10-1908;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004162.pdf;13993835;fmt/18;sha256
NL-0784-BV000000046;bouw school-cathechismuslokalem,sacristie en portiek Raadhuisstraat 3 07-10-1908;Vrij te gebruiken;07-10-1908;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004163.pdf;8221468;fmt/18;sha256
NL-0784-BV000000046;bouw school-cathechismuslokalem,sacristie en portiek Raadhuisstraat 3 07-10-1908;Vrij te gebruiken;07-10-1908;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000004164.pdf;1168468;fmt/18;sha256
NL-0784-BV000000062;bouwen direkteurswoning Stationsstraat 8 15-09-1909;Vrij te gebruiken;15-09-1909;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004184.pdf;13507133;fmt/18;sha256
NL-0784-BV000000067;verbouwing schoolhuis Hoofdstraat 84 17-07-1907;Vrij te gebruiken;17-07-1907;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004191.pdf;3038054;fmt/18;sha256
NL-0784-BV000000074;bouwen woonhuis Nieuwstraat 113 17-04-1907;Vrij te gebruiken;17-04-1907;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004201.pdf;23768346;fmt/18;sha256
NL-0784-BV000000184;bouwen woonhuis en verloflokaal Chaamseweg 21 03-12-1913;Vrij te gebruiken;03-12-1913;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004319.pdf;4147058;fmt/18;sha256
NL-0784-BV000000252;bouwen woonhuis met aanbouw Hengelstraat 50 18-10-1905;Vrij te gebruiken;18-10-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000004381.pdf;437486;fmt/18;sha256
NL-0784-BV000000252;bouwen woonhuis met aanbouw Hengelstraat 50 18-10-1905;Vrij te gebruiken;18-10-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004382.pdf;7130550;fmt/18;sha256
NL-0784-BV000000252;bouwen woonhuis met aanbouw Hengelstraat 50 18-10-1905;Vrij te gebruiken;18-10-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004383.pdf;13501551;fmt/18;sha256
NL-0784-BV000000252;bouwen woonhuis met aanbouw Hengelstraat 50 18-10-1905;Vrij te gebruiken;18-10-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000004384.pdf;1377992;fmt/18;sha256
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004387.pdf;28717953;fmt/18;sha256
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004388.pdf;19324946;fmt/18;sha256
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004389.pdf;17784723;fmt/18;sha256
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004390.pdf;21219679;fmt/18;sha256
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000004391.pdf;37435165;fmt/18;sha256
NL-0784-BV000000277;bouwen zesklassige school Tuinstraat 15 16-06-1919;Vrij te gebruiken;16-06-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004402.pdf;17130316;fmt/18;sha256
NL-0784-BV000000277;bouwen zesklassige school Tuinstraat 15 16-06-1919;Vrij te gebruiken;16-06-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004403.pdf;16497140;fmt/18;sha256
NL-0784-BV000000277;bouwen zesklassige school Tuinstraat 15 16-06-1919;Vrij te gebruiken;16-06-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004404.pdf;17289845;fmt/18;sha256
NL-0784-BV000000277;bouwen zesklassige school Tuinstraat 15 16-06-1919;Vrij te gebruiken;16-06-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000004405.pdf;18690883;fmt/18;sha256
NL-0784-BV000000281;woonhuis met stal en schuur Schaapsdijk 10 06-08-1919;Vrij te gebruiken;06-08-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004408.pdf;9172882;fmt/18;sha256
NL-0784-BV000000281;woonhuis met stal en schuur Schaapsdijk 10 06-08-1919;Vrij te gebruiken;06-08-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004409.pdf;5591760;fmt/18;sha256
NL-0784-BV000000373;bouwen van een woonhuis Klein Zwitserland 20 07-02-1923;Vrij te gebruiken;07-02-1923;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004485.pdf;13545608;fmt/18;sha256
NL-0784-BV000000378;bouwen herenhuis Hoofdstraat 35 02-05-1923;Vrij te gebruiken;02-05-1923;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004488.pdf;10998354;fmt/18;sha256
NL-0784-BV000000378;bouwen herenhuis Hoofdstraat 35 02-05-1923;Vrij te gebruiken;02-05-1923;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004489.pdf;10068152;fmt/18;sha256
NL-0784-BV000001507;verbouwen woonhuis Hoofdstraat 153 10-10-1942;Vrij te gebruiken;10-10-1942;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000004569.pdf;825475;fmt/18;sha256
NL-0784-BV000001507;verbouwen woonhuis Hoofdstraat 153 10-10-1942;Vrij te gebruiken;10-10-1942;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004570.pdf;5434853;fmt/18;sha256
NL-0784-BV000001507;verbouwen woonhuis Hoofdstraat 153 10-10-1942;Vrij te gebruiken;10-10-1942;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000004571.pdf;3337383;fmt/18;sha256
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000005047.pdf;493294;fmt/18;sha256
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005048.pdf;6998486;fmt/18;sha256
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005049.pdf;6983115;fmt/18;sha256
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005050.pdf;4357797;fmt/18;sha256
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000005051.pdf;3558061;fmt/18;sha256
NL-0784-BV000001904;bouwen kolenopslagplaats Hoofdstraat 83 02-08-1949;Vrij te gebruiken;02-08-1949;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000005274.pdf;539438;fmt/18;sha256
NL-0784-BV000001904;bouwen kolenopslagplaats Hoofdstraat 83 02-08-1949;Vrij te gebruiken;02-08-1949;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005275.pdf;6131570;fmt/18;sha256
NL-0784-BV000001904;bouwen kolenopslagplaats Hoofdstraat 83 02-08-1949;Vrij te gebruiken;02-08-1949;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000005276.pdf;2812090;fmt/18;sha256
NL-0784-BV000002247;bouwen 2 planton wachtgebouwtjes Prinsenbosch 5 B 28-10-1952;Vrij te gebruiken;28-10-1952;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000005503.pdf;405094;fmt/18;sha256
NL-0784-BV000002247;bouwen 2 planton wachtgebouwtjes Prinsenbosch 5 B 28-10-1952;Vrij te gebruiken;28-10-1952;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005504.pdf;2053961;fmt/18;sha256
NL-0784-BV000002247;bouwen 2 planton wachtgebouwtjes Prinsenbosch 5 B 28-10-1952;Vrij te gebruiken;28-10-1952;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000005505.pdf;2278722;fmt/18;sha256
NL-0784-BV000002345;vergroten parochiekerk Kapelstraat 1 WS 20-08-1953;Vrij te gebruiken;20-08-1953;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000005823.pdf;539184;fmt/18;sha256
NL-0784-BV000002345;vergroten parochiekerk Kapelstraat 1 WS 20-08-1953;Vrij te gebruiken;20-08-1953;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005824.pdf;20314837;fmt/18;sha256
NL-0784-BV000002345;vergroten parochiekerk Kapelstraat 1 WS 20-08-1953;Vrij te gebruiken;20-08-1953;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000005825.pdf;2442258;fmt/18;sha256
NL-0784-BV000002631;gebouw 23 bouwen legeringsgebouw Prinsenbosch 5 B 26-04-1955;Vrij te gebruiken;26-04-1955;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000006675.pdf;473041;fmt/18;sha256
NL-0784-BV000002631;gebouw 23 bouwen legeringsgebouw Prinsenbosch 5 B 26-04-1955;Vrij te gebruiken;26-04-1955;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000006676.pdf;13776752;fmt/18;sha256
NL-0784-BV000002631;gebouw 23 bouwen legeringsgebouw Prinsenbosch 5 B 26-04-1955;Vrij te gebruiken;26-04-1955;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000006677.pdf;13235834;fmt/18;sha256
NL-0784-BV000002631;gebouw 23 bouwen legeringsgebouw Prinsenbosch 5 B 26-04-1955;Vrij te gebruiken;26-04-1955;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000006678.pdf;1999422;fmt/18;sha256
NL-0784-BV000002765;bouwen kippenhok Venneweg 18 22-02-1956;Vrij te gebruiken;22-02-1956;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000007128.pdf;429326;fmt/18;sha256
NL-0784-BV000002765;bouwen kippenhok Venneweg 18 22-02-1956;Vrij te gebruiken;22-02-1956;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000007129.pdf;3260693;fmt/18;sha256
NL-0784-BV000002765;bouwen kippenhok Venneweg 18 22-02-1956;Vrij te gebruiken;22-02-1956;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000007130.pdf;1802126;fmt/18;sha256
NL-0784-BV000002956;bouwen tuinderswoning en schuur Ridderstraat 50 14-02-1957;Vrij te gebruiken;14-02-1957;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000007794.pdf;503862;fmt/18;sha256
NL-0784-BV000002956;bouwen tuinderswoning en schuur Ridderstraat 50 14-02-1957;Vrij te gebruiken;14-02-1957;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000007795.pdf;26955673;fmt/18;sha256
NL-0784-BV000002956;bouwen tuinderswoning en schuur Ridderstraat 50 14-02-1957;Vrij te gebruiken;14-02-1957;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000007796.pdf;15226834;fmt/18;sha256
NL-0784-BV000002956;bouwen tuinderswoning en schuur Ridderstraat 50 14-02-1957;Vrij te gebruiken;14-02-1957;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000007797.pdf;1609419;fmt/18;sha256
NL-0784-BV000003157;bouw berging Schoolstraat 62 23-05-1958;Vrij te gebruiken;23-05-1958;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000008477.pdf;458765;fmt/18;sha256
NL-0784-BV000003157;bouw berging Schoolstraat 62 23-05-1958;Vrij te gebruiken;23-05-1958;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000008478.pdf;3059398;fmt/18;sha256
NL-0784-BV000003157;bouw berging Schoolstraat 62 23-05-1958;Vrij te gebruiken;23-05-1958;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000008479.pdf;8621423;fmt/18;sha256
NL-0784-BV000003157;bouw berging Schoolstraat 62 23-05-1958;Vrij te gebruiken;23-05-1958;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000008480.pdf;1333784;fmt/18;sha256
NL-0784-BV000003297;bouwen magazijn van Ghertstraat 4 12-05-1959;Vrij te gebruiken;12-05-1959;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000008950.pdf;524016;fmt/18;sha256
NL-0784-BV000003297;bouwen magazijn van Ghertstraat 4 12-05-1959;Vrij te gebruiken;12-05-1959;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000008951.pdf;8828334;fmt/18;sha256
NL-0784-BV000003297;bouwen magazijn van Ghertstraat 4 12-05-1959;Vrij te gebruiken;12-05-1959;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000008952.pdf;1245947;fmt/18;sha256
NL-0784-BV000003524;bouwen woonhuis Oude Baan 3 02-09-1960;Vrij te gebruiken;02-09-1960;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000009729.pdf;490099;fmt/18;sha256
NL-0784-BV000003524;bouwen woonhuis Oude Baan 3 02-09-1960;Vrij te gebruiken;02-09-1960;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000009730.pdf;26748619;fmt/18;sha256
NL-0784-BV000003524;bouwen woonhuis Oude Baan 3 02-09-1960;Vrij te gebruiken;02-09-1960;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000009731.pdf;1081244;fmt/18;sha256
NL-0784-BV000003524;bouwen woonhuis Oude Baan 3 02-09-1960;Vrij te gebruiken;02-09-1960;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000009732.pdf;8144259;fmt/18;sha256
NL-0784-BV000003677;plaatsen dakkapel Oranjestraat 30 20-06-1961;Vrij te gebruiken;20-06-1961;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000010313.pdf;612914;fmt/18;sha256
NL-0784-BV000003677;plaatsen dakkapel Oranjestraat 30 20-06-1961;Vrij te gebruiken;20-06-1961;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000010314.pdf;6483345;fmt/18;sha256
NL-0784-BV000003677;plaatsen dakkapel Oranjestraat 30 20-06-1961;Vrij te gebruiken;20-06-1961;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000010315.pdf;1206236;fmt/18;sha256
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Vrij te gebruiken;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000011045.pdf;726284;fmt/18;sha256
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011046.pdf;9757343;fmt/18;sha256
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011047.pdf;7020281;fmt/18;sha256
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011048.pdf;9368702;fmt/18;sha256
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011049.pdf;13272958;fmt/18;sha256
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011050.pdf;1545583;fmt/18;sha256
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Vrij te gebruiken;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000011051.pdf;14514987;fmt/18;sha256
NL-0784-BV000006911;plaatsen van een dakkapel Hofstad 41 25-03-1974;Vrij te gebruiken;25-03-1974;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000011904.pdf;700423;fmt/18;sha256
NL-0784-BV000006911;plaatsen van een dakkapel Hofstad 41 25-03-1974;Beschermd wegens rechten architect;25-03-1974;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011905.pdf;8492646;fmt/18;sha256
NL-0784-BV000006911;plaatsen van een dakkapel Hofstad 41 25-03-1974;Vrij te gebruiken;25-03-1974;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000011906.pdf;1008147;fmt/18;sha256
NL-0784-BV000002483;bouwen toilet en wasgelegenheden Rijksweg 202 09-06-1954;Vrij te gebruiken;09-06-1954;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000012652.pdf;440802;fmt/18;sha256
NL-0784-BV000002483;bouwen toilet en wasgelegenheden Rijksweg 202 09-06-1954;Vrij te gebruiken;09-06-1954;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000012653.pdf;4130436;fmt/18;sha256
NL-0784-BV000002483;bouwen toilet en wasgelegenheden Rijksweg 202 09-06-1954;Vrij te gebruiken;09-06-1954;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000012654.pdf;1783777;fmt/18;sha256
NL-0784-BV000007442;plaatsen van een rijwielstalling Stationsplein 3 17-12-1975;Vrij te gebruiken;17-12-1975;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000014330.pdf;686811;fmt/18;sha256
NL-0784-BV000007442;plaatsen van een rijwielstalling Stationsplein 3 17-12-1975;Beschermd wegens rechten architect;17-12-1975;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014331.pdf;3769041;fmt/18;sha256
NL-0784-BV000007442;plaatsen van een rijwielstalling Stationsplein 3 17-12-1975;Vrij te gebruiken;17-12-1975;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000014332.pdf;1867519;fmt/18;sha256
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000014986.pdf;598275;fmt/18;sha256
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014987.pdf;21018151;fmt/18;sha256
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014988.pdf;12761552;fmt/18;sha256
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014989.pdf;14668876;fmt/18;sha256
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014990.pdf;6845927;fmt/18;sha256
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014991.pdf;4693032;fmt/18;sha256
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014992.pdf;1499154;fmt/18;sha256
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000014993.pdf;45671738;fmt/18;sha256
NL-0784-BV000003866;bouw toiletgebouw Heideweg 4 28-05-1962;Vrij te gebruiken;28-05-1962;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000018580.pdf;648024;fmt/18;sha256
NL-0784-BV000003866;bouw toiletgebouw Heideweg 4 28-05-1962;Vrij te gebruiken;28-05-1962;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000018581.pdf;14496010;fmt/18;sha256
NL-0784-BV000003866;bouw toiletgebouw Heideweg 4 28-05-1962;Vrij te gebruiken;28-05-1962;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000018582.pdf;2084549;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000019579.pdf;624119;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019580.pdf;1834857;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019581.pdf;2169470;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019582.pdf;1945574;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019583.pdf;1924125;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019584.pdf;1884101;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019585.pdf;1801350;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019586.pdf;2345932;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000019587.pdf;6357367;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000019588.pdf;8985796;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000019589.pdf;3356741;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000019590.pdf;3199264;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019591.pdf;24365722;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019592.pdf;8132798;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019593.pdf;11867340;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019594.pdf;14309576;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019595.pdf;14772808;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019596.pdf;20863779;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019597.pdf;13263235;fmt/18;sha256
