DossierId;Naam;Gebruiksrechten_OmschrijvingVoorwaarden;Gebruiksrechten_DatumOfPeriode;Vertrouwelijkheid_ClassificatieNiveau;Vertrouwelijkheid_DatumOfPeriode;Openbaarheid_OmschrijvingBeperkingen;Openbaarheid_DatumOfPeriode;Bestand_Vorm_Redactiegenre;Bestand_Formaat_Bestandsnaam;Bestand_Formaat_BestandsOmvang;Bestand_Formaat_BestandsFormaat;Bestand_Formaat_FysiekeIntegriteit_Algoritme;Bestand_Formaat_FysiekeIntegriteit_Waarde;Bestand_Formaat_FysiekeIntegriteit_DatumEnTijd;Bestand_Formaat_DatumAanmaak
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011050.pdf;1545583;fmt/18;sha256;6da2c9707b7844dab3d1fce905fa4ca7dce3e4dc43ad954bb50a897b588ba030;11-8-2015 9:34;21-08-2012
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Vrij te gebruiken;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000011051.pdf;14514987;fmt/18;sha256;a88b0e6d33bf6537ed2ae33527500905dcb5624fd9e2f88ebbac5ed12316b0dc;11-8-2015 9:34;21-08-2012
NL-0784-BV000006911;plaatsen van een dakkapel Hofstad 41 25-03-1974;Vrij te gebruiken;25-03-1974;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000011904.pdf;700423;fmt/18;sha256;76bc16c0e7da6d54d9b5a6607a222b36beb8283d816817d4de99ab7397e3b1d8;11-8-2015 9:39;21-08-2012
NL-0784-BV000006911;plaatsen van een dakkapel Hofstad 41 25-03-1974;Beschermd wegens rechten architect;25-03-1974;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011905.pdf;8492646;fmt/18;sha256;9f1cd0b7bd08b288c7b7d256f59577079b731f335cc1357b867c6d2fbffba735;11-8-2015 9:39;21-08-2012
NL-0784-BV000006911;plaatsen van een dakkapel Hofstad 41 25-03-1974;Vrij te gebruiken;25-03-1974;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000011906.pdf;1008147;fmt/18;sha256;d19e2b6df79980d22644d9839790f3fe0168f0151d43459e2434144524407090;11-8-2015 9:39;21-08-2012
NL-0784-BV000002483;bouwen toilet en wasgelegenheden Rijksweg 202 09-06-1954;Vrij te gebruiken;09-06-1954;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000012652.pdf;440802;fmt/18;sha256;7545b083231556d1935e4295d0e0528c538e17abe932cee751a59ff86edf11b3;11-8-2015 9:42;21-08-2012
NL-0784-BV000002483;bouwen toilet en wasgelegenheden Rijksweg 202 09-06-1954;Vrij te gebruiken;09-06-1954;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000012653.pdf;4130436;fmt/18;sha256;20a52e72d8bc9c6c8dc5b3a4784af5fcf88ef8a792f6c9cab9469993b2482495;11-8-2015 9:42;21-08-2012
NL-0784-BV000002483;bouwen toilet en wasgelegenheden Rijksweg 202 09-06-1954;Vrij te gebruiken;09-06-1954;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000012654.pdf;1783777;fmt/18;sha256;de7e043c1e6024c34cf6cbf6df3a9063006aa8bbc11500bd82a5deac26ee1a08;11-8-2015 9:42;21-08-2012
NL-0784-BV000007442;plaatsen van een rijwielstalling Stationsplein 3 17-12-1975;Vrij te gebruiken;17-12-1975;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000014330.pdf;686811;fmt/18;sha256;c0a337553729ea941cb05999937f1f6d6cca770fa75b8ca5b47d0945fed3ef38;11-8-2015 13:10;21-08-2012
NL-0784-BV000007442;plaatsen van een rijwielstalling Stationsplein 3 17-12-1975;Beschermd wegens rechten architect;17-12-1975;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014331.pdf;3769041;fmt/18;sha256;1bd549e9da5b805d95db5ffbdb3edd35fd5d44c654b331ab17ebdfbe6056f583;11-8-2015 13:10;21-08-2012
NL-0784-BV000007442;plaatsen van een rijwielstalling Stationsplein 3 17-12-1975;Vrij te gebruiken;17-12-1975;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000014332.pdf;1867519;fmt/18;sha256;923466db91d6c8fd373928b1f4e0b63c0f3c4a70ca2568d759315d315cad910f;11-8-2015 13:10;21-08-2012
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000014986.pdf;598275;fmt/18;sha256;a0d6525cf1fda43cdb8b7e20edeb29601f32e08b5e355b1a9bbee340f0f66ddd;11-8-2015 13:33;21-08-2012
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014987.pdf;21018151;fmt/18;sha256;874d719b24342942e4ca3cca88c73a45d5f53564a20402a2f322b33c174f8f64;11-8-2015 13:33;21-08-2012
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014988.pdf;12761552;fmt/18;sha256;49d2f95aa3e85fe3d8f9008965a558c326ad30ba0a594cf5698446c91c24f21f;11-8-2015 13:33;21-08-2012
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014989.pdf;14668876;fmt/18;sha256;6bf0a3b5d2b87a827826d82d35831529442fc23f4b1548c58f7bec96deeed22b;11-8-2015 13:33;21-08-2012
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014990.pdf;6845927;fmt/18;sha256;07e491618dbc6c3257f8b540b0ed602b2081ba7bb9c0e455644499a375d70532;11-8-2015 13:33;21-08-2012
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014991.pdf;4693032;fmt/18;sha256;797c81ac78d5160a117256855abd67dbdf58ae61a1db6cfc74318c7cf0f2fd7d;11-8-2015 13:33;21-08-2012
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000014992.pdf;1499154;fmt/18;sha256;4de8635a3dca7e80e94c734a863e386a3fbe2c50d8ca99935ea96a6fa308ef7a;11-8-2015 13:33;21-08-2012
NL-0784-BV000004066;bouw dokterswoning Monseigneur Nolensstraat 1 25-06-1963;Vrij te gebruiken;25-06-1963;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000014993.pdf;45671738;fmt/18;sha256;2e4c5e3ee8d9be6f28d12ad64283ac51fd366ba02fca099c0df838aac20c0ece;11-8-2015 13:33;21-08-2012
NL-0784-BV000003866;bouw toiletgebouw Heideweg 4 28-05-1962;Vrij te gebruiken;28-05-1962;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000018580.pdf;648024;fmt/18;sha256;47fcfcf88b8e6a58c4ba4c1c82976f7e5a274387e16b117e75218687978dd1c6;12-8-2015 8:53;21-08-2012
NL-0784-BV000003866;bouw toiletgebouw Heideweg 4 28-05-1962;Vrij te gebruiken;28-05-1962;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000018581.pdf;14496010;fmt/18;sha256;0cb2067d5466aba27d933f5ca1a12d0ea40cb0e21a5f37348c341e041f53ca30;12-8-2015 8:53;21-08-2012
NL-0784-BV000003866;bouw toiletgebouw Heideweg 4 28-05-1962;Vrij te gebruiken;28-05-1962;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000018582.pdf;2084549;fmt/18;sha256;5e5b5ed456e9e888c9b9d243b558d37518044d2e9f87cd62df77d29763c6e57c;12-8-2015 8:53;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000019579.pdf;624119;fmt/18;sha256;0dd77d82ed97fe17578b797e53d323f634ebeb96e3bdd2cee6d2ea86447aeb75;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019580.pdf;1834857;fmt/18;sha256;cc45eaeeecd73693a7e2d7f5ab461275e5505a343ea90fb26492da7c8f32d87e;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019581.pdf;2169470;fmt/18;sha256;e47ad79efd8d919d883260a39ffc0d658362ab6cc73e7170b7f3a42fba97c673;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019582.pdf;1945574;fmt/18;sha256;2897a398ae79d886b777313e0524bafa21ba1fb726cc43698f65b1d06335943f;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019583.pdf;1924125;fmt/18;sha256;d7152825d84f5bd267d4ba29bc7e518752fbb576ffc27f9f598e798c3c5d32aa;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019584.pdf;1884101;fmt/18;sha256;14b1cda90034366819f6da9cfb4137cea4d21474db2d300722c578cd297311b9;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019585.pdf;1801350;fmt/18;sha256;4e2f8809ba6ad4bba4d8294fe8421ab5bd783d039442e23e07f082707813fd05;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000019586.pdf;2345932;fmt/18;sha256;dba0a4158468e138bc8a4ef7bb9ad10b4baa82ecddc031af344f605467e30088;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Rapport;B000019587.pdf;6357367;fmt/18;sha256;9426c90db95b21845e290de822bbf510cfa97afeb7c758de0c8a64bb6b1ea773;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Rapport;B000019588.pdf;8985796;fmt/18;sha256;58b91eaa589d28bfd0c7b92d63d548a9ea204eeba32b63c025b54f2f06d70512;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Rapport;B000019589.pdf;3356741;fmt/18;sha256;55e1567a88d292f274c46a2784029f9fadca72dbecfed56ccebe016ed8981bb8;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Rapport;B000019590.pdf;3199264;fmt/18;sha256;6e6794b434d5c3af7cbaf87add183e5e4c6ec53c701d8e2f513449d974ff6642;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019591.pdf;24365722;fmt/18;sha256;ed0a50bc9ca4f6d9b48a528b78681bbaba6f2ff4a73644bacdaf9fd8be2f6a1a;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019592.pdf;8132798;fmt/18;sha256;f54fb6fe9ceaee90558c5cacd6aaafba5f5054b03159c0b82208e5ca7781a26a;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019593.pdf;11867340;fmt/18;sha256;eb9201e5aa582ea2c50ff14b926922d63285666a8017ad63124a313ff40d0b3b;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019594.pdf;14309576;fmt/18;sha256;c4ad8fe5efbf2109cd9c152db6049c4905ac4112ee64aed1e9c1c94e579f30e9;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019595.pdf;14772808;fmt/18;sha256;97e61f9f88d956c8bfbe767ff0b291af9aa1594c0588aae33d97245bb432b771;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019596.pdf;20863779;fmt/18;sha256;01e798e59dcdfacdcdfcd5ccce0609c7f3dd103da0c6cdf7f5b486ecdb2e1ada;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019597.pdf;13263235;fmt/18;sha256;4346e060f9cf6bee3c62785378f961808f9b80f65c2620ee37e9e1922e052fac;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019598.pdf;27697715;fmt/18;sha256;053841e6e4ac7ce187bf5d3082b0987cc41c17139e83a7023c2f024d1f7a4127;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019599.pdf;23277636;fmt/18;sha256;3d33e23e86d6119af0a55a82143a00b93a90d7959a5edb6cdb5d2d18209004a5;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019600.pdf;22760785;fmt/18;sha256;9e3a6a43a8834ddca0125acb843b09ed143fc1e8d9b66736a3470b712437be1d;12-8-2015 9:17;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019601.pdf;23121533;fmt/18;sha256;73e9b796b888766934a1b412eefde8d2ec40c8167d7ea42c7a4596c6a278ecb8;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019602.pdf;28334886;fmt/18;sha256;8733a2e7b63863121be2ad19498d71543daea1ba1ef9c98ae2845a7cd0b01e7e;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019603.pdf;15862802;fmt/18;sha256;366028958bdb18fc2084824128027d8b58d3ebd11726377791fb92c46fd7c2d6;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019604.pdf;13628662;fmt/18;sha256;d881f66321c05ed4575c1d9470b316bd6dc9e8d35eed992f6d49aaaed6e45706;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019605.pdf;7044485;fmt/18;sha256;233cb0c7586b019fc05c8b7af26298e67411011d0721eb0191a84cdfaec7f55e;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019606.pdf;14755399;fmt/18;sha256;fef7af06d6795ffb2d23804488ee90830370a1b4c46c8c3a3cf4229d8aa7b85d;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019607.pdf;10986659;fmt/18;sha256;db0a9f5d3b7ad320c29e02981dc7bb0451901166770d18dfb1e07dba8c0456b9;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019608.pdf;20271661;fmt/18;sha256;37a4a4980a4e30ab4346e3a0efaea61685880f05b069cd5bf3df1e6ef61d8b28;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019609.pdf;9023951;fmt/18;sha256;b67b600b23abb6556699da63628104e75712e00e4fcdba794b9733075e1ee6f3;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019610.pdf;18908496;fmt/18;sha256;710840ac5ba0ca5e27d13285d217e55bcc6a6726625293c619ebafca44b6874e;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019611.pdf;19042076;fmt/18;sha256;e44a9a816d87852872c3dbee273a6ed204eb9b1ac61b5be6b7248a03ee68f40b;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019612.pdf;18311151;fmt/18;sha256;1ba7046b1f0a99514448f1828a7fc9422344266d0bb584fd5009703e4e0f97d2;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019613.pdf;15275716;fmt/18;sha256;58adb161664e87ab2851e10c426a67a4872fad136c0764c04486a5b92d4a2294;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019614.pdf;19477882;fmt/18;sha256;c224f7dbaa444c97a149422868ff96c8d9be00f7478d5ae42f3bc8e327dd1dfa;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019615.pdf;9332163;fmt/18;sha256;9c72a6a790a2e7287b3ce5f272fc7cf56733ec8c370105950a4ebeacbaf3ad96;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Rapport;B000019616.pdf;6851535;fmt/18;sha256;892b40e11e87b6fc1fa0211c70e78f359c56e544b86d041405de7a3d3e4727c3;12-8-2015 9:18;21-08-2012
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Bestek;B000019617.pdf;44504452;fmt/18;sha256;b66c291c8bd56d52a0c4194027b6da79324e1706e08734b37921f7c98e7fa1f0;12-8-2015 9:18;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000020132.pdf;693290;fmt/18;sha256;b4a85a79172df738bfb48450748261162777dedff3a8548778667b46bf8e5b89;13-8-2015 8:25;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020133.pdf;13318422;fmt/18;sha256;dd5467d183a1fb647e7ec22f9ec80759ab1184d3c6ca5587bedfcaca1b2f9e61;13-8-2015 8:25;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020134.pdf;4753712;fmt/18;sha256;8aae04fa68b0d5b96992408c3d9f8f7176924b956f48e58960785557bbabc004;13-8-2015 8:25;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020135.pdf;3184424;fmt/18;sha256;a44d9482dfc67399e50076f38f6f6dca514059c957e9963bd20ead5a73586614;13-8-2015 8:26;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020136.pdf;5400051;fmt/18;sha256;fa0f93dfd6ef9f07ad6f220dde748f6146b5ba6603c053300e4c503a050206c4;13-8-2015 8:26;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020137.pdf;5891432;fmt/18;sha256;de2a43493b31b6557587d3bf0ecb7512570a20a158783718dff138de1ce7cc47;13-8-2015 8:26;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020138.pdf;4431476;fmt/18;sha256;4cabd6cd6884d1b7396d9ff3a9e3f2c80df12f5f3a5164698783a0bf4cb63f1c;13-8-2015 8:26;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020139.pdf;8704525;fmt/18;sha256;bf2851ce977e2fc783c237b23027abc39de240b81c01ede48ee7a1e0c5e1ee98;13-8-2015 8:26;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020140.pdf;4669159;fmt/18;sha256;f00764bc0d3b91e09ca5c1008e8593a261eb546a2dae7019c49cccf51cc1c8a8;13-8-2015 8:26;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020141.pdf;2555666;fmt/18;sha256;42e65478f32112d0a30c5e7bf58a164fc45727e4ff003ecbfc6398bb960e1d89;13-8-2015 8:26;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020142.pdf;13780415;fmt/18;sha256;a9f19cd8aa8f36c907bee231c185c46ef5b376368ec42496e9867a087edf65b7;13-8-2015 8:26;21-08-2012
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Bestek;B000020143.pdf;64660371;fmt/18;sha256;04e9ee03f5e6c715fcfbad583f18ae3107465b96d274e775820f24567bf62352;13-8-2015 8:26;21-08-2012
