DossierId;Naam;Gebruiksrechten_OmschrijvingVoorwaarden;Gebruiksrechten_DatumOfPeriode;Vertrouwelijkheid_ClassificatieNiveau;Vertrouwelijkheid_DatumOfPeriode;Openbaarheid_OmschrijvingBeperkingen;Openbaarheid_DatumOfPeriode;Bestand_Vorm_Redactiegenre;Bestand_Formaat_Bestandsnaam;Bestand_Formaat_BestandsOmvang;Bestand_Formaat_BestandsFormaat;Bestand_Formaat_FysiekeIntegriteit_Algoritme;Bestand_Formaat_FysiekeIntegriteit_Waarde;Bestand_Formaat_FysiekeIntegriteit_DatumEnTijd;Bestand_Formaat_DatumAanmaak
NL-0784-BV000012165;bouwen twee zomerhuisjes met garage Rijense Dijk 23-06-1932;Vrij te gebruiken;23-06-1932;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000003670.pdf;3307551;fmt/18;sha256;d481fe05bc0fe79847fad5a442df0068ff2334c0bcdfa52c14d12eea811d3471;1-8-2015 19:23;20-08-2012
NL-0784-BV000012165;bouwen twee zomerhuisjes met garage Rijense Dijk 23-06-1932;Vrij te gebruiken;23-06-1932;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000003671.pdf;10138080;fmt/18;sha256;688014b2008e2f5703c32de8995515c64bb51479237f7f8d059d88157248f0cc;1-8-2015 19:24;20-08-2012
NL-0784-BV000000023;bouwen landbouwerswoning Hoofdstraat 13 17-05-1905;Vrij te gebruiken;17-05-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004136.pdf;16509859;fmt/18;sha256;b0798ffa9615e7a1cf05135270cb2cf3ff1dd938bac7b7e969d6e5b11af348cc;1-8-2015 22:32;20-08-2012
NL-0784-BV000000023;bouwen landbouwerswoning Hoofdstraat 13 17-05-1905;Vrij te gebruiken;17-05-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004137.pdf;908484;fmt/18;sha256;d951ab74306c36b455011e91a221824108084e2d9c904f345f2613ee23fce654;1-8-2015 22:33;20-08-2012
NL-0784-BV000000046;bouw school-cathechismuslokalem,sacristie en portiek Raadhuisstraat 3 07-10-1908;Vrij te gebruiken;07-10-1908;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004162.pdf;13993835;fmt/18;sha256;8d317b03f8a2c56cbc605a2552fce5b3feffd955c2b5a03ad4fd65fffce70fca;1-8-2015 22:44;20-08-2012
NL-0784-BV000000046;bouw school-cathechismuslokalem,sacristie en portiek Raadhuisstraat 3 07-10-1908;Vrij te gebruiken;07-10-1908;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004163.pdf;8221468;fmt/18;sha256;56c03aab282d72a6cb83d6f1628cdc98fd53f7a7a96247c8ce8ca13f4bc01161;1-8-2015 22:45;20-08-2012
NL-0784-BV000000046;bouw school-cathechismuslokalem,sacristie en portiek Raadhuisstraat 3 07-10-1908;Vrij te gebruiken;07-10-1908;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000004164.pdf;1168468;fmt/18;sha256;615d724e85b0f4d094c6ba1de8da3656511d6d7b645daca163961a5544f44939;1-8-2015 22:45;20-08-2012
NL-0784-BV000000062;bouwen direkteurswoning Stationsstraat 8 15-09-1909;Vrij te gebruiken;15-09-1909;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004184.pdf;13507133;fmt/18;sha256;47d53f8a20c44180cad7ac51be29d3bf90755389193616f815717a220e65ac8e;1-8-2015 22:55;20-08-2012
NL-0784-BV000000067;verbouwing schoolhuis Hoofdstraat 84 17-07-1907;Vrij te gebruiken;17-07-1907;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004191.pdf;3038054;fmt/18;sha256;a73b9838c7e4b0990f2b6a8291d7eebb8871e425ae8f940b022d7b78f04ae772;1-8-2015 22:58;20-08-2012
NL-0784-BV000000074;bouwen woonhuis Nieuwstraat 113 17-04-1907;Vrij te gebruiken;17-04-1907;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004201.pdf;23768346;fmt/18;sha256;a9d81ddc272c3c95a89163baf52a83a3ef06ea6d0f336df8467acac9162a43ec;1-8-2015 23:02;20-08-2012
NL-0784-BV000000184;bouwen woonhuis en verloflokaal Chaamseweg 21 03-12-1913;Vrij te gebruiken;03-12-1913;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004319.pdf;4147058;fmt/18;sha256;609d5662eb515f03c6e8ccf75aa199405c46e574c28d741c31937fd0a9a8f843;2-8-2015 10:50;20-08-2012
NL-0784-BV000000252;bouwen woonhuis met aanbouw Hengelstraat 50 18-10-1905;Vrij te gebruiken;18-10-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000004381.pdf;437486;fmt/18;sha256;67b28ef2072e4cec06e53b13103e43f078a8c1a8e633de7b13a5e518751c802f;2-8-2015 11:21;20-08-2012
NL-0784-BV000000252;bouwen woonhuis met aanbouw Hengelstraat 50 18-10-1905;Vrij te gebruiken;18-10-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004382.pdf;7130550;fmt/18;sha256;0631cd265781d0e673c0a2515621bcbdcfe534aaa7572c23e0b44d37722245d9;2-8-2015 11:21;20-08-2012
NL-0784-BV000000252;bouwen woonhuis met aanbouw Hengelstraat 50 18-10-1905;Vrij te gebruiken;18-10-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004383.pdf;13501551;fmt/18;sha256;abda53c758fe17f0ea3862402d6139b33a6d2d45730334df6032620242b71397;2-8-2015 11:21;20-08-2012
NL-0784-BV000000252;bouwen woonhuis met aanbouw Hengelstraat 50 18-10-1905;Vrij te gebruiken;18-10-1905;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000004384.pdf;1377992;fmt/18;sha256;454d6c189757dffe16fd3644b4124785b1ec94423503a20e42ca0a4cb4719103;2-8-2015 11:22;20-08-2012
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004387.pdf;28717953;fmt/18;sha256;85202c608baae942fddfbf6f04331473c1dd43a5c2bb14542486bf1bafd1a2da;2-8-2015 11:24;20-08-2012
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004388.pdf;19324946;fmt/18;sha256;8c6b2ddb6ff3e705a351a8209cd2847ca51e7d4d41d477a10b88072f4c89e7f8;2-8-2015 11:25;20-08-2012
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004389.pdf;17784723;fmt/18;sha256;55d67cfbde663164a1b2002878d60697627ad412b3c1732f78d1525a9b502cbd;2-8-2015 11:25;20-08-2012
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004390.pdf;21219679;fmt/18;sha256;0909e9e4d499817bd5a20fe52f69ec916cb8f690751def9c321dcdd2a2b96055;2-8-2015 11:26;20-08-2012
NL-0784-BV000000257;bouwen hoofd-nevengebouw, goederenbergplaats en schuilplaats Stationsplein 1 21-07-1915;Vrij te gebruiken;21-07-1915;Niet vertrouwelijk;28-08-2018;Openbaar;;Bestek;B000004391.pdf;37435165;fmt/18;sha256;c9fe622beba595e4be94bb9bf0fade17b10be19e6d7c9da68f474400423a45a9;2-8-2015 11:27;20-08-2012
NL-0784-BV000000277;bouwen zesklassige school Tuinstraat 15 16-06-1919;Vrij te gebruiken;16-06-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004402.pdf;17130316;fmt/18;sha256;030d72690786689f369971c20f14e8e2e2dd21ae3e212f558276dfacab071e49;2-8-2015 11:33;20-08-2012
NL-0784-BV000000277;bouwen zesklassige school Tuinstraat 15 16-06-1919;Vrij te gebruiken;16-06-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004403.pdf;16497140;fmt/18;sha256;81c1f80cd735682e3e392db293478f7cfb786b8c4cfeaa2603e8b7785f8e01c7;2-8-2015 11:34;20-08-2012
NL-0784-BV000000277;bouwen zesklassige school Tuinstraat 15 16-06-1919;Vrij te gebruiken;16-06-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004404.pdf;17289845;fmt/18;sha256;26bbbb97829432d040ce8b904e73369c0d2c86f42e7b44a186fa1e5c01cf780d;2-8-2015 11:34;20-08-2012
NL-0784-BV000000277;bouwen zesklassige school Tuinstraat 15 16-06-1919;Vrij te gebruiken;16-06-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Bestek;B000004405.pdf;18690883;fmt/18;sha256;35175eb68ba0224b8e562aa94b60f2747cb02d20d021d1ac466a73079215f4c9;2-8-2015 11:35;20-08-2012
NL-0784-BV000000281;woonhuis met stal en schuur Schaapsdijk 10 06-08-1919;Vrij te gebruiken;06-08-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004408.pdf;9172882;fmt/18;sha256;93b87b35eca4ab522f73fbc22790aa63fa3f26e9b125375e410b98ddca16ce0d;2-8-2015 11:37;20-08-2012
NL-0784-BV000000281;woonhuis met stal en schuur Schaapsdijk 10 06-08-1919;Vrij te gebruiken;06-08-1919;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004409.pdf;5591760;fmt/18;sha256;eae200bee54afe22e5e3551edc3b1bead31f137f83368994c3a305bc3ad921a2;2-8-2015 11:37;20-08-2012
NL-0784-BV000000373;bouwen van een woonhuis Klein Zwitserland 20 07-02-1923;Vrij te gebruiken;07-02-1923;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004485.pdf;13545608;fmt/18;sha256;7bc43ab3dd6c21b53ddd0d8ad30a96142341e4ea619121777d097526945ae810;2-8-2015 12:16;20-08-2012
NL-0784-BV000000378;bouwen herenhuis Hoofdstraat 35 02-05-1923;Vrij te gebruiken;02-05-1923;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004488.pdf;10998354;fmt/18;sha256;c605e0d5cca406171c411b15ab1feb75a4a405e88c28d079f4d2cb8bb6f8cdb5;2-8-2015 12:18;20-08-2012
NL-0784-BV000000378;bouwen herenhuis Hoofdstraat 35 02-05-1923;Vrij te gebruiken;02-05-1923;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004489.pdf;10068152;fmt/18;sha256;bc47d72dce5f5e81aae0cee8813c8da68f59ecabbfcdf8fa9dd4b64576aa3b4a;2-8-2015 12:18;20-08-2012
NL-0784-BV000001507;verbouwen woonhuis Hoofdstraat 153 10-10-1942;Vrij te gebruiken;10-10-1942;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000004569.pdf;825475;fmt/18;sha256;fae0cd255de04d228f3eff4b7d997df9378a10196491a3d946123052df2713f2;2-8-2015 12:55;20-08-2012
NL-0784-BV000001507;verbouwen woonhuis Hoofdstraat 153 10-10-1942;Vrij te gebruiken;10-10-1942;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000004570.pdf;5434853;fmt/18;sha256;b9039721ee55d4ca18b55672b1420f6d8120a311a3e77aafdffd1658a5905a9c;2-8-2015 12:56;20-08-2012
NL-0784-BV000001507;verbouwen woonhuis Hoofdstraat 153 10-10-1942;Vrij te gebruiken;10-10-1942;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000004571.pdf;3337383;fmt/18;sha256;27b6b1667a7bc0af8f2d426a0ab3d72425089412d3945a8b7465aa13b5de0847;2-8-2015 12:56;20-08-2012
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000005047.pdf;493294;fmt/18;sha256;e6ba20212c1d92273296295e709b7a4428c3686fc210e90fd70c99a2b115f243;2-8-2015 16:47;20-08-2012
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005048.pdf;6998486;fmt/18;sha256;fe800dc04225d4d6be7a9d9060b98bb2eace7a1359038928252184cc8abf86fa;2-8-2015 16:48;20-08-2012
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005049.pdf;6983115;fmt/18;sha256;99e9b5ccb283fcebb9a39b0ea69d1eff1859ef977f413d2373de1855140974b9;2-8-2015 16:48;20-08-2012
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005050.pdf;4357797;fmt/18;sha256;430de3243df0d1c0dd27b29704183f09e66fc992f89c87c1a6c13bd5d495376d;2-8-2015 16:49;20-08-2012
NL-0784-BV000001830;bouwen woning Kerkstraat 63 11-11-1948;Vrij te gebruiken;11-11-1948;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000005051.pdf;3558061;fmt/18;sha256;a2dc7f9a4d4771b404d0227360b1be6c13057ea7866cd21ce3ec4a0eb3813697;2-8-2015 16:49;20-08-2012
NL-0784-BV000001904;bouwen kolenopslagplaats Hoofdstraat 83 02-08-1949;Vrij te gebruiken;02-08-1949;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000005274.pdf;539438;fmt/18;sha256;e4f190d46e812d274f940b085c39b60fcbaff2089b286ab735b784561f6efeba;2-8-2015 18:48;20-08-2012
NL-0784-BV000001904;bouwen kolenopslagplaats Hoofdstraat 83 02-08-1949;Vrij te gebruiken;02-08-1949;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005275.pdf;6131570;fmt/18;sha256;c1fa9f7b69ad5b41674d56360e85ca03bc2df6197eac2175d49861287e9cd0bd;2-8-2015 18:48;20-08-2012
NL-0784-BV000001904;bouwen kolenopslagplaats Hoofdstraat 83 02-08-1949;Vrij te gebruiken;02-08-1949;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000005276.pdf;2812090;fmt/18;sha256;d573aac99fa1ad2f5e077d8ea6865566cf80bf250b6618af61fe010f64a93227;2-8-2015 18:49;20-08-2012
NL-0784-BV000002247;bouwen 2 planton wachtgebouwtjes Prinsenbosch 5 B 28-10-1952;Vrij te gebruiken;28-10-1952;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000005503.pdf;405094;fmt/18;sha256;0f2c6eca3445b3a568e785e0875917ca88a513e7e87c293031716555c9de3335;2-8-2015 21:03;23-08-2012
NL-0784-BV000002247;bouwen 2 planton wachtgebouwtjes Prinsenbosch 5 B 28-10-1952;Vrij te gebruiken;28-10-1952;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005504.pdf;2053961;fmt/18;sha256;032b652a71f88ba925a73286679f2376a224cd0d71e0d7d79e03b2dea1296211;2-8-2015 21:04;23-08-2012
NL-0784-BV000002247;bouwen 2 planton wachtgebouwtjes Prinsenbosch 5 B 28-10-1952;Vrij te gebruiken;28-10-1952;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000005505.pdf;2278722;fmt/18;sha256;c028932e34f4811f64fbd21ff5086978cccb672796f4c3a3412a58d770eb3c61;2-8-2015 21:04;23-08-2012
NL-0784-BV000002345;vergroten parochiekerk Kapelstraat 1 WS 20-08-1953;Vrij te gebruiken;20-08-1953;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000005823.pdf;539184;fmt/18;sha256;ec2ea9bb15caf89211b4c9a4ccb4f897f1e242352043f56ff7b23f59d0c39977;4-8-2015 13:39;21-08-2012
NL-0784-BV000002345;vergroten parochiekerk Kapelstraat 1 WS 20-08-1953;Vrij te gebruiken;20-08-1953;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000005824.pdf;20314837;fmt/18;sha256;569eb58989b32fbf5c3b8a4584a6ace8546f14dbb121932430f8881d84c59a31;4-8-2015 13:39;21-08-2012
NL-0784-BV000002345;vergroten parochiekerk Kapelstraat 1 WS 20-08-1953;Vrij te gebruiken;20-08-1953;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000005825.pdf;2442258;fmt/18;sha256;9d625766d58485867ad9eb5a5b8f3c21e2de3a6c55772a1bc709ebac24520a4e;4-8-2015 13:40;21-08-2012
NL-0784-BV000002631;gebouw 23 bouwen legeringsgebouw Prinsenbosch 5 B 26-04-1955;Vrij te gebruiken;26-04-1955;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000006675.pdf;473041;fmt/18;sha256;af5f61fab220dfa3714f11ea1a04f70d0cec42c1c826def0d441e6397bd32d7f;3-8-2015 13:39;20-08-2012
NL-0784-BV000002631;gebouw 23 bouwen legeringsgebouw Prinsenbosch 5 B 26-04-1955;Vrij te gebruiken;26-04-1955;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000006676.pdf;13776752;fmt/18;sha256;b2d99fb4f9cca09e5264216fdc5385a6d43cec424c25bebc150436b150c71360;3-8-2015 13:39;20-08-2012
NL-0784-BV000002631;gebouw 23 bouwen legeringsgebouw Prinsenbosch 5 B 26-04-1955;Vrij te gebruiken;26-04-1955;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000006677.pdf;13235834;fmt/18;sha256;0a80f5d5adc87bf3208364142f6ed5c7925c7f594d6f1142eeefc5f30bbe7d86;3-8-2015 13:39;20-08-2012
NL-0784-BV000002631;gebouw 23 bouwen legeringsgebouw Prinsenbosch 5 B 26-04-1955;Vrij te gebruiken;26-04-1955;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000006678.pdf;1999422;fmt/18;sha256;68edc6800a3cd2ec7f3c885d1b3bc0d8c5b7f0db1a2f1b542f3876029d31066d;3-8-2015 13:39;20-08-2012
NL-0784-BV000002765;bouwen kippenhok Venneweg 18 22-02-1956;Vrij te gebruiken;22-02-1956;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000007128.pdf;429326;fmt/18;sha256;e576e43aa68bd0c872185c8391c3a012205bdb4243bd60d48d6fc99bcddd3f19;3-8-2015 14:19;21-08-2012
NL-0784-BV000002765;bouwen kippenhok Venneweg 18 22-02-1956;Vrij te gebruiken;22-02-1956;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000007129.pdf;3260693;fmt/18;sha256;e636f4e1c572ad3f6992f5314d3c6e3ef2323c629d4f301b2e814a28e383c6be;3-8-2015 14:19;21-08-2012
NL-0784-BV000002765;bouwen kippenhok Venneweg 18 22-02-1956;Vrij te gebruiken;22-02-1956;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000007130.pdf;1802126;fmt/18;sha256;56819d3945fc2714d856a4aaab2b12fc0af9208c164465c03536882923fa90da;3-8-2015 14:19;21-08-2012
NL-0784-BV000002956;bouwen tuinderswoning en schuur Ridderstraat 50 14-02-1957;Vrij te gebruiken;14-02-1957;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000007794.pdf;503862;fmt/18;sha256;af33faeb6624b34e580897d26d598f7fb5ebf33d472f8267c321aee462c34ecf;3-8-2015 14:33;23-08-2012
NL-0784-BV000002956;bouwen tuinderswoning en schuur Ridderstraat 50 14-02-1957;Vrij te gebruiken;14-02-1957;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000007795.pdf;26955673;fmt/18;sha256;6e6581cb11de17abda499e42100028abe6c2fd84fa1c79c7fc130b7f18148b0f;3-8-2015 14:33;23-08-2012
NL-0784-BV000002956;bouwen tuinderswoning en schuur Ridderstraat 50 14-02-1957;Vrij te gebruiken;14-02-1957;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000007796.pdf;15226834;fmt/18;sha256;10caa74fbe7dc05ddee3194344b8bbf9eca78eb8d1fb342cbacf711b9db96e15;3-8-2015 14:33;23-08-2012
NL-0784-BV000002956;bouwen tuinderswoning en schuur Ridderstraat 50 14-02-1957;Vrij te gebruiken;14-02-1957;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000007797.pdf;1609419;fmt/18;sha256;2c77cc2e2cd48610b009f73f6961f45cfc43cf01652f98bdd42f054f4cb1aeda;3-8-2015 14:33;23-08-2012
NL-0784-BV000003157;bouw berging Schoolstraat 62 23-05-1958;Vrij te gebruiken;23-05-1958;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000008477.pdf;458765;fmt/18;sha256;bde95beb66dd3fe051d3f9f50a2e8748e7f1313acfb7df1962595afebb103b7c;3-8-2015 15:06;21-08-2012
NL-0784-BV000003157;bouw berging Schoolstraat 62 23-05-1958;Vrij te gebruiken;23-05-1958;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000008478.pdf;3059398;fmt/18;sha256;b6e59db488cc202b3174adc23a01bca7d9dcfd95d27f306a35486c710587f38d;3-8-2015 15:06;21-08-2012
NL-0784-BV000003157;bouw berging Schoolstraat 62 23-05-1958;Vrij te gebruiken;23-05-1958;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000008479.pdf;8621423;fmt/18;sha256;0cbf43b315812de7dadf45a27d7fc75b37b045d0c89ca71862aae3bfc479142d;3-8-2015 15:06;21-08-2012
NL-0784-BV000003157;bouw berging Schoolstraat 62 23-05-1958;Vrij te gebruiken;23-05-1958;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000008480.pdf;1333784;fmt/18;sha256;1515b00f52985032b998926d7c3b40fcd142142a610a4ae84c68aa6069891bc9;3-8-2015 15:06;21-08-2012
NL-0784-BV000003297;bouwen magazijn van Ghertstraat 4 12-05-1959;Vrij te gebruiken;12-05-1959;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000008950.pdf;524016;fmt/18;sha256;ebc623554c8a0e84859d47a8047e323f28e8984c58c788eb6702f6bc81ebf798;3-8-2015 15:16;21-08-2012
NL-0784-BV000003297;bouwen magazijn van Ghertstraat 4 12-05-1959;Vrij te gebruiken;12-05-1959;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000008951.pdf;8828334;fmt/18;sha256;639ec0f20bf467093d95f77e3b7575bd6ab279bc5e385fcd876619b566a4b988;3-8-2015 15:16;20-08-2012
NL-0784-BV000003297;bouwen magazijn van Ghertstraat 4 12-05-1959;Vrij te gebruiken;12-05-1959;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000008952.pdf;1245947;fmt/18;sha256;84fcd63d8b682567b7df70047cc37b0b2eced2246536f84f76c988724c29a902;3-8-2015 15:16;21-08-2012
NL-0784-BV000003524;bouwen woonhuis Oude Baan 3 02-09-1960;Vrij te gebruiken;02-09-1960;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000009729.pdf;490099;fmt/18;sha256;073d996d1d9e1711fab8d3b6d27f957acc1ef03031dad76384b1ea80647e5bd1;3-8-2015 16:22;22-08-2012
NL-0784-BV000003524;bouwen woonhuis Oude Baan 3 02-09-1960;Vrij te gebruiken;02-09-1960;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000009730.pdf;26748619;fmt/18;sha256;9095127290b16aaa96a52fcb52f6698a2f7c889f9544705b5b1dab3b492aebb0;3-8-2015 16:23;22-08-2012
NL-0784-BV000003524;bouwen woonhuis Oude Baan 3 02-09-1960;Vrij te gebruiken;02-09-1960;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000009731.pdf;1081244;fmt/18;sha256;6328bfe913892f0be640a6e53e263d11ca796338b3c1801abcdb44a8e031af90;3-8-2015 16:23;22-08-2012
NL-0784-BV000003524;bouwen woonhuis Oude Baan 3 02-09-1960;Vrij te gebruiken;02-09-1960;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000009732.pdf;8144259;fmt/18;sha256;420fdbe4b551721360f9a5b70dfcd78b05ca904c2ebc03609b934f789b7d6269;3-8-2015 16:23;22-08-2012
NL-0784-BV000003677;plaatsen dakkapel Oranjestraat 30 20-06-1961;Vrij te gebruiken;20-06-1961;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000010313.pdf;612914;fmt/18;sha256;d0a5505c6ebaf8f0bf6b7d297effc47f3152ebd2306db90d729bf836ec1c6b90;11-8-2015 9:30;23-08-2012
NL-0784-BV000003677;plaatsen dakkapel Oranjestraat 30 20-06-1961;Vrij te gebruiken;20-06-1961;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000010314.pdf;6483345;fmt/18;sha256;d246146693c302d416176b833ef014e68c695fd02b7f12a0f80c7efea900e9d5;11-8-2015 9:30;23-08-2012
NL-0784-BV000003677;plaatsen dakkapel Oranjestraat 30 20-06-1961;Vrij te gebruiken;20-06-1961;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000010315.pdf;1206236;fmt/18;sha256;fb921d5dd65d126a436a00bce40f2eb15ec397a1e548b2854305c1737c4162b5;11-8-2015 9:30;23-08-2012
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Vrij te gebruiken;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000011045.pdf;726284;fmt/18;sha256;e397db69b1fd84b5e5f1e88a87cbd74de76d5c6f5b46128f9f3f158dcbedf113;11-8-2015 9:34;21-08-2012
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011046.pdf;9757343;fmt/18;sha256;118b7a54068e69f80c5e0cfb1463e9befe444a4c2885861f31291641c048a27b;11-8-2015 9:34;21-08-2012
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011047.pdf;7020281;fmt/18;sha256;8d44548ffd9d8c541509f37ae8704015b6039fabc05a72ffd834ff12f0653c9e;11-8-2015 9:34;21-08-2012
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011048.pdf;9368702;fmt/18;sha256;1822f723eb6fbe592b05875bf685d09cbdc90978289cc058cd643933a3fbacdf;11-8-2015 9:34;21-08-2012
NL-0784-BV000006394;geheel oprichten van 20 woningen Kerkstraat 1 15-05-1972;Beschermd wegens rechten architect;15-05-1972;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000011049.pdf;13272958;fmt/18;sha256;fc52cac1c61584f57dd526b30f80d94be35b58dc6ac5eec048b190db944126ea;11-8-2015 9:34;21-08-2012
